Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,15-11-2023,,,,,,,,
B39D0221,003,14-08-1989,210,153,296,,,,,,
B39D0221,003,28-08-1989,223,166,283,,,,,,
B39D0221,003,14-09-1989,220,163,286,,,,,,
B39D0221,003,28-09-1989,240,183,266,,,,,,
B39D0221,003,13-10-1989,248,191,258,,,,,,
B39D0221,003,27-10-1989,250,193,256,,,,,,
B39D0221,003,14-11-1989,230,173,276,,,,,,
B39D0221,003,28-11-1989,250,193,256,,,,,,
B39D0221,003,14-12-1989,260,203,246,,,,,,
B39D0221,003,28-12-1989,155,98,351,,,,,,
B39D0221,003,15-01-1990,225,168,281,,,,,,
B39D0221,003,29-01-1990,200,143,306,,,,,,
B39D0221,003,14-02-1990,230,173,276,,,,,,
B39D0221,003,28-02-1990,150,93,356,,,,,,
B39D0221,003,14-03-1990,160,103,346,,,,,,
B39D0221,003,28-03-1990,192,135,314,,,,,,
B39D0221,003,13-04-1990,205,148,301,,,,,,
B39D0221,003,14-05-1990,210,153,296,,,,,,
B39D0221,003,28-05-1990,216,159,290,,,,,,
B39D0221,003,14-06-1990,204,147,302,,,,,,
B39D0221,003,28-06-1990,194,137,312,,,,,,
B39D0221,003,13-07-1990,183,126,323,,,,,,
B39D0221,003,27-07-1990,203,146,303,,,,,,
B39D0221,003,14-08-1990,243,186,263,,,,,,
B39D0221,003,28-08-1990,245,188,261,,,,,,
B39D0221,003,14-09-1990,245,188,261,,,,,,
B39D0221,003,28-09-1990,255,198,251,,,,,,
B39D0221,003,15-10-1990,240,183,266,,,,,,
B39D0221,003,29-10-1990,255,198,251,,,,,,
B39D0221,003,14-11-1990,220,163,286,,,,,,
B39D0221,003,28-11-1990,163,106,343,,,,,,
B39D0221,003,14-12-1990,204,147,302,,,,,,
B39D0221,003,28-12-1990,200,143,306,,,,,,
B39D0221,003,14-01-1991,118,61,388,,,,,,
B39D0221,003,28-01-1991,180,123,326,,,,,,
B39D0221,003,14-02-1991,240,183,266,,,,,,
B39D0221,003,28-02-1991,231,174,275,,,,,,
B39D0221,003,14-03-1991,225,168,281,,,,,,
B39D0221,003,28-03-1991,210,153,296,,,,,,
B39D0221,003,15-04-1991,220,163,286,,,,,,
B39D0221,003,29-04-1991,235,178,271,,,,,,
B39D0221,003,14-05-1991,228,171,278,,,,,,
B39D0221,003,28-05-1991,211,154,295,,,,,,
B39D0221,003,14-06-1991,221,164,285,,,,,,
B39D0221,003,28-06-1991,197,140,309,,,,,,
B39D0221,003,15-07-1991,203,146,303,,,,,,
B39D0221,003,29-07-1991,210,153,296,,,,,,
B39D0221,003,14-08-1991,220,163,286,,,,,,
B39D0221,003,28-08-1991,250,193,256,,,,,,
B39D0221,003,13-09-1991,268,211,238,,,,,,
B39D0221,003,27-09-1991,275,218,231,,,,,,
B39D0221,003,14-10-1991,250,193,256,,,,,,
B39D0221,003,28-10-1991,260,203,246,,,,,,
B39D0221,003,14-11-1991,224,167,282,,,,,,
B39D0221,003,28-11-1991,211,154,295,,,,,,
B39D0221,003,12-12-1991,252,195,254,,,,,,
B39D0221,003,30-12-1991,158,101,348,,,,,,
B39D0221,003,14-01-1992,207,150,299,,,,,,
B39D0221,003,28-01-1992,233,176,273,,,,,,
B39D0221,003,14-02-1992,232,175,274,,,,,,
B39D0221,003,28-02-1992,223,166,283,,,,,,
B39D0221,003,13-03-1992,230,173,276,,,,,,
B39D0221,003,27-03-1992,161,104,345,,,,,,
B39D0221,003,14-04-1992,172,115,334,,,,,,
B39D0221,003,28-04-1992,186,129,320,,,,,,
B39D0221,003,14-05-1992,189,132,317,,,,,,
B39D0221,003,27-05-1992,198,141,308,,,,,,
B39D0221,003,15-06-1992,181,124,325,,,,,,
B39D0221,003,29-06-1992,197,140,309,,,,,,
B39D0221,003,14-07-1992,200,143,306,,,,,,
B39D0221,003,28-07-1992,205,148,301,,,,,,
B39D0221,003,14-08-1992,220,163,286,,,,,,
B39D0221,003,28-08-1992,231,174,275,,,,,,
B39D0221,003,14-09-1992,215,158,291,,,,,,
B39D0221,003,28-09-1992,248,191,258,,,,,,
B39D0221,003,13-10-1992,255,198,251,,,,,,
B39D0221,003,29-10-1992,236,179,270,,,,,,
B39D0221,003,13-11-1992,211,154,295,,,,,,
B39D0221,003,27-11-1992,149,92,357,,,,,,
B39D0221,003,14-12-1992,166,109,340,,,,,,
B39D0221,003,28-12-1992,206,149,300,,,,,,
B39D0221,003,14-01-1993,184,127,322,,,,,,
B39D0221,003,29-01-1993,194,137,312,,,,,,
B39D0221,003,15-02-1993,231,174,275,,,,,,
B39D0221,003,01-03-1993,238,181,268,,,,,,
B39D0221,003,15-03-1993,261,204,245,,,,,,
B39D0221,003,29-03-1993,268,211,238,,,,,,
B39D0221,003,15-04-1993,265,208,241,,,,,,
B39D0221,003,28-04-1993,268,211,238,,,,,,
B39D0221,003,14-05-1993,254,197,252,,,,,,
B39D0221,003,28-05-1993,257,200,249,,,,,,
B39D0221,003,15-06-1993,255,198,251,,,,,,
B39D0221,003,28-06-1993,250,193,256,,,,,,
B39D0221,003,14-07-1993,254,197,252,,,,,,
B39D0221,003,27-07-1993,288,231,218,,,,,,
B39D0221,003,13-08-1993,282,225,224,,,,,,
B39D0221,003,27-08-1993,287,230,219,,,,,,
B39D0221,003,14-09-1993,288,231,218,,,,,,
B39D0221,003,28-09-1993,278,221,228,,,,,,
B39D0221,003,14-10-1993,210,153,296,,,,,,
B39D0221,003,28-10-1993,218,161,288,,,,,,
B39D0221,003,15-11-1993,201,144,305,,,,,,
B39D0221,003,29-11-1993,230,173,276,,,,,,
B39D0221,003,16-12-1993,212,155,294,,,,,,
B39D0221,003,28-12-1993,182,125,324,,,,,,
B39D0221,003,14-01-1994,175,118,331,,,,,,
B39D0221,003,28-01-1994,181,124,325,,,,,,
B39D0221,003,14-02-1994,203,146,303,,,,,,
B39D0221,003,28-02-1994,214,157,292,,,,,,
B39D0221,003,14-03-1994,213,156,293,,,,,,
B39D0221,003,28-03-1994,199,142,307,,,,,,
B39D0221,003,14-04-1994,195,138,311,,,,,,
B39D0221,003,28-04-1994,175,118,331,,,,,,
B39D0221,003,16-05-1994,185,128,321,,,,,,
B39D0221,003,27-05-1994,180,123,326,,,,,,
B39D0221,003,14-06-1994,177,120,329,,,,,,
B39D0221,003,28-06-1994,189,132,317,,,,,,
B39D0221,003,14-07-1994,204,147,302,,,,,,
B39D0221,003,28-07-1994,209,152,297,,,,,,
B39D0221,003,15-08-1994,240,183,266,,,,,,
B39D0221,003,29-08-1994,245,188,261,,,,,,
B39D0221,003,14-09-1994,228,171,278,,,,,,
B39D0221,003,29-09-1994,216,159,290,,,,,,
B39D0221,003,14-10-1994,209,152,297,,,,,,
B39D0221,003,28-10-1994,229,172,277,,,,,,
B39D0221,003,14-11-1994,248,191,258,,,,,,
B39D0221,003,28-11-1994,263,206,243,,,,,,
B39D0221,003,14-12-1994,253,196,253,,,,,,
B39D0221,003,28-12-1994,227,170,279,,,,,,
B39D0221,003,13-01-1995,207,150,299,,,,,,
B39D0221,003,15-02-1995,143,86,363,,,,,,
B39D0221,003,28-02-1995,154,97,352,,,,,,
B39D0221,003,14-03-1995,166,109,340,,,,,,
B39D0221,003,28-03-1995,170,113,336,,,,,,
B39D0221,003,14-04-1995,165,108,341,,,,,,
B39D0221,003,28-04-1995,183,126,323,,,,,,
B39D0221,003,15-05-1995,205,148,301,,,,,,
B39D0221,003,29-05-1995,185,128,321,,,,,,
B39D0221,003,15-06-1995,167,110,339,,,,,,
B39D0221,003,28-06-1995,177,120,329,,,,,,
B39D0221,003,13-07-1995,217,160,289,,,,,,
B39D0221,003,28-07-1995,223,166,283,,,,,,
B39D0221,003,14-08-1995,248,191,258,,,,,,
B39D0221,003,28-08-1995,239,182,267,,,,,,
B39D0221,003,15-09-1995,256,199,250,,,,,,
B39D0221,003,28-09-1995,245,188,261,,,,,,
B39D0221,003,13-10-1995,215,158,291,,,,,,
B39D0221,003,27-10-1995,225,168,281,,,,,,
B39D0221,003,16-11-1995,211,154,295,,,,,,
B39D0221,003,28-11-1995,243,186,263,,,,,,
B39D0221,003,14-12-1995,258,201,248,,,,,,
B39D0221,003,27-12-1995,259,202,247,,,,,,
B39D0221,003,16-01-1996,235,178,271,,,,,,
B39D0221,003,29-01-1996,247,190,259,,,,,,
B39D0221,003,14-02-1996,277,220,229,,,,,,
B39D0221,003,28-02-1996,240,183,266,,,,,,
B39D0221,003,13-03-1996,255,198,251,,,,,,
B39D0221,003,28-03-1996,258,201,248,,,,,,
B39D0221,003,15-04-1996,282,225,224,,,,,,
B39D0221,003,26-04-1996,289,232,217,,,,,,
B39D0221,003,13-05-1996,294,237,212,,,,,,
B39D0221,003,28-05-1996,248,191,258,,,,,,
B39D0221,003,13-06-1996,248,191,258,,,,,,
B39D0221,003,27-06-1996,258,201,248,,,,,,
B39D0221,003,15-07-1996,229,172,277,,,,,,
B39D0221,003,14-08-1996,245,188,261,,,,,,
B39D0221,003,30-09-1996,270,213,236,,,,,,
B39D0221,003,15-10-1996,270,213,236,,,,,,
B39D0221,003,29-10-1996,240,183,266,,,,,,
B39D0221,003,15-11-1996,213,156,293,,,,,,
B39D0221,003,28-11-1996,194,137,312,,,,,,
B39D0221,003,12-12-1996,187,130,319,,,,,,
B39D0221,003,13-01-1997,255,198,251,,,,,,
B39D0221,003,28-01-1997,254,197,252,,,,,,
B39D0221,003,13-02-1997,241,184,265,,,,,,
B39D0221,003,28-02-1997,186,129,320,,,,,,
B39D0221,003,13-03-1997,192,135,314,,,,,,
B39D0221,003,28-03-1997,217,160,289,,,,,,
B39D0221,003,14-04-1997,236,179,270,,,,,,
B39D0221,003,28-04-1997,247,190,259,,,,,,
B39D0221,003,14-05-1997,229,172,277,,,,,,
B39D0221,003,28-05-1997,225,168,281,,,,,,
B39D0221,003,26-06-1997,230,173,276,,,,,,
B39D0221,003,14-07-1997,237,180,269,,,,,,
B39D0221,003,28-07-1997,202,145,304,,,,,,
B39D0221,003,14-08-1997,233,176,273,,,,,,
B39D0221,003,27-08-1997,244,187,262,,,,,,
B39D0221,003,16-09-1997,252,195,254,,,,,,
B39D0221,003,29-09-1997,265,208,241,,,,,,
B39D0221,003,14-10-1997,275,218,231,,,,,,
B39D0221,003,28-10-1997,273,216,233,,,,,,
B39D0221,003,14-11-1997,280,223,226,,,,,,
B39D0221,003,28-11-1997,288,231,218,,,,,,
B39D0221,003,15-12-1997,275,218,231,,,,,,
B39D0221,003,29-12-1997,202,145,304,,,,,,
B39D0221,003,13-01-1998,192,135,314,,,,,,
B39D0221,003,27-01-1998,202,145,304,,,,,,
B39D0221,003,12-02-1998,253,196,253,,,,,,
B39D0221,003,26-02-1998,274,217,232,,,,,,
B39D0221,003,16-03-1998,208,147,302,,,,,,
B39D0221,003,30-03-1998,233,172,277,,,,,,
B39D0221,003,28-04-1998,222,161,288,,,,,,
B39D0221,003,15-05-1998,240,179,270,,,,,,
B39D0221,003,27-05-1998,260,199,250,,,,,,
B39D0221,003,15-06-1998,237,176,273,,,,,,
B39D0221,003,26-06-1998,247,186,263,,,,,,
B39D0221,003,15-07-1998,250,189,260,,,,,,
B39D0221,003,28-07-1998,257,196,253,,,,,,
B39D0221,003,14-08-1998,275,214,235,,,,,,
B39D0221,003,31-08-1998,271,210,239,,,,,,
B39D0221,003,17-11-1998,145,84,365,,,,,,
B39D0221,003,15-12-1998,214,153,296,,,,,,
B39D0221,003,04-01-1999,197,136,313,,,,,,
B39D0221,003,28-01-1999,188,127,322,,,,,,
B39D0221,003,15-02-1999,195,134,315,,,,,,
B39D0221,003,01-03-1999,132,71,378,,,,,,
B39D0221,003,15-03-1999,137,76,373,,,,,,
B39D0221,003,29-03-1999,180,119,330,,,,,,
B39D0221,003,14-04-1999,185,124,325,,,,,,
B39D0221,003,27-04-1999,183,122,327,,,,,,
B39D0221,003,17-05-1999,185,124,325,,,,,,
B39D0221,003,28-05-1999,169,108,341,,,,,,
B39D0221,003,14-06-1999,177,116,333,,,,,,
B39D0221,003,28-06-1999,192,131,318,,,,,,
B39D0221,003,15-07-1999,210,149,300,,,,,,
B39D0221,003,28-07-1999,220,159,290,,,,,,
B39D0221,003,14-08-1999,240,179,270,,,,,,
B39D0221,003,30-08-1999,243,182,267,,,,,,
B39D0221,003,13-09-1999,255,194,255,,,,,,
B39D0221,003,27-09-1999,270,209,240,,,,,,
B39D0221,003,14-10-1999,248,187,262,,,,,,
B39D0221,003,28-10-1999,254,193,256,,,,,,
B39D0221,003,14-11-1999,250,189,260,,,,,,
B39D0221,003,28-11-1999,250,189,260,,,,,,
B39D0221,003,14-12-1999,194,133,316,,,,,,
B39D0221,003,28-12-1999,147,86,363,,,,,,
B39D0221,003,14-01-2000,173,112,337,,,,,,
B39D0221,003,28-01-2000,225,164,285,,,,,,
B39D0221,003,14-02-2000,180,119,330,,,,,,
B39D0221,003,28-02-2000,162,101,348,,,,,,
B39D0221,003,14-03-2000,165,104,345,,,,,,
B39D0221,003,28-03-2000,203,142,307,,,,,,
B39D0221,003,14-04-2000,207,146,303,,,,,,
B39D0221,003,28-04-2000,219,158,291,,,,,,
B39D0221,003,14-05-2000,225,164,285,,,,,,
B39D0221,003,28-05-2000,222,161,288,,,,,,
B39D0221,003,14-06-2000,219,158,291,,,,,,
B39D0221,003,28-06-2000,237,176,273,,,,,,
B39D0221,003,14-07-2000,221,160,289,,,,,,
B39D0221,003,28-07-2000,215,154,295,,,,,,
B39D0221,003,14-08-2000,216,155,294,,,,,,
B39D0221,003,28-08-2000,228,167,282,,,,,,
B39D0221,003,13-09-2000,241,180,269,,,,,,
B39D0221,003,29-09-2000,247,186,263,,,,,,
B39D0221,003,16-10-2000,220,159,290,,,,,,
B39D0221,003,30-10-2000,224,163,286,,,,,,
B39D0221,003,13-11-2000,219,158,291,,,,,,
B39D0221,003,29-11-2000,201,140,309,,,,,,
B39D0221,003,14-12-2000,212,151,298,,,,,,
B39D0221,003,28-12-2000,219,158,291,,,,,,
B39D0221,003,12-01-2001,171,110,339,,,,,,
B39D0221,003,26-01-2001,203,142,307,,,,,,
B39D0221,003,14-02-2001,166,105,344,,,,,,
B39D0221,003,28-02-2001,212,151,298,,,,,,
B39D0221,003,15-03-2001,179,118,331,,,,,,
B39D0221,003,14-05-2001,186,125,324,,,,,,
B39D0221,003,28-05-2001,198,137,312,,,,,,
B39D0221,003,14-06-2001,218,157,292,,,,,,
B39D0221,003,28-06-2001,201,140,309,,,,,,
B39D0221,003,16-07-2001,223,162,287,,,,,,
B39D0221,003,30-07-2001,218,157,292,,,,,,
B39D0221,003,14-08-2001,229,168,281,,,,,,
B39D0221,003,28-08-2001,242,181,268,,,,,,
B39D0221,003,14-09-2001,230,169,280,,,,,,
B39D0221,003,28-09-2001,191,130,319,,,,,,
B39D0221,003,15-10-2001,219,158,291,,,,,,
B39D0221,003,15-11-2001,220,159,290,,,,,,
B39D0221,003,28-11-2001,229,168,281,,,,,,
B39D0221,003,13-12-2001,190,129,320,,,,,,
B39D0221,003,27-12-2001,212,151,298,,,,,,
B39D0221,003,14-01-2002,214,153,296,,,,,,
B39D0221,003,28-01-2002,170,109,340,,,,,,
B39D0221,003,15-02-2002,159,98,351,,,,,,
B39D0221,003,27-02-2002,130,69,380,,,,,,
B39D0221,003,14-03-2002,179,118,331,,,,,,
B39D0221,003,28-03-2002,141,80,369,,,,,,
B39D0221,003,16-04-2002,213,152,297,,,,,,
B39D0221,003,28-04-2002,214,153,296,,,,,,
B39D0221,003,15-05-2002,187,126,323,,,,,,
B39D0221,003,28-05-2002,209,148,301,,,,,,
B39D0221,003,14-06-2002,214,153,296,,,,,,
B39D0221,003,28-06-2002,230,169,280,,,,,,
B39D0221,003,15-07-2002,237,176,273,,,,,,
B39D0221,003,29-07-2002,230,169,280,,,,,,
B39D0221,003,15-08-2002,237,176,273,,,,,,
B39D0221,003,28-08-2002,223,162,287,,,,,,
B39D0221,003,14-10-2002,236,175,274,,,,,,
B39D0221,003,28-10-2002,204,143,306,,,,,,
B39D0221,003,14-11-2002,142,81,368,,,,,,
B39D0221,003,28-11-2002,152,91,358,,,,,,
B39D0221,003,16-12-2002,193,132,317,,,,,,
B39D0221,003,15-01-2003,153,92,357,,,,,,
B39D0221,003,29-01-2003,168,107,342,,,,,,
B39D0221,003,17-02-2003,191,130,319,,,,,,
B39D0221,003,03-03-2003,225,164,285,,,,,,
B39D0221,003,14-03-2003,202,141,308,,,,,,
B39D0221,003,28-03-2003,229,168,281,,,,,,
B39D0221,003,14-04-2003,237,176,273,,,,,,
B39D0221,003,28-04-2003,244,183,266,,,,,,
B39D0221,003,14-05-2003,241,180,269,,,,,,
B39D0221,003,27-05-2003,227,166,283,,,,,,
B39D0221,003,13-06-2003,239,178,271,,,,,,
B39D0221,003,27-06-2003,251,190,259,,,,,,
B39D0221,003,14-07-2003,266,205,244,,,,,,
B39D0221,003,28-07-2003,274,213,236,,,,,,
B39D0221,003,14-08-2003,278,217,232,,,,,,
B39D0221,003,28-08-2003,296,235,214,,,,,,
B39D0221,003,15-09-2003,272,211,238,,,,,,
B39D0221,003,29-09-2003,309,248,201,,,,,,
B39D0221,003,13-10-2003,272,211,238,,,,,,
B39D0221,003,27-10-2003,280,219,230,,,,,,
B39D0221,003,17-11-2003,288,227,222,,,,,,
B39D0221,003,27-11-2003,288,227,222,,,,,,
B39D0221,003,18-12-2003,263,202,247,,,,,,
B39D0221,003,29-12-2003,252,191,258,,,,,,
B39D0221,003,01-03-2004,216,155,294,,,,,,
B39D0221,003,02-03-2004,219,158,291,,,,,,
B39D0221,003,03-03-2004,220,159,290,,,,,,
B39D0221,003,04-03-2004,222,161,288,,,,,,
B39D0221,003,05-03-2004,224,163,286,,,,,,
B39D0221,003,06-03-2004,223,162,287,,,,,,
B39D0221,003,07-03-2004,226,165,284,,,,,,
B39D0221,003,08-03-2004,229,168,281,,,,,,
B39D0221,003,09-03-2004,234,173,276,,,,,,
B39D0221,003,10-03-2004,235,174,275,,,,,,
B39D0221,003,11-03-2004,234,173,276,,,,,,
B39D0221,003,12-03-2004,236,175,274,,,,,,
B39D0221,003,13-03-2004,234,173,276,,,,,,
B39D0221,003,14-03-2004,234,173,276,,,,,,
B39D0221,003,15-03-2004,237,176,273,,,,,,
B39D0221,003,16-03-2004,236,175,274,,,,,,
B39D0221,003,17-03-2004,237,176,273,,,,,,
B39D0221,003,18-03-2004,238,177,272,,,,,,
B39D0221,003,19-03-2004,238,177,272,,,,,,
B39D0221,003,20-03-2004,232,171,278,,,,,,
B39D0221,003,21-03-2004,228,167,282,,,,,,
B39D0221,003,22-03-2004,230,169,280,,,,,,
B39D0221,003,23-03-2004,231,170,279,,,,,,
B39D0221,003,24-03-2004,229,168,281,,,,,,
B39D0221,003,25-03-2004,225,164,285,,,,,,
B39D0221,003,26-03-2004,224,163,286,,,,,,
B39D0221,003,27-03-2004,222,161,288,,,,,,
B39D0221,003,28-03-2004,224,163,286,,,,,,
B39D0221,003,29-03-2004,223,162,287,,,,,,
B39D0221,003,30-03-2004,219,158,291,,,,,,
B39D0221,003,31-03-2004,220,159,290,,,,,,
B39D0221,003,01-04-2004,221,160,289,,,,,,
B39D0221,003,02-04-2004,226,165,284,,,,,,
B39D0221,003,03-04-2004,225,164,285,,,,,,
B39D0221,003,04-04-2004,224,163,286,,,,,,
B39D0221,003,05-04-2004,228,167,282,,,,,,
B39D0221,003,06-04-2004,227,166,283,,,,,,
B39D0221,003,07-04-2004,225,164,285,,,,,,
B39D0221,003,08-04-2004,228,167,282,,,,,,
B39D0221,003,09-04-2004,225,164,285,,,,,,
B39D0221,003,10-04-2004,221,160,289,,,,,,
B39D0221,003,11-04-2004,219,158,291,,,,,,
B39D0221,003,12-04-2004,217,156,293,,,,,,
B39D0221,003,13-04-2004,219,158,291,,,,,,
B39D0221,003,14-04-2004,222,161,288,,,,,,
B39D0221,003,15-04-2004,223,162,287,,,,,,
B39D0221,003,16-04-2004,225,164,285,,,,,,
B39D0221,003,17-04-2004,224,163,286,,,,,,
B39D0221,003,18-04-2004,223,162,287,,,,,,
B39D0221,003,19-04-2004,226,165,284,,,,,,
B39D0221,003,20-04-2004,228,167,282,,,,,,
B39D0221,003,21-04-2004,232,171,278,,,,,,
B39D0221,003,22-04-2004,233,172,277,,,,,,
B39D0221,003,23-04-2004,237,176,273,,,,,,
B39D0221,003,24-04-2004,237,176,273,,,,,,
B39D0221,003,25-04-2004,236,175,274,,,,,,
B39D0221,003,26-04-2004,237,176,273,,,,,,
B39D0221,003,27-04-2004,241,180,269,,,,,,
B39D0221,003,28-04-2004,240,179,270,,,,,,
B39D0221,003,29-04-2004,239,178,271,,,,,,
B39D0221,003,30-04-2004,239,178,271,,,,,,
B39D0221,003,01-05-2004,238,177,272,,,,,,
B39D0221,003,02-05-2004,239,178,271,,,,,,
B39D0221,003,03-05-2004,239,178,271,,,,,,
B39D0221,003,04-05-2004,238,177,272,,,,,,
B39D0221,003,05-05-2004,236,175,274,,,,,,
B39D0221,003,06-05-2004,240,179,270,,,,,,
B39D0221,003,07-05-2004,239,178,271,,,,,,
B39D0221,003,08-05-2004,237,176,273,,,,,,
B39D0221,003,09-05-2004,236,175,274,,,,,,
B39D0221,003,10-05-2004,232,171,278,,,,,,
B39D0221,003,11-05-2004,222,161,288,,,,,,
B39D0221,003,12-05-2004,215,154,295,,,,,,
B39D0221,003,13-05-2004,209,148,301,,,,,,
B39D0221,003,14-05-2004,210,149,300,,,,,,
B39D0221,003,15-05-2004,207,146,303,,,,,,
B39D0221,003,16-05-2004,210,149,300,,,,,,
B39D0221,003,17-05-2004,216,155,294,,,,,,
B39D0221,003,18-05-2004,218,157,292,,,,,,
B39D0221,003,19-05-2004,219,158,291,,,,,,
B39D0221,003,20-05-2004,221,160,289,,,,,,
B39D0221,003,21-05-2004,223,162,287,,,,,,
B39D0221,003,22-05-2004,226,165,284,,,,,,
B39D0221,003,23-05-2004,227,166,283,,,,,,
B39D0221,003,24-05-2004,232,171,278,,,,,,
B39D0221,003,25-05-2004,233,172,277,,,,,,
B39D0221,003,26-05-2004,234,173,276,,,,,,
B39D0221,003,27-05-2004,232,171,278,,,,,,
B39D0221,003,28-05-2004,236,175,274,,,,,,
B39D0221,003,29-05-2004,248,187,262,,,,,,
B39D0221,003,30-05-2004,237,176,273,,,,,,
