Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,15-11-2023,,,,,,,,
Gegevens beschikbaar:,10-06-2013,tot:,18-12-2020,,,,,,,,
Datum: ,15-11-2023,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B39D2737,001,,157642,433072,514,10-06-2013,10-06-2013,18-12-2020,509,-6,-334,-434


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B39D2737,001,12-06-2014,177,183,332,,,,,,
B39D2737,001,13-06-2014,179,185,330,,,,,,
B39D2737,001,14-06-2014,181,187,328,,,,,,
B39D2737,001,15-06-2014,183,189,326,,,,,,
B39D2737,001,16-06-2014,185,191,324,,,,,,
B39D2737,001,17-06-2014,187,193,322,,,,,,
B39D2737,001,18-06-2014,188,194,321,,,,,,
B39D2737,001,19-06-2014,188,194,321,,,,,,
B39D2737,001,20-06-2014,188,194,321,,,,,,
B39D2737,001,21-06-2014,189,195,320,,,,,,
B39D2737,001,22-06-2014,190,196,319,,,,,,
B39D2737,001,23-06-2014,191,197,318,,,,,,
B39D2737,001,24-06-2014,193,199,316,,,,,,
B39D2737,001,25-06-2014,196,202,313,,,,,,
B39D2737,001,26-06-2014,198,204,311,,,,,,
B39D2737,001,27-06-2014,201,207,308,,,,,,
B39D2737,001,28-06-2014,202,208,307,,,,,,
B39D2737,001,29-06-2014,205,211,304,,,,,,
B39D2737,001,30-06-2014,205,211,304,,,,,,
B39D2737,001,01-07-2014,206,212,303,,,,,,
B39D2737,001,02-07-2014,205,211,304,,,,,,
B39D2737,001,03-07-2014,203,209,306,,,,,,
B39D2737,001,04-07-2014,202,208,307,,,,,,
B39D2737,001,05-07-2014,201,207,308,,,,,,
B39D2737,001,06-07-2014,199,205,310,,,,,,
B39D2737,001,07-07-2014,199,205,310,,,,,,
B39D2737,001,08-07-2014,198,204,311,,,,,,
B39D2737,001,09-07-2014,196,202,313,,,,,,
B39D2737,001,10-07-2014,191,197,318,,,,,,
B39D2737,001,11-07-2014,189,195,320,,,,,,
B39D2737,001,12-07-2014,183,189,326,,,,,,
B39D2737,001,13-07-2014,175,181,334,,,,,,
B39D2737,001,14-07-2014,170,176,339,,,,,,
B39D2737,001,15-07-2014,165,171,344,,,,,,
B39D2737,001,16-07-2014,164,170,345,,,,,,
B39D2737,001,17-07-2014,161,167,348,,,,,,
B39D2737,001,18-07-2014,159,165,350,,,,,,
B39D2737,001,19-07-2014,158,164,351,,,,,,
B39D2737,001,20-07-2014,158,164,351,,,,,,
B39D2737,001,21-07-2014,158,164,351,,,,,,
B39D2737,001,22-07-2014,158,164,351,,,,,,
B39D2737,001,23-07-2014,158,164,351,,,,,,
B39D2737,001,24-07-2014,157,163,352,,,,,,
B39D2737,001,25-07-2014,155,161,354,,,,,,
B39D2737,001,26-07-2014,152,158,357,,,,,,
B39D2737,001,27-07-2014,147,153,362,,,,,,
B39D2737,001,28-07-2014,142,148,367,,,,,,
B39D2737,001,29-07-2014,140,146,369,,,,,,
B39D2737,001,30-07-2014,140,146,369,,,,,,
B39D2737,001,31-07-2014,139,145,370,,,,,,
B39D2737,001,01-08-2014,134,140,375,,,,,,
B39D2737,001,02-08-2014,129,135,380,,,,,,
B39D2737,001,03-08-2014,126,132,383,,,,,,
B39D2737,001,04-08-2014,125,131,384,,,,,,
B39D2737,001,05-08-2014,125,131,384,,,,,,
B39D2737,001,06-08-2014,124,130,385,,,,,,
B39D2737,001,07-08-2014,124,130,385,,,,,,
B39D2737,001,08-08-2014,125,131,384,,,,,,
B39D2737,001,09-08-2014,126,132,383,,,,,,
B39D2737,001,10-08-2014,126,132,383,,,,,,
B39D2737,001,11-08-2014,129,135,380,,,,,,
B39D2737,001,12-08-2014,129,135,380,,,,,,
B39D2737,001,13-08-2014,130,136,379,,,,,,
B39D2737,001,14-08-2014,132,138,377,,,,,,
B39D2737,001,15-08-2014,134,140,375,,,,,,
B39D2737,001,16-08-2014,133,139,376,,,,,,
B39D2737,001,17-08-2014,129,135,380,,,,,,
B39D2737,001,18-08-2014,127,133,382,,,,,,
B39D2737,001,19-08-2014,128,134,381,,,,,,
B39D2737,001,20-08-2014,129,135,380,,,,,,
B39D2737,001,21-08-2014,129,135,380,,,,,,
B39D2737,001,22-08-2014,131,137,378,,,,,,
B39D2737,001,23-08-2014,134,140,375,,,,,,
B39D2737,001,24-08-2014,137,143,372,,,,,,
B39D2737,001,25-08-2014,141,147,368,,,,,,
B39D2737,001,26-08-2014,141,147,368,,,,,,
B39D2737,001,27-08-2014,141,147,368,,,,,,
B39D2737,001,28-08-2014,141,147,368,,,,,,
B39D2737,001,29-08-2014,139,145,370,,,,,,
B39D2737,001,30-08-2014,136,142,373,,,,,,
B39D2737,001,31-08-2014,135,141,374,,,,,,
B39D2737,001,01-09-2014,136,142,373,,,,,,
B39D2737,001,02-09-2014,138,144,371,,,,,,
B39D2737,001,03-09-2014,140,146,369,,,,,,
B39D2737,001,04-09-2014,139,145,370,,,,,,
B39D2737,001,05-09-2014,139,145,370,,,,,,
B39D2737,001,06-09-2014,139,145,370,,,,,,
B39D2737,001,07-09-2014,140,146,369,,,,,,
B39D2737,001,08-09-2014,143,149,366,,,,,,
B39D2737,001,09-09-2014,145,151,364,,,,,,
B39D2737,001,10-09-2014,147,153,362,,,,,,
B39D2737,001,11-09-2014,149,155,360,,,,,,
B39D2737,001,12-09-2014,152,158,357,,,,,,
B39D2737,001,13-09-2014,153,159,356,,,,,,
B39D2737,001,14-09-2014,154,160,355,,,,,,
B39D2737,001,15-09-2014,156,162,353,,,,,,
B39D2737,001,16-09-2014,156,162,353,,,,,,
B39D2737,001,17-09-2014,157,163,352,,,,,,
B39D2737,001,18-09-2014,157,163,352,,,,,,
B39D2737,001,19-09-2014,158,164,351,,,,,,
B39D2737,001,20-09-2014,159,165,350,,,,,,
B39D2737,001,21-09-2014,160,166,349,,,,,,
B39D2737,001,22-09-2014,161,167,348,,,,,,
B39D2737,001,23-09-2014,162,168,347,,,,,,
B39D2737,001,24-09-2014,162,168,347,,,,,,
B39D2737,001,25-09-2014,157,163,352,,,,,,
B39D2737,001,26-09-2014,156,162,353,,,,,,
B39D2737,001,27-09-2014,156,162,353,,,,,,
B39D2737,001,28-09-2014,157,163,352,,,,,,
B39D2737,001,29-09-2014,158,164,351,,,,,,
B39D2737,001,30-09-2014,159,165,350,,,,,,
B39D2737,001,01-10-2014,162,168,347,,,,,,
B39D2737,001,02-10-2014,165,171,344,,,,,,
B39D2737,001,03-10-2014,167,173,342,,,,,,
B39D2737,001,04-10-2014,170,176,339,,,,,,
B39D2737,001,05-10-2014,172,178,337,,,,,,
B39D2737,001,06-10-2014,175,181,334,,,,,,
B39D2737,001,07-10-2014,177,183,332,,,,,,
B39D2737,001,08-10-2014,179,185,330,,,,,,
B39D2737,001,09-10-2014,179,185,330,,,,,,
B39D2737,001,10-10-2014,179,185,330,,,,,,
B39D2737,001,11-10-2014,178,184,331,,,,,,
B39D2737,001,12-10-2014,174,180,335,,,,,,
B39D2737,001,13-10-2014,170,176,339,,,,,,
B39D2737,001,14-10-2014,169,175,340,,,,,,
B39D2737,001,15-10-2014,169,175,340,,,,,,
B39D2737,001,16-10-2014,169,175,340,,,,,,
B39D2737,001,17-10-2014,169,175,340,,,,,,
B39D2737,001,18-10-2014,169,175,340,,,,,,
B39D2737,001,19-10-2014,169,175,340,,,,,,
B39D2737,001,20-10-2014,169,175,340,,,,,,
B39D2737,001,21-10-2014,166,172,343,,,,,,
B39D2737,001,22-10-2014,163,169,346,,,,,,
B39D2737,001,23-10-2014,160,166,349,,,,,,
B39D2737,001,24-10-2014,160,166,349,,,,,,
B39D2737,001,25-10-2014,159,165,350,,,,,,
B39D2737,001,26-10-2014,158,164,351,,,,,,
B39D2737,001,27-10-2014,156,162,353,,,,,,
B39D2737,001,28-10-2014,154,160,355,,,,,,
B39D2737,001,29-10-2014,154,160,355,,,,,,
B39D2737,001,30-10-2014,155,161,354,,,,,,
B39D2737,001,31-10-2014,156,162,353,,,,,,
B39D2737,001,01-11-2014,157,163,352,,,,,,
B39D2737,001,02-11-2014,157,163,352,,,,,,
B39D2737,001,03-11-2014,158,164,351,,,,,,
B39D2737,001,04-11-2014,160,166,349,,,,,,
B39D2737,001,05-11-2014,161,167,348,,,,,,
B39D2737,001,06-11-2014,162,168,347,,,,,,
B39D2737,001,07-11-2014,157,163,352,,,,,,
B39D2737,001,08-11-2014,153,159,356,,,,,,
B39D2737,001,09-11-2014,150,156,359,,,,,,
B39D2737,001,10-11-2014,149,155,360,,,,,,
B39D2737,001,11-11-2014,148,154,361,,,,,,
B39D2737,001,12-11-2014,150,156,359,,,,,,
B39D2737,001,13-11-2014,155,161,354,,,,,,
B39D2737,001,14-11-2014,158,164,351,,,,,,
B39D2737,001,15-11-2014,160,166,349,,,,,,
B39D2737,001,16-11-2014,160,166,349,,,,,,
B39D2737,001,17-11-2014,161,167,348,,,,,,
B39D2737,001,18-11-2014,160,166,349,,,,,,
B39D2737,001,19-11-2014,159,165,350,,,,,,
B39D2737,001,20-11-2014,155,161,354,,,,,,
B39D2737,001,21-11-2014,151,157,358,,,,,,
B39D2737,001,22-11-2014,148,154,361,,,,,,
B39D2737,001,23-11-2014,146,152,363,,,,,,
B39D2737,001,24-11-2014,146,152,363,,,,,,
B39D2737,001,25-11-2014,148,154,361,,,,,,
B39D2737,001,26-11-2014,149,155,360,,,,,,
B39D2737,001,27-11-2014,152,158,357,,,,,,
B39D2737,001,28-11-2014,155,161,354,,,,,,
B39D2737,001,29-11-2014,158,164,351,,,,,,
B39D2737,001,30-11-2014,159,165,350,,,,,,
B39D2737,001,01-12-2014,161,167,348,,,,,,
B39D2737,001,02-12-2014,162,168,347,,,,,,
B39D2737,001,03-12-2014,165,171,344,,,,,,
B39D2737,001,04-12-2014,166,172,343,,,,,,
B39D2737,001,05-12-2014,169,175,340,,,,,,
B39D2737,001,06-12-2014,170,176,339,,,,,,
B39D2737,001,07-12-2014,172,178,337,,,,,,
B39D2737,001,08-12-2014,172,178,337,,,,,,
B39D2737,001,09-12-2014,174,180,335,,,,,,
B39D2737,001,10-12-2014,175,181,334,,,,,,
B39D2737,001,11-12-2014,174,180,335,,,,,,
B39D2737,001,12-12-2014,173,179,336,,,,,,
B39D2737,001,13-12-2014,171,177,338,,,,,,
B39D2737,001,14-12-2014,170,176,339,,,,,,
B39D2737,001,15-12-2014,166,172,343,,,,,,
B39D2737,001,16-12-2014,160,166,349,,,,,,
B39D2737,001,17-12-2014,156,162,353,,,,,,
B39D2737,001,18-12-2014,153,159,356,,,,,,
B39D2737,001,19-12-2014,152,158,357,,,,,,
B39D2737,001,20-12-2014,151,157,358,,,,,,
B39D2737,001,21-12-2014,147,153,362,,,,,,
B39D2737,001,22-12-2014,142,148,367,,,,,,
B39D2737,001,23-12-2014,136,142,373,,,,,,
B39D2737,001,24-12-2014,127,133,382,,,,,,
B39D2737,001,25-12-2014,125,131,384,,,,,,
B39D2737,001,26-12-2014,124,130,385,,,,,,
B39D2737,001,27-12-2014,122,128,387,,,,,,
B39D2737,001,28-12-2014,124,130,385,,,,,,
B39D2737,001,29-12-2014,125,131,384,,,,,,
B39D2737,001,30-12-2014,127,133,382,,,,,,
B39D2737,001,31-12-2014,129,135,380,,,,,,
B39D2737,001,01-01-2015,128,134,381,,,,,,
B39D2737,001,02-01-2015,130,136,379,,,,,,
B39D2737,001,03-01-2015,132,138,377,,,,,,
B39D2737,001,04-01-2015,135,141,374,,,,,,
B39D2737,001,05-01-2015,136,142,373,,,,,,
B39D2737,001,06-01-2015,133,139,376,,,,,,
B39D2737,001,07-01-2015,125,131,384,,,,,,
B39D2737,001,08-01-2015,113,119,396,,,,,,
B39D2737,001,09-01-2015,102,108,407,,,,,,
B39D2737,001,10-01-2015,98,104,411,,,,,,
B39D2737,001,11-01-2015,94,100,415,,,,,,
B39D2737,001,12-01-2015,90,96,419,,,,,,
B39D2737,001,13-01-2015,85,91,424,,,,,,
B39D2737,001,14-01-2015,86,92,423,,,,,,
B39D2737,001,15-01-2015,89,95,420,,,,,,
B39D2737,001,16-01-2015,90,96,419,,,,,,
B39D2737,001,17-01-2015,90,96,419,,,,,,
B39D2737,001,18-01-2015,90,96,419,,,,,,
B39D2737,001,19-01-2015,90,96,419,,,,,,
B39D2737,001,20-01-2015,99,105,410,,,,,,
B39D2737,001,21-01-2015,102,108,407,,,,,,
B39D2737,001,22-01-2015,101,107,408,,,,,,
B39D2737,001,23-01-2015,99,105,410,,,,,,
B39D2737,001,24-01-2015,106,112,403,,,,,,
B39D2737,001,25-01-2015,111,117,398,,,,,,
B39D2737,001,26-01-2015,114,120,395,,,,,,
B39D2737,001,27-01-2015,119,125,390,,,,,,
B39D2737,001,28-01-2015,112,118,397,,,,,,
B39D2737,001,29-01-2015,108,114,401,,,,,,
B39D2737,001,30-01-2015,104,110,405,,,,,,
B39D2737,001,31-01-2015,103,109,406,,,,,,
B39D2737,001,01-02-2015,102,108,407,,,,,,
B39D2737,001,02-02-2015,101,107,408,,,,,,
B39D2737,001,03-02-2015,101,107,408,,,,,,
B39D2737,001,04-02-2015,102,108,407,,,,,,
B39D2737,001,05-02-2015,101,107,408,,,,,,
B39D2737,001,06-02-2015,105,111,404,,,,,,
B39D2737,001,07-02-2015,109,115,400,,,,,,
B39D2737,001,08-02-2015,114,120,395,,,,,,
B39D2737,001,09-02-2015,118,124,391,,,,,,
B39D2737,001,10-02-2015,122,128,387,,,,,,
B39D2737,001,11-02-2015,125,131,384,,,,,,
B39D2737,001,12-02-2015,127,133,382,,,,,,
B39D2737,001,13-02-2015,129,135,380,,,,,,
B39D2737,001,14-02-2015,132,138,377,,,,,,
B39D2737,001,15-02-2015,135,141,374,,,,,,
B39D2737,001,16-02-2015,136,142,373,,,,,,
B39D2737,001,17-02-2015,140,146,369,,,,,,
B39D2737,001,18-02-2015,141,147,368,,,,,,
B39D2737,001,19-02-2015,141,147,368,,,,,,
B39D2737,001,20-02-2015,142,148,367,,,,,,
B39D2737,001,21-02-2015,143,149,366,,,,,,
B39D2737,001,22-02-2015,144,150,365,,,,,,
B39D2737,001,23-02-2015,144,150,365,,,,,,
B39D2737,001,24-02-2015,146,152,363,,,,,,
B39D2737,001,25-02-2015,146,152,363,,,,,,
B39D2737,001,26-02-2015,144,150,365,,,,,,
B39D2737,001,27-02-2015,145,151,364,,,,,,
B39D2737,001,28-02-2015,141,147,368,,,,,,
B39D2737,001,01-03-2015,138,144,371,,,,,,
B39D2737,001,02-03-2015,135,141,374,,,,,,
B39D2737,001,03-03-2015,133,139,376,,,,,,
B39D2737,001,04-03-2015,133,139,376,,,,,,
B39D2737,001,05-03-2015,131,137,378,,,,,,
B39D2737,001,06-03-2015,126,132,383,,,,,,
B39D2737,001,07-03-2015,120,126,389,,,,,,
B39D2737,001,08-03-2015,116,122,393,,,,,,
B39D2737,001,09-03-2015,118,124,391,,,,,,
B39D2737,001,10-03-2015,121,127,388,,,,,,
B39D2737,001,11-03-2015,123,129,386,,,,,,
B39D2737,001,12-03-2015,126,132,383,,,,,,
B39D2737,001,13-03-2015,129,135,380,,,,,,
B39D2737,001,14-03-2015,133,139,376,,,,,,
B39D2737,001,15-03-2015,136,142,373,,,,,,
B39D2737,001,16-03-2015,138,144,371,,,,,,
B39D2737,001,17-03-2015,140,146,369,,,,,,
B39D2737,001,18-03-2015,143,149,366,,,,,,
B39D2737,001,19-03-2015,144,150,365,,,,,,
B39D2737,001,20-03-2015,145,151,364,,,,,,
B39D2737,001,21-03-2015,148,154,361,,,,,,
B39D2737,001,22-03-2015,149,155,360,,,,,,
B39D2737,001,23-03-2015,150,156,359,,,,,,
B39D2737,001,24-03-2015,151,157,358,,,,,,
B39D2737,001,25-03-2015,153,159,356,,,,,,
B39D2737,001,26-03-2015,153,159,356,,,,,,
B39D2737,001,27-03-2015,156,162,353,,,,,,
B39D2737,001,28-03-2015,155,161,354,,,,,,
B39D2737,001,29-03-2015,153,159,356,,,,,,
B39D2737,001,30-03-2015,156,162,353,,,,,,
B39D2737,001,31-03-2015,152,158,357,,,,,,
B39D2737,001,01-04-2015,148,154,361,,,,,,
B39D2737,001,02-04-2015,145,151,364,,,,,,
B39D2737,001,03-04-2015,135,141,374,,,,,,
B39D2737,001,04-04-2015,125,131,384,,,,,,
B39D2737,001,05-04-2015,116,122,393,,,,,,
B39D2737,001,06-04-2015,111,117,398,,,,,,
B39D2737,001,07-04-2015,107,113,402,,,,,,
B39D2737,001,08-04-2015,106,112,403,,,,,,
B39D2737,001,09-04-2015,104,110,405,,,,,,
B39D2737,001,10-04-2015,105,111,404,,,,,,
B39D2737,001,11-04-2015,110,116,399,,,,,,
B39D2737,001,12-04-2015,114,120,395,,,,,,
B39D2737,001,13-04-2015,120,126,389,,,,,,
B39D2737,001,14-04-2015,123,129,386,,,,,,
B39D2737,001,15-04-2015,126,132,383,,,,,,
B39D2737,001,16-04-2015,129,135,380,,,,,,
B39D2737,001,17-04-2015,133,139,376,,,,,,
B39D2737,001,18-04-2015,137,143,372,,,,,,
B39D2737,001,19-04-2015,138,144,371,,,,,,
B39D2737,001,20-04-2015,141,147,368,,,,,,
B39D2737,001,21-04-2015,143,149,366,,,,,,
B39D2737,001,22-04-2015,144,150,365,,,,,,
B39D2737,001,23-04-2015,145,151,364,,,,,,
B39D2737,001,24-04-2015,146,152,363,,,,,,
B39D2737,001,25-04-2015,147,153,362,,,,,,
B39D2737,001,26-04-2015,149,155,360,,,,,,
B39D2737,001,27-04-2015,151,157,358,,,,,,
B39D2737,001,28-04-2015,154,160,355,,,,,,
B39D2737,001,29-04-2015,152,158,357,,,,,,
B39D2737,001,30-04-2015,153,159,356,,,,,,
B39D2737,001,01-05-2015,153,159,356,,,,,,
B39D2737,001,02-05-2015,154,160,355,,,,,,
B39D2737,001,03-05-2015,151,157,358,,,,,,
B39D2737,001,04-05-2015,152,158,357,,,,,,
B39D2737,001,05-05-2015,151,157,358,,,,,,
B39D2737,001,06-05-2015,142,148,367,,,,,,
B39D2737,001,07-05-2015,133,139,376,,,,,,
B39D2737,001,08-05-2015,123,129,386,,,,,,
B39D2737,001,09-05-2015,118,124,391,,,,,,
B39D2737,001,10-05-2015,115,121,394,,,,,,
B39D2737,001,11-05-2015,114,120,395,,,,,,
B39D2737,001,12-05-2015,115,121,394,,,,,,
B39D2737,001,13-05-2015,115,121,394,,,,,,
B39D2737,001,14-05-2015,116,122,393,,,,,,
B39D2737,001,15-05-2015,121,127,388,,,,,,
B39D2737,001,16-05-2015,123,129,386,,,,,,
B39D2737,001,17-05-2015,125,131,384,,,,,,
B39D2737,001,18-05-2015,124,130,385,,,,,,
B39D2737,001,19-05-2015,126,132,383,,,,,,
B39D2737,001,20-05-2015,128,134,381,,,,,,
B39D2737,001,21-05-2015,130,136,379,,,,,,
B39D2737,001,22-05-2015,130,136,379,,,,,,
B39D2737,001,23-05-2015,132,138,377,,,,,,
B39D2737,001,24-05-2015,133,139,376,,,,,,
B39D2737,001,25-05-2015,135,141,374,,,,,,
B39D2737,001,26-05-2015,137,143,372,,,,,,
B39D2737,001,27-05-2015,137,143,372,,,,,,
B39D2737,001,28-05-2015,138,144,371,,,,,,
B39D2737,001,29-05-2015,138,144,371,,,,,,
B39D2737,001,30-05-2015,141,147,368,,,,,,
B39D2737,001,31-05-2015,141,147,368,,,,,,
B39D2737,001,01-06-2015,142,148,367,,,,,,
B39D2737,001,02-06-2015,143,149,366,,,,,,
B39D2737,001,03-06-2015,146,152,363,,,,,,
B39D2737,001,04-06-2015,147,153,362,,,,,,
B39D2737,001,05-06-2015,148,154,361,,,,,,
B39D2737,001,06-06-2015,151,157,358,,,,,,
B39D2737,001,07-06-2015,153,159,356,,,,,,
B39D2737,001,08-06-2015,154,160,355,,,,,,
B39D2737,001,09-06-2015,155,161,354,,,,,,
B39D2737,001,10-06-2015,157,163,352,,,,,,
B39D2737,001,11-06-2015,157,163,352,,,,,,
B39D2737,001,12-06-2015,156,162,353,,,,,,
B39D2737,001,13-06-2015,157,163,352,,,,,,
B39D2737,001,14-06-2015,157,163,352,,,,,,
B39D2737,001,15-06-2015,159,165,350,,,,,,
B39D2737,001,16-06-2015,160,166,349,,,,,,
B39D2737,001,17-06-2015,160,166,349,,,,,,
B39D2737,001,18-06-2015,162,168,347,,,,,,
B39D2737,001,19-06-2015,161,167,348,,,,,,
B39D2737,001,20-06-2015,160,166,349,,,,,,
B39D2737,001,21-06-2015,158,164,351,,,,,,
B39D2737,001,22-06-2015,156,162,353,,,,,,
B39D2737,001,23-06-2015,158,164,351,,,,,,
B39D2737,001,24-06-2015,158,164,351,,,,,,
B39D2737,001,25-06-2015,157,163,352,,,,,,
B39D2737,001,26-06-2015,156,162,353,,,,,,
B39D2737,001,27-06-2015,156,162,353,,,,,,
B39D2737,001,28-06-2015,155,161,354,,,,,,
B39D2737,001,29-06-2015,155,161,354,,,,,,
B39D2737,001,30-06-2015,156,162,353,,,,,,
B39D2737,001,01-07-2015,157,163,352,,,,,,
B39D2737,001,02-07-2015,160,166,349,,,,,,
B39D2737,001,03-07-2015,162,168,347,,,,,,
B39D2737,001,04-07-2015,163,169,346,,,,,,
B39D2737,001,05-07-2015,163,169,346,,,,,,
B39D2737,001,06-07-2015,166,172,343,,,,,,
B39D2737,001,07-07-2015,167,173,342,,,,,,
B39D2737,001,08-07-2015,169,175,340,,,,,,
B39D2737,001,09-07-2015,170,176,339,,,,,,
B39D2737,001,10-07-2015,171,177,338,,,,,,
B39D2737,001,11-07-2015,172,178,337,,,,,,
B39D2737,001,12-07-2015,174,180,335,,,,,,
B39D2737,001,13-07-2015,175,181,334,,,,,,
B39D2737,001,14-07-2015,177,183,332,,,,,,
B39D2737,001,15-07-2015,177,183,332,,,,,,
B39D2737,001,16-07-2015,178,184,331,,,,,,
B39D2737,001,17-07-2015,181,187,328,,,,,,
B39D2737,001,18-07-2015,182,188,327,,,,,,
B39D2737,001,19-07-2015,184,190,325,,,,,,
B39D2737,001,20-07-2015,186,192,323,,,,,,
B39D2737,001,21-07-2015,187,193,322,,,,,,
B39D2737,001,22-07-2015,188,194,321,,,,,,
B39D2737,001,23-07-2015,190,196,319,,,,,,
B39D2737,001,24-07-2015,190,196,319,,,,,,
B39D2737,001,25-07-2015,194,200,315,,,,,,
B39D2737,001,26-07-2015,192,198,317,,,,,,
B39D2737,001,27-07-2015,192,198,317,,,,,,
B39D2737,001,28-07-2015,193,199,316,,,,,,
B39D2737,001,29-07-2015,193,199,316,,,,,,
B39D2737,001,30-07-2015,193,199,316,,,,,,
B39D2737,001,31-07-2015,193,199,316,,,,,,
B39D2737,001,01-08-2015,195,201,314,,,,,,
B39D2737,001,02-08-2015,195,201,314,,,,,,
B39D2737,001,03-08-2015,196,202,313,,,,,,
B39D2737,001,04-08-2015,198,204,311,,,,,,
B39D2737,001,05-08-2015,198,204,311,,,,,,
B39D2737,001,06-08-2015,200,206,309,,,,,,
B39D2737,001,07-08-2015,201,207,308,,,,,,
B39D2737,001,08-08-2015,202,208,307,,,,,,
B39D2737,001,09-08-2015,203,209,306,,,,,,
B39D2737,001,10-08-2015,204,210,305,,,,,,
B39D2737,001,11-08-2015,205,211,304,,,,,,
B39D2737,001,12-08-2015,206,212,303,,,,,,
B39D2737,001,13-08-2015,206,212,303,,,,,,
B39D2737,001,14-08-2015,207,213,302,,,,,,
B39D2737,001,15-08-2015,208,214,301,,,,,,
B39D2737,001,16-08-2015,209,215,300,,,,,,
B39D2737,001,17-08-2015,208,214,301,,,,,,
B39D2737,001,18-08-2015,205,211,304,,,,,,
B39D2737,001,19-08-2015,204,210,305,,,,,,
B39D2737,001,20-08-2015,202,208,307,,,,,,
B39D2737,001,21-08-2015,201,207,308,,,,,,
B39D2737,001,22-08-2015,200,206,309,,,,,,
B39D2737,001,23-08-2015,200,206,309,,,,,,
B39D2737,001,24-08-2015,199,205,310,,,,,,
B39D2737,001,25-08-2015,201,207,308,,,,,,
B39D2737,001,26-08-2015,198,204,311,,,,,,
B39D2737,001,27-08-2015,197,203,312,,,,,,
B39D2737,001,28-08-2015,197,203,312,,,,,,
B39D2737,001,29-08-2015,196,202,313,,,,,,
B39D2737,001,30-08-2015,195,201,314,,,,,,
B39D2737,001,31-08-2015,190,196,319,,,,,,
B39D2737,001,01-09-2015,189,195,320,,,,,,
B39D2737,001,02-09-2015,187,193,322,,,,,,
B39D2737,001,03-09-2015,187,193,322,,,,,,
B39D2737,001,04-09-2015,186,192,323,,,,,,
B39D2737,001,05-09-2015,185,191,324,,,,,,
B39D2737,001,06-09-2015,184,190,325,,,,,,
B39D2737,001,07-09-2015,184,190,325,,,,,,
B39D2737,001,08-09-2015,184,190,325,,,,,,
B39D2737,001,09-09-2015,185,191,324,,,,,,
B39D2737,001,10-09-2015,186,192,323,,,,,,
B39D2737,001,11-09-2015,187,193,322,,,,,,
B39D2737,001,12-09-2015,190,196,319,,,,,,
B39D2737,001,13-09-2015,190,196,319,,,,,,
B39D2737,001,14-09-2015,191,197,318,,,,,,
B39D2737,001,15-09-2015,192,198,317,,,,,,
B39D2737,001,16-09-2015,194,200,315,,,,,,
B39D2737,001,17-09-2015,196,202,313,,,,,,
B39D2737,001,18-09-2015,196,202,313,,,,,,
B39D2737,001,19-09-2015,196,202,313,,,,,,
B39D2737,001,20-09-2015,192,198,317,,,,,,
B39D2737,001,21-09-2015,188,194,321,,,,,,
B39D2737,001,22-09-2015,186,192,323,,,,,,
B39D2737,001,23-09-2015,187,193,322,,,,,,
B39D2737,001,24-09-2015,186,192,323,,,,,,
B39D2737,001,25-09-2015,186,192,323,,,,,,
B39D2737,001,26-09-2015,185,191,324,,,,,,
B39D2737,001,27-09-2015,186,192,323,,,,,,
B39D2737,001,28-09-2015,187,193,322,,,,,,
B39D2737,001,29-09-2015,187,193,322,,,,,,
B39D2737,001,30-09-2015,188,194,321,,,,,,
B39D2737,001,01-10-2015,189,195,320,,,,,,
B39D2737,001,02-10-2015,190,196,319,,,,,,
B39D2737,001,03-10-2015,193,199,316,,,,,,
B39D2737,001,04-10-2015,196,202,313,,,,,,
B39D2737,001,05-10-2015,197,203,312,,,,,,
B39D2737,001,06-10-2015,198,204,311,,,,,,
B39D2737,001,07-10-2015,199,205,310,,,,,,
B39D2737,001,08-10-2015,201,207,308,,,,,,
B39D2737,001,09-10-2015,201,207,308,,,,,,
B39D2737,001,10-10-2015,201,207,308,,,,,,
B39D2737,001,11-10-2015,202,208,307,,,,,,
B39D2737,001,12-10-2015,203,209,306,,,,,,
B39D2737,001,13-10-2015,206,212,303,,,,,,
B39D2737,001,14-10-2015,206,212,303,,,,,,
B39D2737,001,15-10-2015,207,213,302,,,,,,
B39D2737,001,16-10-2015,208,214,301,,,,,,
B39D2737,001,17-10-2015,208,214,301,,,,,,
B39D2737,001,18-10-2015,207,213,302,,,,,,
B39D2737,001,19-10-2015,208,214,301,,,,,,
B39D2737,001,20-10-2015,208,214,301,,,,,,
B39D2737,001,21-10-2015,205,211,304,,,,,,
B39D2737,001,22-10-2015,204,210,305,,,,,,
B39D2737,001,23-10-2015,204,210,305,,,,,,
