name, screen_number, X, Y, surface_level_m_above_datum, screen_top_m_above_datum, screen_bottom_m_above_datum,begin_date,end_date
B39D2737-01_exported,   -0.06,    0.00,  200.00,    5.14,    5.09,   -0.06,1-1-1998,7-9-2023

Date(dd-mm-yyyy HH:MM:SS),head(m above datum)
10-6-1998  08:00:00,  3.3288
11-6-1998  08:00:00,  3.3448
12-6-1998  08:00:00,  3.3354
13-6-1998  08:00:00,  3.3644
14-6-1998  08:00:00,  3.3899
15-6-1998  08:00:00,  3.3993
16-6-1998  08:00:00,  3.4272
17-6-1998  08:00:00,  3.4849
18-6-1998  08:00:00,  3.5154
19-6-1998  08:00:00,  3.5087
20-6-1998  08:00:00,  3.4897
21-6-1998  08:00:00,  3.4615
22-6-1998  08:00:00,  3.4327
23-6-1998  08:00:00,  3.3968
24-6-1998  08:00:00,  3.3668
25-6-1998  08:00:00,  3.3484
26-6-1998  08:00:00,  3.3294
27-6-1998  08:00:00,  3.3199
28-6-1998  08:00:00,  3.3070
29-6-1998  08:00:00,  3.2878
30-6-1998  08:00:00,  3.2813
1-7-1998  08:00:00,  3.2772
2-7-1998  08:00:00,  3.3001
3-7-1998  08:00:00,  3.3024
4-7-1998  08:00:00,  3.2750
5-7-1998  08:00:00,  3.2534
6-7-1998  08:00:00,  3.2319
7-7-1998  08:00:00,  3.2227
8-7-1998  08:00:00,  3.2315
9-7-1998  08:00:00,  3.2522
10-7-1998  08:00:00,  3.2791
11-7-1998  08:00:00,  3.2828
12-7-1998  08:00:00,  3.2835
13-7-1998  08:00:00,  3.2924
14-7-1998  08:00:00,  3.3201
15-7-1998  08:00:00,  3.3379
16-7-1998  08:00:00,  3.3493
17-7-1998  08:00:00,  3.3571
18-7-1998  08:00:00,  3.3376
19-7-1998  08:00:00,  3.3250
20-7-1998  08:00:00,  3.3211
21-7-1998  08:00:00,  3.3084
22-7-1998  08:00:00,  3.2930
23-7-1998  08:00:00,  3.2446
24-7-1998  08:00:00,  3.2097
25-7-1998  08:00:00,  3.1816
26-7-1998  08:00:00,  3.1628
27-7-1998  08:00:00,  3.1385
28-7-1998  08:00:00,  3.1241
29-7-1998  08:00:00,  3.1094
30-7-1998  08:00:00,  3.1061
31-7-1998  08:00:00,  3.1169
1-8-1998  08:00:00,  3.1336
2-8-1998  08:00:00,  3.1448
3-8-1998  08:00:00,  3.1472
4-8-1998  08:00:00,  3.1527
5-8-1998  08:00:00,  3.1433
6-8-1998  08:00:00,  3.1367
7-8-1998  08:00:00,  3.1302
8-8-1998  08:00:00,  3.1296
9-8-1998  08:00:00,  3.1111
10-8-1998  08:00:00,  3.0717
11-8-1998  08:00:00,  3.0532
12-8-1998  08:00:00,  3.0317
13-8-1998  08:00:00,  3.0072
14-8-1998  08:00:00,  3.0066
15-8-1998  08:00:00,  2.9912
16-8-1998  08:00:00,  2.9637
17-8-1998  08:00:00,  2.9634
18-8-1998  08:00:00,  2.9482
19-8-1998  08:00:00,  2.9478
20-8-1998  08:00:00,  2.9182
21-8-1998  08:00:00,  2.9095
22-8-1998  08:00:00,  2.9183
23-8-1998  08:00:00,  2.9282
24-8-1998  08:00:00,  2.9588
25-8-1998  08:00:00,  2.9997
26-8-1998  08:00:00,  3.0180
27-8-1998  08:00:00,  3.0231
28-8-1998  08:00:00,  3.0821
29-8-1998  08:00:00,  3.1411
30-8-1998  08:00:00,  3.1644
31-8-1998  08:00:00,  3.1675
1-9-1998  08:00:00,  3.1418
2-9-1998  08:00:00,  3.1259
3-9-1998  08:00:00,  3.1058
4-9-1998  08:00:00,  3.1063
5-9-1998  08:00:00,  3.1061
6-9-1998  08:00:00,  3.1171
7-9-1998  08:00:00,  3.0995
8-9-1998  08:00:00,  3.1123
9-9-1998  08:00:00,  3.1552
10-9-1998  08:00:00,  3.2185
11-9-1998  08:00:00,  3.2970
12-9-1998  08:00:00,  3.2983
13-9-1998  08:00:00,  3.2748
14-9-1998  08:00:00,  3.3008
15-9-1998  08:00:00,  3.3648
16-9-1998  08:00:00,  3.5845
17-9-1998  08:00:00,  3.9708
18-9-1998  08:00:00,  4.1424
19-9-1998  08:00:00,  4.1825
20-9-1998  08:00:00,  4.1867
21-9-1998  08:00:00,  4.1072
22-9-1998  08:00:00,  4.0067
23-9-1998  08:00:00,  3.9029
24-9-1998  08:00:00,  3.7841
25-9-1998  08:00:00,  3.6743
26-9-1998  08:00:00,  3.5822
27-9-1998  08:00:00,  3.5049
28-9-1998  08:00:00,  3.4546
29-9-1998  08:00:00,  3.4160
30-9-1998  08:00:00,  3.3863
1-10-1998  08:00:00,  3.3627
