name, screen_number, X, Y, surface_level_m_above_datum, screen_top_m_above_datum, screen_bottom_m_above_datum,begin_date,end_date
B39D2692-01_exported,   -0.05,158165.00,432611.00,    5.23,    5.18,   -0.05,1-1-1998,7-9-2023

Date(dd-mm-yyyy HH:MM:SS),head(m above datum)
1-1-1998  08:00:00,  5.0279
2-1-1998  08:00:00,  4.8844
3-1-1998  08:00:00,  4.7283
4-1-1998  08:00:00,  4.6451
5-1-1998  08:00:00,  4.6922
6-1-1998  08:00:00,  4.9439
7-1-1998  08:00:00,  5.1279
8-1-1998  08:00:00,  5.1950
9-1-1998  08:00:00,  5.2918
10-1-1998  08:00:00,  5.2559
11-1-1998  08:00:00,  5.1096
12-1-1998  08:00:00,  4.8946
13-1-1998  08:00:00,  4.6850
14-1-1998  08:00:00,  4.4822
15-1-1998  08:00:00,  4.3315
16-1-1998  08:00:00,  4.1862
17-1-1998  08:00:00,  4.0611
18-1-1998  08:00:00,  3.9597
19-1-1998  08:00:00,  3.9305
20-1-1998  08:00:00,  4.0575
21-1-1998  08:00:00,  4.1937
22-1-1998  08:00:00,  4.5521
23-1-1998  08:00:00,  4.9272
24-1-1998  08:00:00,  4.9934
25-1-1998  08:00:00,  4.8567
26-1-1998  08:00:00,  4.6558
27-1-1998  08:00:00,  4.4411
28-1-1998  08:00:00,  4.2619
29-1-1998  08:00:00,  4.0992
30-1-1998  08:00:00,  3.9616
31-1-1998  08:00:00,  3.8573
1-2-1998  08:00:00,  3.7624
2-2-1998  08:00:00,  3.6874
3-2-1998  08:00:00,  3.6431
4-2-1998  08:00:00,  3.5814
5-2-1998  08:00:00,  3.5280
6-2-1998  08:00:00,  3.4890
7-2-1998  08:00:00,  3.4635
8-2-1998  08:00:00,  3.4336
9-2-1998  08:00:00,  3.3740
10-2-1998  08:00:00,  3.3265
11-2-1998  08:00:00,  3.2906
12-2-1998  08:00:00,  3.2485
13-2-1998  08:00:00,  3.2072
14-2-1998  08:00:00,  3.1848
15-2-1998  08:00:00,  3.1448
16-2-1998  08:00:00,  3.1106
17-2-1998  08:00:00,  3.1181
18-2-1998  08:00:00,  3.1205
19-2-1998  08:00:00,  3.1356
20-2-1998  08:00:00,  3.1533
21-2-1998  08:00:00,  3.1431
22-2-1998  08:00:00,  3.1525
23-2-1998  08:00:00,  3.1317
24-2-1998  08:00:00,  3.1283
25-2-1998  08:00:00,  3.0955
26-2-1998  08:00:00,  3.1156
27-2-1998  08:00:00,  3.2175
28-2-1998  08:00:00,  3.3568
1-3-1998  08:00:00,  3.4003
2-3-1998  08:00:00,  3.4010
3-3-1998  08:00:00,  3.4100
4-3-1998  08:00:00,  3.4542
5-3-1998  08:00:00,  3.5746
6-3-1998  08:00:00,  3.7088
7-3-1998  08:00:00,  3.8442
8-3-1998  08:00:00,  4.1920
9-3-1998  08:00:00,  4.6268
10-3-1998  08:00:00,  4.9370
11-3-1998  08:00:00,  5.0484
12-3-1998  08:00:00,  5.0216
13-3-1998  08:00:00,  4.9163
14-3-1998  08:00:00,  4.7333
15-3-1998  08:00:00,  4.4990
16-3-1998  08:00:00,  4.3117
17-3-1998  08:00:00,  4.1530
18-3-1998  08:00:00,  4.1027
19-3-1998  08:00:00,  4.0248
20-3-1998  08:00:00,  3.9907
21-3-1998  08:00:00,  4.0063
22-3-1998  08:00:00,  3.9398
23-3-1998  08:00:00,  3.8427
24-3-1998  08:00:00,  3.7756
25-3-1998  08:00:00,  3.7360
26-3-1998  08:00:00,  3.6937
27-3-1998  08:00:00,  3.6526
28-3-1998  08:00:00,  3.6235
29-3-1998  08:00:00,  3.5883
30-3-1998  08:00:00,  3.5352
31-3-1998  08:00:00,  3.5288
1-4-1998  08:00:00,  3.4983
2-4-1998  08:00:00,  3.4763
3-4-1998  08:00:00,  3.5000
4-4-1998  08:00:00,  3.4967
5-4-1998  08:00:00,  3.5339
6-4-1998  08:00:00,  3.5473
7-4-1998  08:00:00,  3.7186
8-4-1998  08:00:00,  3.8828
9-4-1998  08:00:00,  3.9906
10-4-1998  08:00:00,  4.2058
11-4-1998  08:00:00,  4.4608
12-4-1998  08:00:00,  4.6125
13-4-1998  08:00:00,  4.6528
14-4-1998  08:00:00,  4.6352
15-4-1998  08:00:00,  4.5194
16-4-1998  08:00:00,  4.4095
17-4-1998  08:00:00,  4.4431
18-4-1998  08:00:00,  4.4953
19-4-1998  08:00:00,  4.5169
20-4-1998  08:00:00,  4.5220
21-4-1998  08:00:00,  4.4550
22-4-1998  08:00:00,  4.4261
23-4-1998  08:00:00,  4.4307
24-4-1998  08:00:00,  4.3960
25-4-1998  08:00:00,  4.2912
26-4-1998  08:00:00,  4.2014
27-4-1998  08:00:00,  4.1435
28-4-1998  08:00:00,  4.1165
29-4-1998  08:00:00,  4.1041
30-4-1998  08:00:00,  4.2834
1-5-1998  08:00:00,  4.5146
2-5-1998  08:00:00,  4.4984
3-5-1998  08:00:00,  4.3629
4-5-1998  08:00:00,  4.3239
5-5-1998  08:00:00,  4.3023
6-5-1998  08:00:00,  4.3141
7-5-1998  08:00:00,  4.2784
8-5-1998  08:00:00,  4.1739
9-5-1998  08:00:00,  4.0574
10-5-1998  08:00:00,  3.9278
11-5-1998  08:00:00,  3.8284
12-5-1998  08:00:00,  3.7536
13-5-1998  08:00:00,  3.6781
14-5-1998  08:00:00,  3.6153
15-5-1998  08:00:00,  3.5590
16-5-1998  08:00:00,  3.5150
17-5-1998  08:00:00,  3.4782
18-5-1998  08:00:00,  3.4598
19-5-1998  08:00:00,  3.4543
20-5-1998  08:00:00,  3.4322
21-5-1998  08:00:00,  3.4230
22-5-1998  08:00:00,  3.3910
23-5-1998  08:00:00,  3.3785
24-5-1998  08:00:00,  3.3712
25-5-1998  08:00:00,  3.3527
26-5-1998  08:00:00,  3.3529
27-5-1998  08:00:00,  3.3544
28-5-1998  08:00:00,  3.3651
29-5-1998  08:00:00,  3.3526
30-5-1998  08:00:00,  3.3647
31-5-1998  08:00:00,  3.3536
1-6-1998  08:00:00,  3.3702
2-6-1998  08:00:00,  3.3940
3-6-1998  08:00:00,  3.5155
4-6-1998  08:00:00,  3.5915
5-6-1998  08:00:00,  3.6045
6-6-1998  08:00:00,  3.5507
7-6-1998  08:00:00,  3.5179
8-6-1998  08:00:00,  3.5238
9-6-1998  08:00:00,  3.5502
10-6-1998  08:00:00,  3.5370
11-6-1998  08:00:00,  3.5841
12-6-1998  08:00:00,  3.5597
13-6-1998  08:00:00,  3.6400
14-6-1998  08:00:00,  3.7210
15-6-1998  08:00:00,  3.7215
16-6-1998  08:00:00,  3.7759
17-6-1998  08:00:00,  3.8912
18-6-1998  08:00:00,  3.9508
19-6-1998  08:00:00,  3.9306
20-6-1998  08:00:00,  3.8861
21-6-1998  08:00:00,  3.8251
22-6-1998  08:00:00,  3.7648
23-6-1998  08:00:00,  3.6905
24-6-1998  08:00:00,  3.6260
25-6-1998  08:00:00,  3.5877
26-6-1998  08:00:00,  3.5457
27-6-1998  08:00:00,  3.5265
28-6-1998  08:00:00,  3.4969
29-6-1998  08:00:00,  3.4615
30-6-1998  08:00:00,  3.4467
1-7-1998  08:00:00,  3.4331
2-7-1998  08:00:00,  3.4773
3-7-1998  08:00:00,  3.4799
4-7-1998  08:00:00,  3.4227
5-7-1998  08:00:00,  3.3771
6-7-1998  08:00:00,  3.3302
7-7-1998  08:00:00,  3.3108
8-7-1998  08:00:00,  3.3274
9-7-1998  08:00:00,  3.3679
10-7-1998  08:00:00,  3.4258
11-7-1998  08:00:00,  3.4429
12-7-1998  08:00:00,  3.4474
13-7-1998  08:00:00,  3.4637
14-7-1998  08:00:00,  3.5261
15-7-1998  08:00:00,  3.5606
16-7-1998  08:00:00,  3.5813
17-7-1998  08:00:00,  3.5962
18-7-1998  08:00:00,  3.5543
19-7-1998  08:00:00,  3.5239
20-7-1998  08:00:00,  3.5141
21-7-1998  08:00:00,  3.4886
22-7-1998  08:00:00,  3.4548
23-7-1998  08:00:00,  3.3570
24-7-1998  08:00:00,  3.2818
25-7-1998  08:00:00,  3.2204
26-7-1998  08:00:00,  3.1786
27-7-1998  08:00:00,  3.1305
28-7-1998  08:00:00,  3.1065
29-7-1998  08:00:00,  3.0776
30-7-1998  08:00:00,  3.0706
31-7-1998  08:00:00,  3.0872
1-8-1998  08:00:00,  3.1185
2-8-1998  08:00:00,  3.1392
3-8-1998  08:00:00,  3.1430
4-8-1998  08:00:00,  3.1516
5-8-1998  08:00:00,  3.1301
6-8-1998  08:00:00,  3.1131
7-8-1998  08:00:00,  3.0970
8-8-1998  08:00:00,  3.0921
9-8-1998  08:00:00,  3.0514
10-8-1998  08:00:00,  2.9676
