Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,25-10-2023,,,,,,,,
B39H0045,001,14-10-1957,214,224,536,,,,,,
B39H0045,001,28-04-1958,203,213,547,,,,,,
B39H0045,001,28-08-1958,180,190,570,,,,,,
B39H0045,001,14-10-1958,278,288,472,,,,,,
B39H0045,001,28-04-1959,247,257,503,,,,,,
B39H0045,001,28-08-1959,340,350,410,,,,,,
B39H0045,001,14-10-1959,390,400,360,,,,,,
B39H0045,001,15-12-1959,435,445,315,,,,,,
B39H0045,001,28-04-1960,322,332,428,,,,,,
B39H0045,001,29-08-1960,175,185,575,,,,,,
B39H0045,001,14-10-1960,165,175,585,,,,,,
B39H0045,001,14-12-1960,178,188,572,,,,,,
B39H0045,001,28-04-1961,215,225,535,,,,,,
B39H0045,001,28-08-1961,199,209,551,,,,,,
B39H0045,001,17-10-1961,330,340,420,,,,,,
B39H0045,001,15-12-1961,162,172,588,,,,,,
B39H0045,001,27-04-1962,175,185,575,,,,,,
B39H0045,001,28-08-1962,298,308,452,,,,,,
B39H0045,001,15-10-1962,361,371,389,,,,,,
B39H0045,001,14-12-1962,351,361,399,,,,,,
B39H0045,001,29-04-1963,286,296,464,,,,,,
B39H0045,001,28-08-1963,247,257,503,,,,,,
B39H0045,001,14-10-1963,260,270,490,,,,,,
B39H0045,001,13-12-1963,244,254,506,,,,,,
B39H0045,001,28-04-1964,280,290,470,,,,,,
B39H0045,001,28-08-1964,371,381,379,,,,,,
B39H0045,001,14-10-1964,385,395,365,,,,,,
B39H0045,001,14-12-1964,340,350,410,,,,,,
B39H0045,001,28-04-1965,194,204,556,,,,,,
B39H0045,001,27-08-1965,288,298,462,,,,,,
B39H0045,001,14-10-1965,305,315,445,,,,,,
B39H0045,001,14-12-1965,125,135,625,,,,,,
B39H0045,001,28-04-1966,298,308,452,,,,,,
B39H0045,001,29-08-1966,218,228,532,,,,,,
B39H0045,001,14-10-1966,315,325,435,,,,,,
B39H0045,001,14-12-1966,73,83,677,,,,,,
B39H0045,001,28-04-1967,230,240,520,,,,,,
B39H0045,001,28-08-1967,270,280,480,,,,,,
B39H0045,001,13-10-1967,282,292,468,,,,,,
B39H0045,001,14-12-1967,230,240,520,,,,,,
B39H0045,001,29-04-1968,222,232,528,,,,,,
B39H0045,001,28-08-1968,192,202,558,,,,,,
B39H0045,001,14-10-1968,110,120,640,,,,,,
B39H0045,001,13-12-1968,305,315,445,,,,,,
B39H0045,001,28-04-1969,93,103,657,,,,,,
B39H0045,001,28-08-1969,234,237,523,,,,,,
B39H0045,001,14-10-1969,331,334,426,,,,,,
B39H0045,001,15-12-1969,333,336,424,,,,,,
B39H0045,001,28-04-1970,88,91,669,,,,,,
B39H0045,001,28-08-1970,193,196,564,,,,,,
B39H0045,001,14-10-1970,249,252,508,,,,,,
B39H0045,001,14-12-1970,203,206,554,,,,,,
B39H0045,001,28-04-1971,311,314,446,,,,,,
B39H0045,001,27-08-1971,324,327,433,,,,,,
B39H0045,001,14-10-1971,366,369,391,,,,,,
B39H0045,001,14-12-1971,355,358,402,,,,,,
B39H0045,001,28-04-1972,282,285,475,,,,,,
B39H0045,001,28-08-1972,274,277,483,,,,,,
B39H0045,001,13-10-1972,369,372,388,,,,,,
B39H0045,001,14-12-1972,209,212,548,,,,,,
B39H0045,001,27-04-1973,250,253,507,,,,,,
B39H0045,001,28-08-1973,310,313,447,,,,,,
B39H0045,001,15-10-1973,344,347,413,,,,,,
B39H0045,001,14-12-1973,156,159,601,,,,,,
B39H0045,001,29-04-1974,299,302,458,,,,,,
B39H0045,001,28-08-1974,298,301,459,,,,,,
B39H0045,001,14-10-1974,276,279,481,,,,,,
B39H0045,001,13-12-1974,78,81,679,,,,,,
B39H0045,001,28-04-1975,184,187,573,,,,,,
B39H0045,001,28-08-1975,236,239,521,,,,,,
B39H0045,001,14-10-1975,288,291,469,,,,,,
B39H0045,001,15-12-1975,280,283,477,,,,,,
B39H0045,001,28-04-1976,345,348,412,,,,,,
B39H0045,001,27-08-1976,371,374,386,,,,,,
B39H0045,001,14-10-1976,351,354,406,,,,,,
B39H0045,001,14-12-1976,233,236,524,,,,,,
B39H0045,001,28-04-1977,187,190,570,,,,,,
B39H0045,001,29-08-1977,218,221,539,,,,,,
B39H0045,001,14-10-1977,316,319,441,,,,,,
B39H0045,001,14-12-1977,217,220,540,,,,,,
B39H0045,001,28-04-1978,244,247,513,,,,,,
B39H0045,001,28-08-1978,241,244,516,,,,,,
B39H0045,001,13-10-1978,272,275,485,,,,,,
B39H0045,001,14-12-1978,349,352,408,,,,,,
B39H0045,001,27-04-1979,172,175,585,,,,,,
B39H0045,001,28-08-1979,269,272,488,,,,,,
B39H0045,001,30-10-1979,307,310,450,,,,,,
B39H0045,001,14-12-1979,118,121,639,,,,,,
B39H0045,001,28-04-1980,225,228,532,,,,,,
B39H0045,001,28-08-1980,228,231,529,,,,,,
B39H0045,001,14-10-1980,290,293,467,,,,,,
B39H0045,001,15-12-1980,266,269,491,,,,,,
B39H0045,001,28-04-1981,217,220,540,,,,,,
B39H0045,001,28-08-1981,238,241,519,,,,,,
B39H0045,001,14-10-1981,176,179,581,,,,,,
B39H0045,001,14-12-1981,40,43,717,,,,,,
B39H0045,001,28-04-1982,236,239,521,,,,,,
B39H0045,001,27-08-1982,248,251,509,,,,,,
B39H0045,001,14-10-1982,211,214,546,,,,,,
B39H0045,001,14-12-1982,59,62,698,,,,,,
B39H0045,001,28-04-1983,83,86,674,,,,,,
B39H0045,001,29-08-1983,274,277,483,,,,,,
B39H0045,001,14-10-1983,317,320,440,,,,,,
B39H0045,001,14-12-1983,286,289,471,,,,,,
B39H0045,001,27-04-1984,251,254,506,,,,,,
B39H0045,001,28-08-1984,291,294,466,,,,,,
B39H0045,001,15-10-1984,161,164,596,,,,,,
B39H0045,001,14-12-1984,278,281,479,,,,,,
B39H0045,001,29-04-1985,221,224,536,,,,,,
B39H0045,001,28-08-1985,281,284,476,,,,,,
B39H0045,001,14-10-1985,342,345,415,,,,,,
B39H0045,001,13-12-1985,305,308,452,,,,,,
B39H0045,001,28-04-1986,120,123,637,,,,,,
B39H0045,001,28-08-1986,321,324,436,,,,,,
B39H0045,001,14-10-1986,348,351,409,,,,,,
B39H0045,001,15-12-1986,304,307,453,,,,,,
B39H0045,001,28-04-1987,211,214,546,,,,,,
B39H0045,001,28-08-1987,216,219,541,,,,,,
B39H0045,001,14-10-1987,258,261,499,,,,,,
B39H0045,001,14-12-1987,251,254,506,,,,,,
B39H0045,001,28-04-1988,168,171,589,,,,,,
B39H0045,001,29-08-1988,298,301,459,,,,,,
B39H0045,001,14-10-1988,251,254,506,,,,,,
B39H0045,001,14-12-1988,107,110,650,,,,,,
B39H0045,001,28-04-1989,108,111,649,,,,,,
B39H0045,001,14-09-1989,352,355,405,,,,,,
B39H0045,001,13-10-1989,367,370,390,,,,,,
B39H0045,001,14-12-1989,397,400,360,,,,,,
B39H0045,001,27-04-1990,280,283,477,,,,,,
B39H0045,001,28-08-1990,358,361,399,,,,,,
B39H0045,001,15-10-1990,334,337,423,,,,,,
B39H0045,001,14-12-1990,255,258,502,,,,,,
B39H0045,001,26-04-1991,321,324,436,,,,,,
B39H0045,001,28-08-1991,359,362,398,,,,,,
B39H0045,001,14-10-1991,362,365,395,,,,,,
B39H0045,001,13-12-1991,343,346,414,,,,,,
B39H0045,001,28-04-1992,241,244,516,,,,,,
B39H0045,001,28-08-1992,341,344,416,,,,,,
B39H0045,001,12-10-1992,391,394,366,,,,,,
B39H0045,001,14-12-1992,92,95,665,,,,,,
B39H0045,001,28-04-1993,295,298,462,,,,,,
B39H0045,001,27-08-1993,304,307,453,,,,,,
B39H0045,001,14-10-1993,204,207,553,,,,,,
B39H0045,001,14-12-1993,233,236,524,,,,,,
B39H0045,001,28-04-1994,174,177,583,,,,,,
B39H0045,001,29-08-1994,315,318,442,,,,,,
B39H0045,001,14-10-1994,296,299,461,,,,,,
B39H0045,001,14-12-1994,258,261,499,,,,,,
B39H0045,001,27-04-1995,155,158,602,,,,,,
B39H0045,001,11-09-1995,274,277,483,,,,,,
B39H0045,001,16-10-1995,290,293,467,,,,,,
B39H0045,001,14-12-1995,341,344,416,,,,,,
B39H0045,001,26-04-1996,343,346,414,,,,,,
B39H0045,001,27-08-1996,309,312,448,,,,,,
B39H0045,001,14-10-1996,343,346,414,,,,,,
B39H0045,001,13-12-1996,191,194,566,,,,,,
B39H0045,001,28-04-1997,310,313,447,,,,,,
B39H0045,001,28-08-1997,296,299,461,,,,,,
B39H0045,001,14-10-1997,378,381,379,,,,,,
B39H0045,001,15-12-1997,497,500,260,,,,,,
B39H0045,001,27-04-1998,226,229,531,,,,,,
B39H0045,001,26-08-1998,369,372,388,,,,,,
B39H0045,001,13-10-1998,252,255,505,,,,,,
B39H0045,001,14-12-1998,233,236,524,,,,,,
B39H0045,001,28-04-1999,155,158,602,,,,,,
B39H0045,001,30-08-1999,282,285,475,,,,,,
B39H0045,001,13-10-1999,296,299,461,,,,,,
B39H0045,001,13-12-1999,282,285,475,,,,,,
B39H0045,001,27-04-2000,249,252,508,,,,,,
B39H0045,001,28-08-2000,226,229,531,,,,,,
