Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,25-10-2023,,,,,,,,
Gegevens beschikbaar:,14-06-1950,tot:,28-08-2000,,,,,,,,
Datum: ,25-10-2023,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B39H0048,001,39HB0048,170300,433700,964,01-12-1945,01-12-1945,14-09-2000,964,0,-36,-1436


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B39H0048,001,29-03-1977,400,400,564,,,,,,
B39H0048,001,14-04-1977,389,389,575,,,,,,
B39H0048,001,28-04-1977,346,346,618,,,,,,
B39H0048,001,13-05-1977,329,329,635,,,,,,
B39H0048,001,27-05-1977,363,363,601,,,,,,
B39H0048,001,14-06-1977,387,387,577,,,,,,
B39H0048,001,28-06-1977,386,386,578,,,,,,
B39H0048,001,14-07-1977,413,413,551,,,,,,
B39H0048,001,28-07-1977,412,412,552,,,,,,
B39H0048,001,15-08-1977,391,391,573,,,,,,
B39H0048,001,29-08-1977,350,350,614,,,,,,
B39H0048,001,14-09-1977,404,404,560,,,,,,
B39H0048,001,28-09-1977,444,444,520,,,,,,
B39H0048,001,14-10-1977,469,469,495,,,,,,
B39H0048,001,28-10-1977,485,485,479,,,,,,
B39H0048,001,14-11-1977,415,415,549,,,,,,
B39H0048,001,28-11-1977,298,298,666,,,,,,
B39H0048,001,13-01-1978,351,351,613,,,,,,
B39H0048,001,27-01-1978,405,405,559,,,,,,
B39H0048,001,14-02-1978,373,373,591,,,,,,
B39H0048,001,28-02-1978,305,305,659,,,,,,
B39H0048,001,14-04-1978,331,331,633,,,,,,
B39H0048,001,28-04-1978,370,370,594,,,,,,
B39H0048,001,15-05-1978,350,350,614,,,,,,
B39H0048,001,29-05-1978,253,253,711,,,,,,
B39H0048,001,14-06-1978,350,350,614,,,,,,
B39H0048,001,28-06-1978,348,348,616,,,,,,
B39H0048,001,15-07-1978,391,391,573,,,,,,
B39H0048,001,28-07-1978,387,387,577,,,,,,
B39H0048,001,14-08-1978,331,331,633,,,,,,
B39H0048,001,28-08-1978,405,405,559,,,,,,
B39H0048,001,14-09-1978,426,426,538,,,,,,
B39H0048,001,28-09-1978,443,443,521,,,,,,
B39H0048,001,13-10-1978,427,427,537,,,,,,
B39H0048,001,28-10-1978,446,446,518,,,,,,
B39H0048,001,14-11-1978,452,452,512,,,,,,
B39H0048,001,28-11-1978,503,503,461,,,,,,
B39H0048,001,14-12-1978,510,510,454,,,,,,
B39H0048,001,28-12-1978,446,446,518,,,,,,
B39H0048,001,15-01-1979,370,370,594,,,,,,
B39H0048,001,28-01-1979,426,426,538,,,,,,
B39H0048,001,14-02-1979,240,240,724,,,,,,
B39H0048,001,28-02-1979,314,314,650,,,,,,
B39H0048,001,12-03-1979,247,247,717,,,,,,
B39H0048,001,28-03-1979,239,239,725,,,,,,
B39H0048,001,12-04-1979,279,279,685,,,,,,
B39H0048,001,27-04-1979,278,278,686,,,,,,
B39H0048,001,15-05-1979,303,303,661,,,,,,
B39H0048,001,29-05-1979,312,312,652,,,,,,
B39H0048,001,14-06-1979,312,312,652,,,,,,
B39H0048,001,28-06-1979,324,324,640,,,,,,
B39H0048,001,13-07-1979,358,358,606,,,,,,
B39H0048,001,27-07-1979,424,424,540,,,,,,
B39H0048,001,14-08-1979,337,337,627,,,,,,
B39H0048,001,28-08-1979,324,324,640,,,,,,
B39H0048,001,14-09-1979,415,415,549,,,,,,
B39H0048,001,28-09-1979,464,464,500,,,,,,
B39H0048,001,15-10-1979,471,471,493,,,,,,
B39H0048,001,30-10-1979,461,461,503,,,,,,
B39H0048,001,14-11-1979,329,329,635,,,,,,
B39H0048,001,29-11-1979,395,395,569,,,,,,
B39H0048,001,14-12-1979,283,283,681,,,,,,
B39H0048,001,28-12-1979,294,294,670,,,,,,
B39H0048,001,14-01-1980,318,318,646,,,,,,
B39H0048,001,28-01-1980,364,364,600,,,,,,
B39H0048,001,14-02-1980,216,216,748,,,,,,
B39H0048,001,28-02-1980,319,319,645,,,,,,
B39H0048,001,14-03-1980,320,320,644,,,,,,
B39H0048,001,28-04-1980,320,320,644,,,,,,
B39H0048,001,14-05-1980,330,330,634,,,,,,
B39H0048,001,28-05-1980,400,400,564,,,,,,
B39H0048,001,16-06-1980,386,386,578,,,,,,
B39H0048,001,28-06-1980,363,363,601,,,,,,
B39H0048,001,14-07-1980,257,257,707,,,,,,
B39H0048,001,28-07-1980,268,268,696,,,,,,
B39H0048,001,28-08-1980,380,380,584,,,,,,
B39H0048,001,15-09-1980,405,405,559,,,,,,
B39H0048,001,29-09-1980,435,435,529,,,,,,
B39H0048,001,14-10-1980,448,448,516,,,,,,
B39H0048,001,28-10-1980,412,412,552,,,,,,
B39H0048,001,14-11-1980,355,355,609,,,,,,
B39H0048,001,28-11-1980,370,370,594,,,,,,
B39H0048,001,15-12-1980,415,415,549,,,,,,
B39H0048,001,29-12-1980,327,327,637,,,,,,
B39H0048,001,28-01-1981,300,300,664,,,,,,
B39H0048,001,13-02-1981,304,304,660,,,,,,
B39H0048,001,27-02-1981,293,293,671,,,,,,
B39H0048,001,13-03-1981,247,247,717,,,,,,
B39H0048,001,27-03-1981,274,274,690,,,,,,
B39H0048,001,14-04-1981,292,292,672,,,,,,
B39H0048,001,28-04-1981,295,295,669,,,,,,
B39H0048,001,14-05-1981,311,311,653,,,,,,
B39H0048,001,29-05-1981,325,325,639,,,,,,
B39H0048,001,15-06-1981,330,330,634,,,,,,
B39H0048,001,29-06-1981,406,406,558,,,,,,
B39H0048,001,14-07-1981,427,427,537,,,,,,
B39H0048,001,28-07-1981,411,411,553,,,,,,
B39H0048,001,28-08-1981,398,398,566,,,,,,
B39H0048,001,14-09-1981,451,451,513,,,,,,
B39H0048,001,28-09-1981,427,427,537,,,,,,
B39H0048,001,14-10-1981,342,342,622,,,,,,
B39H0048,001,28-10-1981,288,288,676,,,,,,
B39H0048,001,14-11-1981,336,336,628,,,,,,
B39H0048,001,28-11-1981,348,348,616,,,,,,
B39H0048,001,14-12-1981,222,222,742,,,,,,
B39H0048,001,28-12-1981,154,154,810,,,,,,
B39H0048,001,14-01-1982,214,214,750,,,,,,
B39H0048,001,28-01-1982,290,290,674,,,,,,
B39H0048,001,15-02-1982,278,278,686,,,,,,
B39H0048,001,01-03-1982,309,309,655,,,,,,
B39H0048,001,15-03-1982,279,279,685,,,,,,
B39H0048,001,29-03-1982,301,301,663,,,,,,
B39H0048,001,14-04-1982,305,305,659,,,,,,
B39H0048,001,28-04-1982,348,348,616,,,,,,
B39H0048,001,14-05-1982,344,344,620,,,,,,
B39H0048,001,28-05-1982,367,367,597,,,,,,
B39H0048,001,14-06-1982,363,363,601,,,,,,
B39H0048,001,28-06-1982,331,331,633,,,,,,
B39H0048,001,14-07-1982,372,372,592,,,,,,
B39H0048,001,28-07-1982,359,359,605,,,,,,
B39H0048,001,13-08-1982,379,379,585,,,,,,
B39H0048,001,27-08-1982,404,404,560,,,,,,
B39H0048,001,14-09-1982,424,424,540,,,,,,
B39H0048,001,28-09-1982,459,459,505,,,,,,
B39H0048,001,14-10-1982,381,381,583,,,,,,
B39H0048,001,28-10-1982,329,329,635,,,,,,
B39H0048,001,14-11-1982,427,427,537,,,,,,
B39H0048,001,29-11-1982,384,384,580,,,,,,
B39H0048,001,14-12-1982,321,321,643,,,,,,
B39H0048,001,28-12-1982,245,245,719,,,,,,
B39H0048,001,14-01-1983,272,272,692,,,,,,
B39H0048,001,28-01-1983,306,306,658,,,,,,
B39H0048,001,14-02-1983,288,288,676,,,,,,
B39H0048,001,28-02-1983,317,317,647,,,,,,
B39H0048,001,14-03-1983,291,291,673,,,,,,
B39H0048,001,28-03-1983,217,217,747,,,,,,
B39H0048,001,14-04-1983,214,214,750,,,,,,
B39H0048,001,28-04-1983,283,283,681,,,,,,
B39H0048,001,30-05-1983,188,188,776,,,,,,
B39H0048,001,14-06-1983,284,284,680,,,,,,
B39H0048,001,28-06-1983,282,282,682,,,,,,
B39H0048,001,14-07-1983,355,355,609,,,,,,
B39H0048,001,15-08-1983,409,409,555,,,,,,
B39H0048,001,29-08-1983,441,441,523,,,,,,
B39H0048,001,14-09-1983,439,439,525,,,,,,
B39H0048,001,28-09-1983,431,431,533,,,,,,
B39H0048,001,14-10-1983,471,471,493,,,,,,
B39H0048,001,28-10-1983,466,466,498,,,,,,
B39H0048,001,14-11-1983,510,510,454,,,,,,
B39H0048,001,28-11-1983,515,515,449,,,,,,
B39H0048,001,14-12-1983,440,440,524,,,,,,
B39H0048,001,28-12-1983,407,407,557,,,,,,
B39H0048,001,16-01-1984,320,320,644,,,,,,
B39H0048,001,30-01-1984,316,316,648,,,,,,
B39H0048,001,14-02-1984,236,236,728,,,,,,
B39H0048,001,28-02-1984,304,304,660,,,,,,
B39H0048,001,14-03-1984,321,321,643,,,,,,
B39H0048,001,28-03-1984,391,391,573,,,,,,
B39H0048,001,13-04-1984,320,320,644,,,,,,
B39H0048,001,27-04-1984,381,381,583,,,,,,
B39H0048,001,14-05-1984,443,443,521,,,,,,
B39H0048,001,28-05-1984,338,338,626,,,,,,
B39H0048,001,14-06-1984,336,336,628,,,,,,
B39H0048,001,28-06-1984,393,393,571,,,,,,
B39H0048,001,16-07-1984,372,372,592,,,,,,
B39H0048,001,28-07-1984,421,421,543,,,,,,
B39H0048,001,14-08-1984,435,435,529,,,,,,
B39H0048,001,28-08-1984,452,452,512,,,,,,
B39H0048,001,14-09-1984,353,353,611,,,,,,
B39H0048,001,28-09-1984,327,327,637,,,,,,
B39H0048,001,15-10-1984,317,317,647,,,,,,
B39H0048,001,29-10-1984,341,341,623,,,,,,
B39H0048,001,14-11-1984,443,443,521,,,,,,
B39H0048,001,28-11-1984,298,298,666,,,,,,
B39H0048,001,14-12-1984,447,447,517,,,,,,
B39H0048,001,28-12-1984,372,372,592,,,,,,
B39H0048,001,14-01-1985,466,466,498,,,,,,
B39H0048,001,28-01-1985,356,356,608,,,,,,
B39H0048,001,14-02-1985,361,361,603,,,,,,
B39H0048,001,28-02-1985,412,412,552,,,,,,
B39H0048,001,14-03-1985,438,438,526,,,,,,
B39H0048,001,28-03-1985,397,397,567,,,,,,
B39H0048,001,15-04-1985,331,331,633,,,,,,
B39H0048,001,29-04-1985,360,360,604,,,,,,
B39H0048,001,14-05-1985,338,338,626,,,,,,
B39H0048,001,28-05-1985,349,349,615,,,,,,
B39H0048,001,14-06-1985,330,330,634,,,,,,
B39H0048,001,28-06-1985,306,306,658,,,,,,
B39H0048,001,15-07-1985,321,321,643,,,,,,
B39H0048,001,29-07-1985,372,372,592,,,,,,
B39H0048,001,15-08-1985,402,402,562,,,,,,
B39H0048,001,28-08-1985,367,367,597,,,,,,
B39H0048,001,16-09-1985,443,443,521,,,,,,
B39H0048,001,30-09-1985,468,468,496,,,,,,
B39H0048,001,14-10-1985,507,507,457,,,,,,
B39H0048,001,28-10-1985,521,521,443,,,,,,
B39H0048,001,14-11-1985,505,505,459,,,,,,
B39H0048,001,28-11-1985,520,520,444,,,,,,
B39H0048,001,13-12-1985,475,475,489,,,,,,
B39H0048,001,14-01-1986,395,395,569,,,,,,
B39H0048,001,28-01-1986,223,223,741,,,,,,
B39H0048,001,14-02-1986,395,395,569,,,,,,
B39H0048,001,28-02-1986,485,485,479,,,,,,
B39H0048,001,14-03-1986,445,445,519,,,,,,
B39H0048,001,27-03-1986,375,375,589,,,,,,
B39H0048,001,28-05-1986,318,318,646,,,,,,
B39H0048,001,14-06-1986,310,310,654,,,,,,
B39H0048,001,14-07-1986,323,323,641,,,,,,
B39H0048,001,28-07-1986,410,410,554,,,,,,
B39H0048,001,15-08-1986,465,465,499,,,,,,
B39H0048,001,28-08-1986,446,446,518,,,,,,
B39H0048,001,15-09-1986,473,473,491,,,,,,
B39H0048,001,29-09-1986,449,449,515,,,,,,
B39H0048,001,14-10-1986,498,498,466,,,,,,
B39H0048,001,28-10-1986,338,338,626,,,,,,
B39H0048,001,14-11-1986,381,381,583,,,,,,
B39H0048,001,28-11-1986,406,406,558,,,,,,
B39H0048,001,15-12-1986,453,453,511,,,,,,
B39H0048,001,29-12-1986,200,200,764,,,,,,
B39H0048,001,14-01-1987,261,261,703,,,,,,
B39H0048,001,28-01-1987,399,399,565,,,,,,
B39H0048,001,16-02-1987,338,338,626,,,,,,
B39H0048,001,02-03-1987,295,295,669,,,,,,
B39H0048,001,16-03-1987,402,402,562,,,,,,
B39H0048,001,27-03-1987,387,387,577,,,,,,
B39H0048,001,14-04-1987,310,310,654,,,,,,
B39H0048,001,28-04-1987,318,318,646,,,,,,
B39H0048,001,14-05-1987,328,328,636,,,,,,
B39H0048,001,29-05-1987,342,342,622,,,,,,
B39H0048,001,15-06-1987,296,296,668,,,,,,
B39H0048,001,29-06-1987,261,261,703,,,,,,
B39H0048,001,14-07-1987,305,305,659,,,,,,
B39H0048,001,28-07-1987,302,302,662,,,,,,
B39H0048,001,14-08-1987,339,339,625,,,,,,
B39H0048,001,28-08-1987,357,357,607,,,,,,
B39H0048,001,14-09-1987,377,377,587,,,,,,
B39H0048,001,28-09-1987,398,398,566,,,,,,
B39H0048,001,14-10-1987,411,411,553,,,,,,
B39H0048,001,28-10-1987,397,397,567,,,,,,
B39H0048,001,16-11-1987,416,416,548,,,,,,
B39H0048,001,30-11-1987,342,342,622,,,,,,
B39H0048,001,14-12-1987,409,409,555,,,,,,
B39H0048,001,28-12-1987,325,325,639,,,,,,
B39H0048,001,14-01-1988,267,267,697,,,,,,
B39H0048,001,28-01-1988,273,273,691,,,,,,
B39H0048,001,15-02-1988,258,258,706,,,,,,
B39H0048,001,29-02-1988,321,321,643,,,,,,
B39H0048,001,14-03-1988,187,187,777,,,,,,
B39H0048,001,28-03-1988,193,193,771,,,,,,
B39H0048,001,14-04-1988,261,261,703,,,,,,
B39H0048,001,28-04-1988,302,302,662,,,,,,
B39H0048,001,16-05-1988,335,335,629,,,,,,
B39H0048,001,30-05-1988,318,318,646,,,,,,
B39H0048,001,14-06-1988,338,338,626,,,,,,
B39H0048,001,28-06-1988,382,382,582,,,,,,
B39H0048,001,14-07-1988,407,407,557,,,,,,
B39H0048,001,28-07-1988,409,409,555,,,,,,
B39H0048,001,15-08-1988,441,441,523,,,,,,
B39H0048,001,29-08-1988,453,453,511,,,,,,
B39H0048,001,14-09-1988,451,451,513,,,,,,
B39H0048,001,28-09-1988,444,444,520,,,,,,
B39H0048,001,14-10-1988,428,428,536,,,,,,
B39H0048,001,28-10-1988,423,423,541,,,,,,
B39H0048,001,14-11-1988,383,383,581,,,,,,
B39H0048,001,28-11-1988,483,483,481,,,,,,
B39H0048,001,14-12-1988,276,276,688,,,,,,
B39H0048,001,28-12-1988,248,248,716,,,,,,
B39H0048,001,16-01-1989,365,365,599,,,,,,
B39H0048,001,30-01-1989,438,438,526,,,,,,
B39H0048,001,14-02-1989,398,398,566,,,,,,
B39H0048,001,28-02-1989,398,398,566,,,,,,
B39H0048,001,14-03-1989,362,362,602,,,,,,
B39H0048,001,28-03-1989,371,371,593,,,,,,
B39H0048,001,14-04-1989,351,351,613,,,,,,
B39H0048,001,28-04-1989,281,281,683,,,,,,
B39H0048,001,16-05-1989,385,385,579,,,,,,
B39H0048,001,29-05-1989,430,430,534,,,,,,
B39H0048,001,14-06-1989,438,438,526,,,,,,
B39H0048,001,28-06-1989,471,471,493,,,,,,
B39H0048,001,14-07-1989,452,452,512,,,,,,
B39H0048,001,28-07-1989,455,455,509,,,,,,
B39H0048,001,14-09-1989,469,469,495,,,,,,
B39H0048,001,28-09-1989,486,486,478,,,,,,
B39H0048,001,13-10-1989,503,503,461,,,,,,
B39H0048,001,27-10-1989,481,481,483,,,,,,
B39H0048,001,14-11-1989,463,463,501,,,,,,
B39H0048,001,28-11-1989,521,521,443,,,,,,
B39H0048,001,14-12-1989,540,540,424,,,,,,
B39H0048,001,28-12-1989,394,394,570,,,,,,
B39H0048,001,15-01-1990,462,462,502,,,,,,
B39H0048,001,29-01-1990,396,396,568,,,,,,
B39H0048,001,14-02-1990,435,435,529,,,,,,
B39H0048,001,28-02-1990,300,300,664,,,,,,
B39H0048,001,14-03-1990,317,317,647,,,,,,
B39H0048,001,28-03-1990,406,406,558,,,,,,
B39H0048,001,17-04-1990,436,436,528,,,,,,
B39H0048,001,27-04-1990,436,436,528,,,,,,
B39H0048,001,14-05-1990,452,452,512,,,,,,
B39H0048,001,28-05-1990,460,460,504,,,,,,
B39H0048,001,14-06-1990,451,451,513,,,,,,
B39H0048,001,28-06-1990,412,412,552,,,,,,
B39H0048,001,13-07-1990,382,382,582,,,,,,
B39H0048,001,26-07-1990,437,437,527,,,,,,
B39H0048,001,28-08-1990,499,499,465,,,,,,
B39H0048,001,14-09-1990,514,514,450,,,,,,
B39H0048,001,28-09-1990,523,523,441,,,,,,
B39H0048,001,15-10-1990,522,522,442,,,,,,
B39H0048,001,29-10-1990,524,524,440,,,,,,
B39H0048,001,14-11-1990,458,458,506,,,,,,
B39H0048,001,28-11-1990,319,319,645,,,,,,
B39H0048,001,14-12-1990,410,410,554,,,,,,
B39H0048,001,14-01-1991,218,218,746,,,,,,
B39H0048,001,28-01-1991,331,331,633,,,,,,
B39H0048,001,14-02-1991,384,384,580,,,,,,
B39H0048,001,28-02-1991,465,465,499,,,,,,
B39H0048,001,14-03-1991,443,443,521,,,,,,
B39H0048,001,27-03-1991,378,378,586,,,,,,
B39H0048,001,12-04-1991,452,452,512,,,,,,
B39H0048,001,26-04-1991,476,476,488,,,,,,
B39H0048,001,14-05-1991,470,470,494,,,,,,
B39H0048,001,28-05-1991,454,454,510,,,,,,
B39H0048,001,14-06-1991,464,464,500,,,,,,
B39H0048,001,28-06-1991,423,423,541,,,,,,
B39H0048,001,12-07-1991,430,430,534,,,,,,
B39H0048,001,14-08-1991,453,453,511,,,,,,
B39H0048,001,28-08-1991,530,530,434,,,,,,
B39H0048,001,13-09-1991,538,538,426,,,,,,
B39H0048,001,27-09-1991,549,549,415,,,,,,
B39H0048,001,14-10-1991,525,525,439,,,,,,
B39H0048,001,28-10-1991,519,519,445,,,,,,
B39H0048,001,14-11-1991,468,468,496,,,,,,
B39H0048,001,28-11-1991,457,457,507,,,,,,
B39H0048,001,13-12-1991,493,493,471,,,,,,
B39H0048,001,27-12-1991,263,263,701,,,,,,
B39H0048,001,14-01-1992,403,403,561,,,,,,
B39H0048,001,28-01-1992,462,462,502,,,,,,
B39H0048,001,13-02-1992,415,415,549,,,,,,
B39H0048,001,27-02-1992,434,434,530,,,,,,
B39H0048,001,13-03-1992,472,472,492,,,,,,
B39H0048,001,27-03-1992,330,330,634,,,,,,
B39H0048,001,14-04-1992,462,462,502,,,,,,
B39H0048,001,28-04-1992,403,403,561,,,,,,
B39H0048,001,14-05-1992,397,397,567,,,,,,
B39H0048,001,26-05-1992,422,422,542,,,,,,
B39H0048,001,15-06-1992,392,392,572,,,,,,
B39H0048,001,29-06-1992,433,433,531,,,,,,
B39H0048,001,14-07-1992,432,432,532,,,,,,
B39H0048,001,28-07-1992,436,436,528,,,,,,
B39H0048,001,13-08-1992,471,471,493,,,,,,
B39H0048,001,28-08-1992,506,506,458,,,,,,
B39H0048,001,14-09-1992,478,478,486,,,,,,
B39H0048,001,28-09-1992,512,512,452,,,,,,
B39H0048,001,12-10-1992,550,550,414,,,,,,
B39H0048,001,27-10-1992,527,527,437,,,,,,
B39H0048,001,13-11-1992,433,433,531,,,,,,
B39H0048,001,27-11-1992,252,252,712,,,,,,
B39H0048,001,14-12-1992,262,262,702,,,,,,
B39H0048,001,29-12-1992,361,361,603,,,,,,
B39H0048,001,15-01-1993,304,304,660,,,,,,
B39H0048,001,28-01-1993,327,327,637,,,,,,
B39H0048,001,15-02-1993,425,425,539,,,,,,
B39H0048,001,01-03-1993,445,445,519,,,,,,
B39H0048,001,15-03-1993,463,463,501,,,,,,
B39H0048,001,29-03-1993,485,485,479,,,,,,
B39H0048,001,14-04-1993,457,457,507,,,,,,
B39H0048,001,28-04-1993,451,451,513,,,,,,
B39H0048,001,14-05-1993,463,463,501,,,,,,
B39H0048,001,27-05-1993,454,454,510,,,,,,
B39H0048,001,14-06-1993,485,485,479,,,,,,
B39H0048,001,28-06-1993,453,453,511,,,,,,
B39H0048,001,15-07-1993,454,454,510,,,,,,
B39H0048,001,28-07-1993,410,410,554,,,,,,
B39H0048,001,15-08-1993,445,445,519,,,,,,
B39H0048,001,27-08-1993,459,459,505,,,,,,
B39H0048,001,14-09-1993,469,469,495,,,,,,
B39H0048,001,28-09-1993,404,404,560,,,,,,
B39H0048,001,14-10-1993,362,362,602,,,,,,
B39H0048,001,28-10-1993,378,378,586,,,,,,
B39H0048,001,15-11-1993,412,412,552,,,,,,
B39H0048,001,29-11-1993,444,444,520,,,,,,
B39H0048,001,14-12-1993,390,390,574,,,,,,
B39H0048,001,29-12-1993,171,171,793,,,,,,
B39H0048,001,14-01-1994,194,194,770,,,,,,
B39H0048,001,28-01-1994,219,219,745,,,,,,
B39H0048,001,14-02-1994,307,307,657,,,,,,
B39H0048,001,28-02-1994,370,370,594,,,,,,
B39H0048,001,14-03-1994,379,379,585,,,,,,
B39H0048,001,28-03-1994,301,301,663,,,,,,
B39H0048,001,14-04-1994,238,238,726,,,,,,
B39H0048,001,28-04-1994,335,335,629,,,,,,
B39H0048,001,16-05-1994,390,390,574,,,,,,
B39H0048,001,27-05-1994,282,282,682,,,,,,
B39H0048,001,13-06-1994,322,322,642,,,,,,
B39H0048,001,28-06-1994,388,388,576,,,,,,
B39H0048,001,13-07-1994,413,413,551,,,,,,
B39H0048,001,15-08-1994,466,466,498,,,,,,
B39H0048,001,29-08-1994,463,463,501,,,,,,
B39H0048,001,14-09-1994,443,443,521,,,,,,
B39H0048,001,28-09-1994,323,323,641,,,,,,
B39H0048,001,14-10-1994,448,448,516,,,,,,
B39H0048,001,28-10-1994,487,487,477,,,,,,
B39H0048,001,14-11-1994,472,472,492,,,,,,
B39H0048,001,28-11-1994,428,428,536,,,,,,
B39H0048,001,14-12-1994,385,385,579,,,,,,
B39H0048,001,28-12-1994,407,407,557,,,,,,
B39H0048,001,13-01-1995,334,334,630,,,,,,
B39H0048,001,13-02-1995,255,255,709,,,,,,
B39H0048,001,27-02-1995,243,243,721,,,,,,
B39H0048,001,14-03-1995,312,312,652,,,,,,
B39H0048,001,28-03-1995,218,218,746,,,,,,
B39H0048,001,14-04-1995,319,319,645,,,,,,
B39H0048,001,27-04-1995,310,310,654,,,,,,
B39H0048,001,15-05-1995,377,377,587,,,,,,
B39H0048,001,29-05-1995,338,338,626,,,,,,
B39H0048,001,13-06-1995,389,389,575,,,,,,
B39H0048,001,14-07-1995,394,394,570,,,,,,
B39H0048,001,28-07-1995,392,392,572,,,,,,
B39H0048,001,14-08-1995,446,446,518,,,,,,
B39H0048,001,28-08-1995,460,460,504,,,,,,
B39H0048,001,12-09-1995,435,435,529,,,,,,
B39H0048,001,28-09-1995,417,417,547,,,,,,
B39H0048,001,13-10-1995,448,448,516,,,,,,
B39H0048,001,26-10-1995,474,474,490,,,,,,
B39H0048,001,14-11-1995,496,496,468,,,,,,
B39H0048,001,28-11-1995,459,459,505,,,,,,
B39H0048,001,14-12-1995,498,498,466,,,,,,
B39H0048,001,28-12-1995,363,363,601,,,,,,
B39H0048,001,14-01-1996,430,430,534,,,,,,
B39H0048,001,29-01-1996,485,485,479,,,,,,
B39H0048,001,13-02-1996,508,508,456,,,,,,
B39H0048,001,28-02-1996,441,441,523,,,,,,
B39H0048,001,14-03-1996,474,474,490,,,,,,
B39H0048,001,28-03-1996,489,489,475,,,,,,
B39H0048,001,15-04-1996,497,497,467,,,,,,
B39H0048,001,26-04-1996,505,505,459,,,,,,
B39H0048,001,14-05-1996,495,495,469,,,,,,
B39H0048,001,28-05-1996,454,454,510,,,,,,
B39H0048,001,14-06-1996,441,441,523,,,,,,
B39H0048,001,28-06-1996,466,466,498,,,,,,
B39H0048,001,15-07-1996,398,398,566,,,,,,
B39H0048,001,29-07-1996,446,446,518,,,,,,
B39H0048,001,15-08-1996,457,457,507,,,,,,
B39H0048,001,27-08-1996,464,464,500,,,,,,
B39H0048,001,16-09-1996,494,494,470,,,,,,
B39H0048,001,30-09-1996,505,505,459,,,,,,
B39H0048,001,14-10-1996,507,507,457,,,,,,
B39H0048,001,28-10-1996,457,457,507,,,,,,
B39H0048,001,14-11-1996,410,410,554,,,,,,
B39H0048,001,28-11-1996,348,348,616,,,,,,
B39H0048,001,13-12-1996,343,343,621,,,,,,
B39H0048,001,27-12-1996,341,341,623,,,,,,
B39H0048,001,13-01-1997,447,447,517,,,,,,
B39H0048,001,28-01-1997,434,434,530,,,,,,
B39H0048,001,14-02-1997,427,427,537,,,,,,
B39H0048,001,28-02-1997,278,278,686,,,,,,
B39H0048,001,13-03-1997,342,342,622,,,,,,
B39H0048,001,27-03-1997,401,401,563,,,,,,
B39H0048,001,14-04-1997,437,437,527,,,,,,
B39H0048,001,28-04-1997,469,469,495,,,,,,
B39H0048,001,14-05-1997,429,429,535,,,,,,
B39H0048,001,28-05-1997,424,424,540,,,,,,
B39H0048,001,16-06-1997,455,455,509,,,,,,
B39H0048,001,30-06-1997,375,375,589,,,,,,
B39H0048,001,14-07-1997,369,369,595,,,,,,
B39H0048,001,14-08-1997,437,437,527,,,,,,
B39H0048,001,28-08-1997,451,451,513,,,,,,
B39H0048,001,15-09-1997,479,479,485,,,,,,
B39H0048,001,29-09-1997,504,504,460,,,,,,
B39H0048,001,14-10-1997,525,525,439,,,,,,
B39H0048,001,28-10-1997,497,497,467,,,,,,
B39H0048,001,13-11-1997,528,528,436,,,,,,
B39H0048,001,27-11-1997,514,514,450,,,,,,
B39H0048,001,12-12-1997,526,526,438,,,,,,
B39H0048,001,27-12-1997,342,342,622,,,,,,
B39H0048,001,14-01-1998,362,362,602,,,,,,
B39H0048,001,27-01-1998,353,353,611,,,,,,
B39H0048,001,16-02-1998,477,477,487,,,,,,
B39H0048,001,27-02-1998,480,480,484,,,,,,
B39H0048,001,16-03-1998,377,377,587,,,,,,
B39H0048,001,30-03-1998,435,435,529,,,,,,
B39H0048,001,14-04-1998,353,353,611,,,,,,
B39H0048,001,27-04-1998,385,385,579,,,,,,
B39H0048,001,14-05-1998,425,425,539,,,,,,
B39H0048,001,28-05-1998,457,457,507,,,,,,
B39H0048,001,15-06-1998,448,448,516,,,,,,
B39H0048,001,26-06-1998,444,444,520,,,,,,
B39H0048,001,14-07-1998,462,462,502,,,,,,
B39H0048,001,13-08-1998,432,432,532,,,,,,
B39H0048,001,26-08-1998,518,518,446,,,,,,
B39H0048,001,14-09-1998,481,481,483,,,,,,
B39H0048,001,28-09-1998,392,392,572,,,,,,
B39H0048,001,13-10-1998,413,413,551,,,,,,
B39H0048,001,27-10-1998,378,378,586,,,,,,
B39H0048,001,16-11-1998,227,227,737,,,,,,
B39H0048,001,27-11-1998,302,302,662,,,,,,
B39H0048,001,14-12-1998,390,390,574,,,,,,
B39H0048,001,30-12-1998,320,320,644,,,,,,
B39H0048,001,14-01-1999,340,340,624,,,,,,
B39H0048,001,27-01-1999,375,375,589,,,,,,
