Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-25/10/2023
Datum: 25/10/2023
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B39H0048,001,39HB0048,170300,433700,964,,964,-36,-1436,1945/12/01,2000/09/14

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B39H0048,001,1973/09/14 00:00:00,495,
B39H0048,001,1973/09/28 00:00:00,504,
B39H0048,001,1973/10/15 00:00:00,501,
B39H0048,001,1973/10/29 00:00:00,449,
B39H0048,001,1973/11/14 00:00:00,483,
B39H0048,001,1973/11/29 00:00:00,431,
B39H0048,001,1973/12/14 00:00:00,319,
B39H0048,001,1973/12/28 00:00:00,335,
B39H0048,001,1974/01/14 00:00:00,399,
B39H0048,001,1974/01/28 00:00:00,346,
B39H0048,001,1974/02/14 00:00:00,288,
B39H0048,001,1974/02/28 00:00:00,387,
B39H0048,001,1974/03/14 00:00:00,427,
B39H0048,001,1974/03/28 00:00:00,352,
B39H0048,001,1974/04/16 00:00:00,434,
B39H0048,001,1974/04/29 00:00:00,455,
B39H0048,001,1974/05/14 00:00:00,456,
B39H0048,001,1974/05/28 00:00:00,470,
B39H0048,001,1974/06/14 00:00:00,452,
B39H0048,001,1974/06/28 00:00:00,448,
B39H0048,001,1974/07/29 00:00:00,406,
B39H0048,001,1974/08/14 00:00:00,420,
B39H0048,001,1974/08/28 00:00:00,453,
B39H0048,001,1974/09/13 00:00:00,454,
B39H0048,001,1974/09/27 00:00:00,459,
B39H0048,001,1974/10/14 00:00:00,428,
B39H0048,001,1974/10/28 00:00:00,277,
B39H0048,001,1974/11/14 00:00:00,356,
B39H0048,001,1974/11/28 00:00:00,319,
B39H0048,001,1974/12/13 00:00:00,248,
B39H0048,001,1974/12/27 00:00:00,252,
B39H0048,001,1975/01/14 00:00:00,292,
B39H0048,001,1975/02/14 00:00:00,321,
B39H0048,001,1975/02/28 00:00:00,392,
B39H0048,001,1975/03/14 00:00:00,414,
B39H0048,001,1975/03/27 00:00:00,380,
B39H0048,001,1975/04/14 00:00:00,354,
B39H0048,001,1975/04/28 00:00:00,328,
B39H0048,001,1975/05/14 00:00:00,390,
B39H0048,001,1975/05/28 00:00:00,400,
B39H0048,001,1975/06/13 00:00:00,409,
B39H0048,001,1975/06/27 00:00:00,358,
B39H0048,001,1975/07/14 00:00:00,344,
B39H0048,001,1975/07/28 00:00:00,355,
B39H0048,001,1975/08/28 00:00:00,390,
B39H0048,001,1975/09/15 00:00:00,390,
B39H0048,001,1975/09/29 00:00:00,406,
B39H0048,001,1975/10/14 00:00:00,398,
B39H0048,001,1975/10/28 00:00:00,450,
B39H0048,001,1975/11/14 00:00:00,490,
B39H0048,001,1975/12/15 00:00:00,430,
B39H0048,001,1975/12/29 00:00:00,478,
B39H0048,001,1976/01/14 00:00:00,402,
B39H0048,001,1976/01/28 00:00:00,314,
B39H0048,001,1976/02/13 00:00:00,418,
B39H0048,001,1976/02/27 00:00:00,413,
B39H0048,001,1976/03/15 00:00:00,452,
B39H0048,001,1976/03/29 00:00:00,477,
B39H0048,001,1976/04/14 00:00:00,478,
B39H0048,001,1976/04/28 00:00:00,496,
B39H0048,001,1976/05/14 00:00:00,493,
B39H0048,001,1976/05/28 00:00:00,477,
B39H0048,001,1976/06/14 00:00:00,462,
B39H0048,001,1976/06/28 00:00:00,492,
B39H0048,001,1976/07/14 00:00:00,530,
B39H0048,001,1976/07/28 00:00:00,608,
B39H0048,001,1976/08/13 00:00:00,489,
B39H0048,001,1976/08/27 00:00:00,520,
B39H0048,001,1976/09/14 00:00:00,528,
B39H0048,001,1976/09/28 00:00:00,502,
B39H0048,001,1976/10/14 00:00:00,499,
B39H0048,001,1976/10/28 00:00:00,505,
B39H0048,001,1976/11/14 00:00:00,515,
B39H0048,001,1976/11/29 00:00:00,515,
B39H0048,001,1976/12/14 00:00:00,429,
B39H0048,001,1976/12/28 00:00:00,448,
B39H0048,001,1977/01/14 00:00:00,465,
B39H0048,001,1977/01/28 00:00:00,426,
B39H0048,001,1977/02/14 00:00:00,255,
B39H0048,001,1977/02/28 00:00:00,239,
B39H0048,001,1977/03/14 00:00:00,359,
B39H0048,001,1977/03/29 00:00:00,400,
B39H0048,001,1977/04/14 00:00:00,389,
B39H0048,001,1977/04/28 00:00:00,346,
B39H0048,001,1977/05/13 00:00:00,329,
B39H0048,001,1977/05/27 00:00:00,363,
B39H0048,001,1977/06/14 00:00:00,387,
B39H0048,001,1977/06/28 00:00:00,386,
B39H0048,001,1977/07/14 00:00:00,413,
B39H0048,001,1977/07/28 00:00:00,412,
B39H0048,001,1977/08/15 00:00:00,391,
B39H0048,001,1977/08/29 00:00:00,350,
B39H0048,001,1977/09/14 00:00:00,404,
B39H0048,001,1977/09/28 00:00:00,444,
B39H0048,001,1977/10/14 00:00:00,469,
B39H0048,001,1977/10/28 00:00:00,485,
B39H0048,001,1977/11/14 00:00:00,415,
B39H0048,001,1977/11/28 00:00:00,298,
B39H0048,001,1978/01/13 00:00:00,351,
B39H0048,001,1978/01/27 00:00:00,405,
B39H0048,001,1978/02/14 00:00:00,373,
B39H0048,001,1978/02/28 00:00:00,305,
B39H0048,001,1978/04/14 00:00:00,331,
B39H0048,001,1978/04/28 00:00:00,370,
B39H0048,001,1978/05/15 00:00:00,350,
B39H0048,001,1978/05/29 00:00:00,253,
B39H0048,001,1978/06/14 00:00:00,350,
B39H0048,001,1978/06/28 00:00:00,348,
B39H0048,001,1978/07/15 00:00:00,391,
B39H0048,001,1978/07/28 00:00:00,387,
B39H0048,001,1978/08/14 00:00:00,331,
B39H0048,001,1978/08/28 00:00:00,405,
B39H0048,001,1978/09/14 00:00:00,426,
B39H0048,001,1978/09/28 00:00:00,443,
B39H0048,001,1978/10/13 00:00:00,427,
B39H0048,001,1978/10/28 00:00:00,446,
B39H0048,001,1978/11/14 00:00:00,452,
B39H0048,001,1978/11/28 00:00:00,503,
B39H0048,001,1978/12/14 00:00:00,510,
B39H0048,001,1978/12/28 00:00:00,446,
B39H0048,001,1979/01/15 00:00:00,370,
B39H0048,001,1979/01/28 00:00:00,426,
B39H0048,001,1979/02/14 00:00:00,240,
B39H0048,001,1979/02/28 00:00:00,314,
B39H0048,001,1979/03/12 00:00:00,247,
B39H0048,001,1979/03/28 00:00:00,239,
B39H0048,001,1979/04/12 00:00:00,279,
B39H0048,001,1979/04/27 00:00:00,278,
B39H0048,001,1979/05/15 00:00:00,303,
B39H0048,001,1979/05/29 00:00:00,312,
B39H0048,001,1979/06/14 00:00:00,312,
B39H0048,001,1979/06/28 00:00:00,324,
B39H0048,001,1979/07/13 00:00:00,358,
B39H0048,001,1979/07/27 00:00:00,424,
B39H0048,001,1979/08/14 00:00:00,337,
B39H0048,001,1979/08/28 00:00:00,324,
B39H0048,001,1979/09/14 00:00:00,415,
B39H0048,001,1979/09/28 00:00:00,464,
B39H0048,001,1979/10/15 00:00:00,471,
B39H0048,001,1979/10/30 00:00:00,461,
B39H0048,001,1979/11/14 00:00:00,329,
B39H0048,001,1979/11/29 00:00:00,395,
B39H0048,001,1979/12/14 00:00:00,283,
B39H0048,001,1979/12/28 00:00:00,294,
B39H0048,001,1980/01/14 00:00:00,318,
B39H0048,001,1980/01/28 00:00:00,364,
B39H0048,001,1980/02/14 00:00:00,216,
B39H0048,001,1980/02/28 00:00:00,319,
B39H0048,001,1980/03/14 00:00:00,320,
B39H0048,001,1980/04/28 00:00:00,320,
B39H0048,001,1980/05/14 00:00:00,330,
B39H0048,001,1980/05/28 00:00:00,400,
B39H0048,001,1980/06/16 00:00:00,386,
B39H0048,001,1980/06/28 00:00:00,363,
B39H0048,001,1980/07/14 00:00:00,257,
B39H0048,001,1980/07/28 00:00:00,268,
B39H0048,001,1980/08/28 00:00:00,380,
B39H0048,001,1980/09/15 00:00:00,405,
B39H0048,001,1980/09/29 00:00:00,435,
B39H0048,001,1980/10/14 00:00:00,448,
B39H0048,001,1980/10/28 00:00:00,412,
B39H0048,001,1980/11/14 00:00:00,355,
B39H0048,001,1980/11/28 00:00:00,370,
B39H0048,001,1980/12/15 00:00:00,415,
B39H0048,001,1980/12/29 00:00:00,327,
B39H0048,001,1981/01/28 00:00:00,300,
B39H0048,001,1981/02/13 00:00:00,304,
B39H0048,001,1981/02/27 00:00:00,293,
B39H0048,001,1981/03/13 00:00:00,247,
B39H0048,001,1981/03/27 00:00:00,274,
B39H0048,001,1981/04/14 00:00:00,292,
B39H0048,001,1981/04/28 00:00:00,295,
B39H0048,001,1981/05/14 00:00:00,311,
B39H0048,001,1981/05/29 00:00:00,325,
B39H0048,001,1981/06/15 00:00:00,330,
B39H0048,001,1981/06/29 00:00:00,406,
B39H0048,001,1981/07/14 00:00:00,427,
B39H0048,001,1981/07/28 00:00:00,411,
B39H0048,001,1981/08/28 00:00:00,398,
B39H0048,001,1981/09/14 00:00:00,451,
B39H0048,001,1981/09/28 00:00:00,427,
B39H0048,001,1981/10/14 00:00:00,342,
B39H0048,001,1981/10/28 00:00:00,288,
B39H0048,001,1981/11/14 00:00:00,336,
B39H0048,001,1981/11/28 00:00:00,348,
B39H0048,001,1981/12/14 00:00:00,222,
B39H0048,001,1981/12/28 00:00:00,154,
B39H0048,001,1982/01/14 00:00:00,214,
B39H0048,001,1982/01/28 00:00:00,290,
B39H0048,001,1982/02/15 00:00:00,278,
B39H0048,001,1982/03/01 00:00:00,309,
B39H0048,001,1982/03/15 00:00:00,279,
B39H0048,001,1982/03/29 00:00:00,301,
B39H0048,001,1982/04/14 00:00:00,305,
B39H0048,001,1982/04/28 00:00:00,348,
B39H0048,001,1982/05/14 00:00:00,344,
B39H0048,001,1982/05/28 00:00:00,367,
B39H0048,001,1982/06/14 00:00:00,363,
B39H0048,001,1982/06/28 00:00:00,331,
B39H0048,001,1982/07/14 00:00:00,372,
B39H0048,001,1982/07/28 00:00:00,359,
B39H0048,001,1982/08/13 00:00:00,379,
B39H0048,001,1982/08/27 00:00:00,404,
B39H0048,001,1982/09/14 00:00:00,424,
B39H0048,001,1982/09/28 00:00:00,459,
B39H0048,001,1982/10/14 00:00:00,381,
B39H0048,001,1982/10/28 00:00:00,329,
B39H0048,001,1982/11/14 00:00:00,427,
B39H0048,001,1982/11/29 00:00:00,384,
B39H0048,001,1982/12/14 00:00:00,321,
B39H0048,001,1982/12/28 00:00:00,245,
B39H0048,001,1983/01/14 00:00:00,272,
B39H0048,001,1983/01/28 00:00:00,306,
B39H0048,001,1983/02/14 00:00:00,288,
B39H0048,001,1983/02/28 00:00:00,317,
B39H0048,001,1983/03/14 00:00:00,291,
B39H0048,001,1983/03/28 00:00:00,217,
B39H0048,001,1983/04/14 00:00:00,214,
B39H0048,001,1983/04/28 00:00:00,283,
B39H0048,001,1983/05/30 00:00:00,188,
B39H0048,001,1983/06/14 00:00:00,284,
B39H0048,001,1983/06/28 00:00:00,282,
B39H0048,001,1983/07/14 00:00:00,355,
B39H0048,001,1983/08/15 00:00:00,409,
B39H0048,001,1983/08/29 00:00:00,441,
B39H0048,001,1983/09/14 00:00:00,439,
B39H0048,001,1983/09/28 00:00:00,431,
B39H0048,001,1983/10/14 00:00:00,471,
B39H0048,001,1983/10/28 00:00:00,466,
B39H0048,001,1983/11/14 00:00:00,510,
B39H0048,001,1983/11/28 00:00:00,515,
B39H0048,001,1983/12/14 00:00:00,440,
B39H0048,001,1983/12/28 00:00:00,407,
B39H0048,001,1984/01/16 00:00:00,320,
B39H0048,001,1984/01/30 00:00:00,316,
B39H0048,001,1984/02/14 00:00:00,236,
B39H0048,001,1984/02/28 00:00:00,304,
B39H0048,001,1984/03/14 00:00:00,321,
B39H0048,001,1984/03/28 00:00:00,391,
B39H0048,001,1984/04/13 00:00:00,320,
B39H0048,001,1984/04/27 00:00:00,381,
B39H0048,001,1984/05/14 00:00:00,443,
B39H0048,001,1984/05/28 00:00:00,338,
B39H0048,001,1984/06/14 00:00:00,336,
B39H0048,001,1984/06/28 00:00:00,393,
B39H0048,001,1984/07/16 00:00:00,372,
B39H0048,001,1984/07/28 00:00:00,421,
B39H0048,001,1984/08/14 00:00:00,435,
B39H0048,001,1984/08/28 00:00:00,452,
B39H0048,001,1984/09/14 00:00:00,353,
B39H0048,001,1984/09/28 00:00:00,327,
B39H0048,001,1984/10/15 00:00:00,317,
B39H0048,001,1984/10/29 00:00:00,341,
B39H0048,001,1984/11/14 00:00:00,443,
B39H0048,001,1984/11/28 00:00:00,298,
B39H0048,001,1984/12/14 00:00:00,447,
B39H0048,001,1984/12/28 00:00:00,372,
B39H0048,001,1985/01/14 00:00:00,466,
B39H0048,001,1985/01/28 00:00:00,356,
B39H0048,001,1985/02/14 00:00:00,361,
B39H0048,001,1985/02/28 00:00:00,412,
B39H0048,001,1985/03/14 00:00:00,438,
B39H0048,001,1985/03/28 00:00:00,397,
B39H0048,001,1985/04/15 00:00:00,331,
B39H0048,001,1985/04/29 00:00:00,360,
B39H0048,001,1985/05/14 00:00:00,338,
B39H0048,001,1985/05/28 00:00:00,349,
B39H0048,001,1985/06/14 00:00:00,330,
B39H0048,001,1985/06/28 00:00:00,306,
B39H0048,001,1985/07/15 00:00:00,321,
B39H0048,001,1985/07/29 00:00:00,372,
B39H0048,001,1985/08/15 00:00:00,402,
B39H0048,001,1985/08/28 00:00:00,367,
B39H0048,001,1985/09/16 00:00:00,443,
B39H0048,001,1985/09/30 00:00:00,468,
B39H0048,001,1985/10/14 00:00:00,507,
B39H0048,001,1985/10/28 00:00:00,521,
B39H0048,001,1985/11/14 00:00:00,505,
B39H0048,001,1985/11/28 00:00:00,520,
B39H0048,001,1985/12/13 00:00:00,475,
B39H0048,001,1986/01/14 00:00:00,395,
B39H0048,001,1986/01/28 00:00:00,223,
B39H0048,001,1986/02/14 00:00:00,395,
B39H0048,001,1986/02/28 00:00:00,485,
B39H0048,001,1986/03/14 00:00:00,445,
B39H0048,001,1986/03/27 00:00:00,375,
B39H0048,001,1986/05/28 00:00:00,318,
B39H0048,001,1986/06/14 00:00:00,310,
B39H0048,001,1986/07/14 00:00:00,323,
B39H0048,001,1986/07/28 00:00:00,410,
B39H0048,001,1986/08/15 00:00:00,465,
B39H0048,001,1986/08/28 00:00:00,446,
B39H0048,001,1986/09/15 00:00:00,473,
B39H0048,001,1986/09/29 00:00:00,449,
B39H0048,001,1986/10/14 00:00:00,498,
B39H0048,001,1986/10/28 00:00:00,338,
B39H0048,001,1986/11/14 00:00:00,381,
B39H0048,001,1986/11/28 00:00:00,406,
B39H0048,001,1986/12/15 00:00:00,453,
B39H0048,001,1986/12/29 00:00:00,200,
B39H0048,001,1987/01/14 00:00:00,261,
B39H0048,001,1987/01/28 00:00:00,399,
B39H0048,001,1987/02/16 00:00:00,338,
B39H0048,001,1987/03/02 00:00:00,295,
B39H0048,001,1987/03/16 00:00:00,402,
B39H0048,001,1987/03/27 00:00:00,387,
B39H0048,001,1987/04/14 00:00:00,310,
B39H0048,001,1987/04/28 00:00:00,318,
B39H0048,001,1987/05/14 00:00:00,328,
B39H0048,001,1987/05/29 00:00:00,342,
B39H0048,001,1987/06/15 00:00:00,296,
B39H0048,001,1987/06/29 00:00:00,261,
B39H0048,001,1987/07/14 00:00:00,305,
B39H0048,001,1987/07/28 00:00:00,302,
B39H0048,001,1987/08/14 00:00:00,339,
B39H0048,001,1987/08/28 00:00:00,357,
B39H0048,001,1987/09/14 00:00:00,377,
B39H0048,001,1987/09/28 00:00:00,398,
B39H0048,001,1987/10/14 00:00:00,411,
B39H0048,001,1987/10/28 00:00:00,397,
B39H0048,001,1987/11/16 00:00:00,416,
B39H0048,001,1987/11/30 00:00:00,342,
B39H0048,001,1987/12/14 00:00:00,409,
B39H0048,001,1987/12/28 00:00:00,325,
B39H0048,001,1988/01/14 00:00:00,267,
B39H0048,001,1988/01/28 00:00:00,273,
B39H0048,001,1988/02/15 00:00:00,258,
B39H0048,001,1988/02/29 00:00:00,321,
B39H0048,001,1988/03/14 00:00:00,187,
B39H0048,001,1988/03/28 00:00:00,193,
B39H0048,001,1988/04/14 00:00:00,261,
B39H0048,001,1988/04/28 00:00:00,302,
B39H0048,001,1988/05/16 00:00:00,335,
B39H0048,001,1988/05/30 00:00:00,318,
B39H0048,001,1988/06/14 00:00:00,338,
B39H0048,001,1988/06/28 00:00:00,382,
B39H0048,001,1988/07/14 00:00:00,407,
B39H0048,001,1988/07/28 00:00:00,409,
B39H0048,001,1988/08/15 00:00:00,441,
B39H0048,001,1988/08/29 00:00:00,453,
B39H0048,001,1988/09/14 00:00:00,451,
B39H0048,001,1988/09/28 00:00:00,444,
B39H0048,001,1988/10/14 00:00:00,428,
B39H0048,001,1988/10/28 00:00:00,423,
B39H0048,001,1988/11/14 00:00:00,383,
B39H0048,001,1988/11/28 00:00:00,483,
B39H0048,001,1988/12/14 00:00:00,276,
B39H0048,001,1988/12/28 00:00:00,248,
B39H0048,001,1989/01/16 00:00:00,365,
B39H0048,001,1989/01/30 00:00:00,438,
B39H0048,001,1989/02/14 00:00:00,398,
B39H0048,001,1989/02/28 00:00:00,398,
B39H0048,001,1989/03/14 00:00:00,362,
B39H0048,001,1989/03/28 00:00:00,371,
B39H0048,001,1989/04/14 00:00:00,351,
B39H0048,001,1989/04/28 00:00:00,281,
B39H0048,001,1989/05/16 00:00:00,385,
B39H0048,001,1989/05/29 00:00:00,430,
B39H0048,001,1989/06/14 00:00:00,438,
B39H0048,001,1989/06/28 00:00:00,471,
B39H0048,001,1989/07/14 00:00:00,452,
B39H0048,001,1989/07/28 00:00:00,455,
B39H0048,001,1989/09/14 00:00:00,469,
B39H0048,001,1989/09/28 00:00:00,486,
B39H0048,001,1989/10/13 00:00:00,503,
B39H0048,001,1989/10/27 00:00:00,481,
B39H0048,001,1989/11/14 00:00:00,463,
B39H0048,001,1989/11/28 00:00:00,521,
B39H0048,001,1989/12/14 00:00:00,540,
B39H0048,001,1989/12/28 00:00:00,394,
B39H0048,001,1990/01/15 00:00:00,462,
B39H0048,001,1990/01/29 00:00:00,396,
B39H0048,001,1990/02/14 00:00:00,435,
B39H0048,001,1990/02/28 00:00:00,300,
B39H0048,001,1990/03/14 00:00:00,317,
B39H0048,001,1990/03/28 00:00:00,406,
B39H0048,001,1990/04/17 00:00:00,436,
B39H0048,001,1990/04/27 00:00:00,436,
B39H0048,001,1990/05/14 00:00:00,452,
B39H0048,001,1990/05/28 00:00:00,460,
B39H0048,001,1990/06/14 00:00:00,451,
B39H0048,001,1990/06/28 00:00:00,412,
B39H0048,001,1990/07/13 00:00:00,382,
B39H0048,001,1990/07/26 00:00:00,437,
B39H0048,001,1990/08/28 00:00:00,499,
B39H0048,001,1990/09/14 00:00:00,514,
B39H0048,001,1990/09/28 00:00:00,523,
B39H0048,001,1990/10/15 00:00:00,522,
B39H0048,001,1990/10/29 00:00:00,524,
B39H0048,001,1990/11/14 00:00:00,458,
B39H0048,001,1990/11/28 00:00:00,319,
B39H0048,001,1990/12/14 00:00:00,410,
B39H0048,001,1991/01/14 00:00:00,218,
B39H0048,001,1991/01/28 00:00:00,331,
B39H0048,001,1991/02/14 00:00:00,384,
B39H0048,001,1991/02/28 00:00:00,465,
B39H0048,001,1991/03/14 00:00:00,443,
B39H0048,001,1991/03/27 00:00:00,378,
B39H0048,001,1991/04/12 00:00:00,452,
B39H0048,001,1991/04/26 00:00:00,476,
B39H0048,001,1991/05/14 00:00:00,470,
B39H0048,001,1991/05/28 00:00:00,454,
B39H0048,001,1991/06/14 00:00:00,464,
B39H0048,001,1991/06/28 00:00:00,423,
B39H0048,001,1991/07/12 00:00:00,430,
B39H0048,001,1991/08/14 00:00:00,453,
B39H0048,001,1991/08/28 00:00:00,530,
B39H0048,001,1991/09/13 00:00:00,538,
B39H0048,001,1991/09/27 00:00:00,549,
B39H0048,001,1991/10/14 00:00:00,525,
B39H0048,001,1991/10/28 00:00:00,519,
B39H0048,001,1991/11/14 00:00:00,468,
B39H0048,001,1991/11/28 00:00:00,457,
B39H0048,001,1991/12/13 00:00:00,493,
B39H0048,001,1991/12/27 00:00:00,263,
B39H0048,001,1992/01/14 00:00:00,403,
B39H0048,001,1992/01/28 00:00:00,462,
B39H0048,001,1992/02/13 00:00:00,415,
B39H0048,001,1992/02/27 00:00:00,434,
B39H0048,001,1992/03/13 00:00:00,472,
B39H0048,001,1992/03/27 00:00:00,330,
B39H0048,001,1992/04/14 00:00:00,462,
B39H0048,001,1992/04/28 00:00:00,403,
B39H0048,001,1992/05/14 00:00:00,397,
B39H0048,001,1992/05/26 00:00:00,422,
B39H0048,001,1992/06/15 00:00:00,392,
B39H0048,001,1992/06/29 00:00:00,433,
B39H0048,001,1992/07/14 00:00:00,432,
B39H0048,001,1992/07/28 00:00:00,436,
B39H0048,001,1992/08/13 00:00:00,471,
B39H0048,001,1992/08/28 00:00:00,506,
B39H0048,001,1992/09/14 00:00:00,478,
B39H0048,001,1992/09/28 00:00:00,512,
B39H0048,001,1992/10/12 00:00:00,550,
B39H0048,001,1992/10/27 00:00:00,527,
B39H0048,001,1992/11/13 00:00:00,433,
B39H0048,001,1992/11/27 00:00:00,252,
B39H0048,001,1992/12/14 00:00:00,262,
B39H0048,001,1992/12/29 00:00:00,361,
B39H0048,001,1993/01/15 00:00:00,304,
B39H0048,001,1993/01/28 00:00:00,327,
B39H0048,001,1993/02/15 00:00:00,425,
B39H0048,001,1993/03/01 00:00:00,445,
B39H0048,001,1993/03/15 00:00:00,463,
B39H0048,001,1993/03/29 00:00:00,485,
B39H0048,001,1993/04/14 00:00:00,457,
B39H0048,001,1993/04/28 00:00:00,451,
B39H0048,001,1993/05/14 00:00:00,463,
B39H0048,001,1993/05/27 00:00:00,454,
B39H0048,001,1993/06/14 00:00:00,485,
B39H0048,001,1993/06/28 00:00:00,453,
B39H0048,001,1993/07/15 00:00:00,454,
B39H0048,001,1993/07/28 00:00:00,410,
B39H0048,001,1993/08/15 00:00:00,445,
B39H0048,001,1993/08/27 00:00:00,459,
B39H0048,001,1993/09/14 00:00:00,469,
B39H0048,001,1993/09/28 00:00:00,404,
B39H0048,001,1993/10/14 00:00:00,362,
B39H0048,001,1993/10/28 00:00:00,378,
B39H0048,001,1993/11/15 00:00:00,412,
B39H0048,001,1993/11/29 00:00:00,444,
B39H0048,001,1993/12/14 00:00:00,390,
B39H0048,001,1993/12/29 00:00:00,171,
B39H0048,001,1994/01/14 00:00:00,194,
B39H0048,001,1994/01/28 00:00:00,219,
B39H0048,001,1994/02/14 00:00:00,307,
B39H0048,001,1994/02/28 00:00:00,370,
B39H0048,001,1994/03/14 00:00:00,379,
B39H0048,001,1994/03/28 00:00:00,301,
B39H0048,001,1994/04/14 00:00:00,238,
B39H0048,001,1994/04/28 00:00:00,335,
B39H0048,001,1994/05/16 00:00:00,390,
B39H0048,001,1994/05/27 00:00:00,282,
B39H0048,001,1994/06/13 00:00:00,322,
B39H0048,001,1994/06/28 00:00:00,388,
B39H0048,001,1994/07/13 00:00:00,413,
B39H0048,001,1994/08/15 00:00:00,466,
B39H0048,001,1994/08/29 00:00:00,463,
B39H0048,001,1994/09/14 00:00:00,443,
B39H0048,001,1994/09/28 00:00:00,323,
B39H0048,001,1994/10/14 00:00:00,448,
B39H0048,001,1994/10/28 00:00:00,487,
B39H0048,001,1994/11/14 00:00:00,472,
B39H0048,001,1994/11/28 00:00:00,428,
B39H0048,001,1994/12/14 00:00:00,385,
B39H0048,001,1994/12/28 00:00:00,407,
B39H0048,001,1995/01/13 00:00:00,334,
B39H0048,001,1995/02/13 00:00:00,255,
B39H0048,001,1995/02/27 00:00:00,243,
B39H0048,001,1995/03/14 00:00:00,312,
B39H0048,001,1995/03/28 00:00:00,218,
B39H0048,001,1995/04/14 00:00:00,319,
B39H0048,001,1995/04/27 00:00:00,310,
B39H0048,001,1995/05/15 00:00:00,377,
B39H0048,001,1995/05/29 00:00:00,338,
B39H0048,001,1995/06/13 00:00:00,389,
B39H0048,001,1995/07/14 00:00:00,394,
B39H0048,001,1995/07/28 00:00:00,392,
B39H0048,001,1995/08/14 00:00:00,446,
B39H0048,001,1995/08/28 00:00:00,460,
B39H0048,001,1995/09/12 00:00:00,435,
B39H0048,001,1995/09/28 00:00:00,417,
B39H0048,001,1995/10/13 00:00:00,448,
B39H0048,001,1995/10/26 00:00:00,474,
B39H0048,001,1995/11/14 00:00:00,496,
B39H0048,001,1995/11/28 00:00:00,459,
B39H0048,001,1995/12/14 00:00:00,498,
B39H0048,001,1995/12/28 00:00:00,363,
B39H0048,001,1996/01/14 00:00:00,430,
B39H0048,001,1996/01/29 00:00:00,485,
B39H0048,001,1996/02/13 00:00:00,508,
B39H0048,001,1996/02/28 00:00:00,441,
B39H0048,001,1996/03/14 00:00:00,474,
B39H0048,001,1996/03/28 00:00:00,489,
B39H0048,001,1996/04/15 00:00:00,497,
B39H0048,001,1996/04/26 00:00:00,505,
B39H0048,001,1996/05/14 00:00:00,495,
B39H0048,001,1996/05/28 00:00:00,454,
B39H0048,001,1996/06/14 00:00:00,441,
B39H0048,001,1996/06/28 00:00:00,466,
B39H0048,001,1996/07/15 00:00:00,398,
B39H0048,001,1996/07/29 00:00:00,446,
B39H0048,001,1996/08/15 00:00:00,457,
B39H0048,001,1996/08/27 00:00:00,464,
B39H0048,001,1996/09/16 00:00:00,494,
B39H0048,001,1996/09/30 00:00:00,505,
B39H0048,001,1996/10/14 00:00:00,507,
B39H0048,001,1996/10/28 00:00:00,457,
B39H0048,001,1996/11/14 00:00:00,410,
B39H0048,001,1996/11/28 00:00:00,348,
B39H0048,001,1996/12/13 00:00:00,343,
B39H0048,001,1996/12/27 00:00:00,341,
B39H0048,001,1997/01/13 00:00:00,447,
B39H0048,001,1997/01/28 00:00:00,434,
B39H0048,001,1997/02/14 00:00:00,427,
B39H0048,001,1997/02/28 00:00:00,278,
B39H0048,001,1997/03/13 00:00:00,342,
B39H0048,001,1997/03/27 00:00:00,401,
B39H0048,001,1997/04/14 00:00:00,437,
B39H0048,001,1997/04/28 00:00:00,469,
B39H0048,001,1997/05/14 00:00:00,429,
B39H0048,001,1997/05/28 00:00:00,424,
B39H0048,001,1997/06/16 00:00:00,455,
B39H0048,001,1997/06/30 00:00:00,375,
B39H0048,001,1997/07/14 00:00:00,369,
B39H0048,001,1997/08/14 00:00:00,437,
B39H0048,001,1997/08/28 00:00:00,451,
B39H0048,001,1997/09/15 00:00:00,479,
B39H0048,001,1997/09/29 00:00:00,504,
B39H0048,001,1997/10/14 00:00:00,525,
B39H0048,001,1997/10/28 00:00:00,497,
B39H0048,001,1997/11/13 00:00:00,528,
B39H0048,001,1997/11/27 00:00:00,514,
B39H0048,001,1997/12/12 00:00:00,526,
B39H0048,001,1997/12/27 00:00:00,342,
B39H0048,001,1998/01/14 00:00:00,362,
B39H0048,001,1998/01/27 00:00:00,353,
B39H0048,001,1998/02/16 00:00:00,477,
B39H0048,001,1998/02/27 00:00:00,480,
B39H0048,001,1998/03/16 00:00:00,377,
B39H0048,001,1998/03/30 00:00:00,435,
B39H0048,001,1998/04/14 00:00:00,353,
B39H0048,001,1998/04/27 00:00:00,385,
B39H0048,001,1998/05/14 00:00:00,425,
B39H0048,001,1998/05/28 00:00:00,457,
B39H0048,001,1998/06/15 00:00:00,448,
B39H0048,001,1998/06/26 00:00:00,444,
B39H0048,001,1998/07/14 00:00:00,462,
B39H0048,001,1998/08/13 00:00:00,432,
B39H0048,001,1998/08/26 00:00:00,518,
B39H0048,001,1998/09/14 00:00:00,481,
