# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# DR        : Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   DR,   RH, EV24
  260,19980615,   22,   75,   26
  260,19980616,    6,    5,   21
  260,19980617,   13,    8,   32
  260,19980618,   92,  112,    9
  260,19980619,    7,    2,   22
  260,19980620,    0,    0,   47
  260,19980621,   10,    2,   47
  260,19980622,    0,    0,   39
  260,19980623,   35,   20,   13
  260,19980624,    0,   -1,   23
  260,19980625,   25,   32,   25
  260,19980626,    0,   -1,   34
  260,19980627,   37,  142,   22
  260,19980628,   21,   36,   30
  260,19980629,    1,    1,   17
  260,19980630,   53,   35,   13
  260,19980701,    0,   -1,   32
  260,19980702,   20,    8,   19
  260,19980703,    0,    0,   19
  260,19980704,    0,   -1,   22
  260,19980705,   13,    9,   15
  260,19980706,   10,    1,   27
  260,19980707,   14,   27,   28
  260,19980708,   15,   12,   28
  260,19980709,   30,   13,    8
  260,19980710,    0,   -1,   14
  260,19980711,   15,    6,   32
  260,19980712,  151,  127,    8
  260,19980713,    4,   11,   30
  260,19980714,   18,   22,   12
  260,19980715,   47,   82,   19
  260,19980716,   14,    6,   17
  260,19980717,   10,   17,   20
  260,19980718,    0,   -1,   23
  260,19980719,    0,    0,   39
  260,19980720,    2,    1,   44
  260,19980721,   14,   27,   23
  260,19980722,    0,    0,   39
  260,19980723,    8,   29,   28
  260,19980724,    0,    0,   32
  260,19980725,    0,    0,   38
  260,19980726,    0,    0,   35
  260,19980727,    0,   -1,   28
  260,19980728,    3,   27,   20
  260,19980729,   34,   81,   10
  260,19980730,   59,  188,   23
  260,19980731,   28,  100,   27
  260,19980801,    0,   -1,   22
  260,19980802,    0,    0,   31
  260,19980803,    1,    1,   35
  260,19980804,   53,   41,   31
  260,19980805,    0,    0,   22
  260,19980806,    0,    0,   42
  260,19980807,    0,    0,   32
  260,19980808,    0,    0,   44
  260,19980809,    0,    0,   40
  260,19980810,    0,    0,   44
  260,19980811,    0,    0,   40
  260,19980812,    0,   -1,   37
  260,19980813,    0,    0,   32
  260,19980814,    0,   -1,   20
  260,19980815,    0,   -1,   22
  260,19980816,    0,    0,   29
  260,19980817,    0,    0,   31
  260,19980818,   12,    8,   29
  260,19980819,    0,    0,   32
  260,19980820,    0,   -1,   27
  260,19980821,   70,  129,   14
  260,19980822,   23,   91,   22
  260,19980823,   65,  150,   13
  260,19980824,   42,  107,   15
  260,19980825,    0,    0,   19
  260,19980826,   79,  145,    7
  260,19980827,   27,   30,   20
  260,19980828,    0,   -1,   11
  260,19980829,    0,   -1,   19
  260,19980830,   48,   14,   12
  260,19980831,    0,    0,   17
  260,19980901,   31,   63,   13
  260,19980902,   35,   63,   12
  260,19980903,   59,  192,    6
  260,19980904,   30,   24,   18
  260,19980905,   45,   48,   15
  260,19980906,    0,   -1,   15
  260,19980907,   34,   25,   16
  260,19980908,   33,   34,   13
  260,19980909,   44,  106,    9
  260,19980910,    1,    1,   21
  260,19980911,   30,   31,   20
  260,19980912,   51,   54,   12
  260,19980913,   73,  118,    4
  260,19980914,  166,  439,    4
  260,19980915,   42,   25,   15
  260,19980916,   52,   95,   14
  260,19980917,   37,   39,    8
  260,19980918,    0,   -1,   17
  260,19980919,   20,   32,   17
  260,19980920,    0,    0,   16
  260,19980921,    0,    0,   24
  260,19980922,    0,    0,   23
  260,19980923,    0,    0,   22
  260,19980924,    0,    0,   22
  260,19980925,    0,   -1,   20
  260,19980926,    4,    3,   19
  260,19980927,    6,    3,   19
  260,19980928,    0,    0,   13
  260,19980929,   11,   57,   11
  260,19980930,   38,   37,    6
  260,19981001,    0,   -1,    4
  260,19981002,    0,   -1,    5
  260,19981003,    3,    1,    1
  260,19981004,   58,   37,    5
  260,19981005,   38,   15,    3
  260,19981006,   12,   19,    8
  260,19981007,   45,   62,    2
  260,19981008,  102,  144,    2
  260,19981009,   22,   23,    9
  260,19981010,   50,   58,    7
  260,19981011,   60,   67,    3
  260,19981012,   24,   45,    7
  260,19981013,   53,   17,    8
  260,19981014,  103,   51,    2
  260,19981015,    0,   -1,   11
  260,19981016,    0,   -1,   10
  260,19981017,   46,   97,    4
  260,19981018,    8,   16,    8
  260,19981019,    7,   15,    9
  260,19981020,   29,   33,    9
  260,19981021,   43,   30,    2
  260,19981022,    7,    2,    4
  260,19981023,   79,   82,    1
  260,19981024,   69,  226,    4
  260,19981025,   61,   99,    6
  260,19981026,   35,   50,    4
  260,19981027,  139,  158,    2
  260,19981028,   84,  144,    4
  260,19981029,   31,   35,    7
  260,19981030,   75,  133,    3
  260,19981031,  127,  134,    2
  260,19981101,   70,  183,    8
  260,19981102,   62,  100,    4
  260,19981103,  143,  345,    3
  260,19981104,   55,  125,    4
  260,19981105,   91,  105,    4
  260,19981106,    4,    6,    6
  260,19981107,    0,    0,    4
  260,19981108,   54,   91,    1
  260,19981109,   82,   85,    3
  260,19981110,   29,   28,    2
  260,19981111,   14,   12,    7
  260,19981112,    0,    0,    4
  260,19981113,   96,   67,    2
  260,19981114,  104,   38,    1
  260,19981115,   47,   34,    4
  260,19981116,    0,   -1,    6
  260,19981117,    0,    0,    4
  260,19981118,   55,   40,    2
  260,19981119,    0,    0,    3
  260,19981120,    0,    0,    6
  260,19981121,    0,    0,    7
  260,19981122,    0,    0,    5
  260,19981123,    0,    0,    5
  260,19981124,    0,   -1,    3
  260,19981125,    4,    1,    1
  260,19981126,   45,   68,    1
  260,19981127,    9,    6,    2
  260,19981128,   31,   17,    3
  260,19981129,   63,   49,    1
  260,19981130,    0,   -1,    0
  260,19981201,    0,    0,    2
  260,19981202,    0,    0,    1
  260,19981203,    0,   -1,    1
  260,19981204,   37,   33,    3
  260,19981205,   45,   18,    3
  260,19981206,   11,    8,    4
  260,19981207,    6,    7,    2
  260,19981208,   20,   12,    1
  260,19981209,   83,   49,    1
  260,19981210,    0,    0,    1
  260,19981211,   28,   10,    0
  260,19981212,   88,  121,    0
  260,19981213,    0,   -1,    4
  260,19981214,   25,   33,    2
  260,19981215,  101,  127,    0
  260,19981216,    0,    0,    4
  260,19981217,    0,    0,    4
  260,19981218,   16,   16,    0
  260,19981219,   68,  101,    2
  260,19981220,    3,    2,    4
  260,19981221,    0,   -1,    3
  260,19981222,    9,    3,    2
  260,19981223,    0,   -1,    2
  260,19981224,   34,   30,    3
  260,19981225,  122,   74,    0
  260,19981226,   52,   51,    3
  260,19981227,   52,   43,    1
  260,19981228,   44,   36,    1
  260,19981229,    0,    0,    3
  260,19981230,    0,    0,    4
  260,19981231,    0,   -1,    2
  260,19990101,    0,   -1,    3
  260,19990102,   44,   78,    1
  260,19990103,   47,  113,    1
  260,19990104,   53,   50,    1
  260,19990105,   14,   11,    4
  260,19990106,    0,    0,    5
  260,19990107,   32,   42,    2
  260,19990108,   38,   51,    1
  260,19990109,    0,   -1,    4
  260,19990110,    0,    0,    6
  260,19990111,    0,   -1,    5
  260,19990112,   54,   71,    3
  260,19990113,   68,   76,    3
  260,19990114,   30,   26,    3
  260,19990115,   51,   24,    1
  260,19990116,  113,  113,    1
  260,19990117,    0,    0,    2
  260,19990118,    0,    0,    6
  260,19990119,   19,   14,    1
  260,19990120,   33,   13,    3
  260,19990121,   20,    8,    2
  260,19990122,    0,    0,    4
  260,19990123,    0,   -1,    1
  260,19990124,   21,   14,    1
  260,19990125,   46,   41,    1
  260,19990126,   48,  108,    3
  260,19990127,   51,   69,    5
  260,19990128,   53,   38,    2
  260,19990129,    0,    0,    5
  260,19990130,    0,    0,    5
  260,19990131,    0,   -1,    5
  260,19990201,    9,    6,    2
  260,19990202,    0,   -1,    2
  260,19990203,    5,    2,    3
  260,19990204,    9,    5,    3
  260,19990205,   36,   34,    6
  260,19990206,   61,   65,    5
  260,19990207,   52,   61,    4
  260,19990208,   67,   66,    5
  260,19990209,   15,   14,    3
  260,19990210,   34,   26,    7
  260,19990211,    0,   -1,    8
  260,19990212,    0,    0,    7
  260,19990213,    0,    0,    9
  260,19990214,   38,   26,    4
  260,19990215,    7,    2,    3
  260,19990216,   26,   34,    9
  260,19990217,   44,   37,    8
  260,19990218,   33,    6,    3
  260,19990219,   73,   62,    1
  260,19990220,    0,    0,    8
  260,19990221,   49,   63,    2
  260,19990222,   67,   96,    5
  260,19990223,   40,   55,    9
  260,19990224,    4,    1,   10
  260,19990225,    0,   -1,    6
  260,19990226,   23,   16,    2
  260,19990227,   31,   19,    2
  260,19990228,   16,    8,   10
  260,19990301,  131,  299,    1
  260,19990302,  110,  183,    2
  260,19990303,    5,   24,    8
  260,19990304,    5,    2,    4
  260,19990305,   10,    4,    5
  260,19990306,   30,   40,    3
  260,19990307,   33,   15,    3
  260,19990308,   71,   26,    3
  260,19990309,   32,   15,    1
  260,19990310,    4,    6,    5
  260,19990311,    0,    0,   15
  260,19990312,    0,    0,   17
  260,19990313,    0,    0,   16
  260,19990314,    0,    0,   14
  260,19990315,    0,    0,   14
  260,19990316,    0,   -1,   16
  260,19990317,   30,   13,    8
  260,19990318,   30,   52,    8
  260,19990319,    3,    6,    9
  260,19990320,   13,    2,    8
  260,19990321,   55,   49,    3
  260,19990322,   40,   28,    7
  260,19990323,   50,   36,    3
  260,19990324,    0,    0,    6
  260,19990325,    3,    3,   19
  260,19990326,   45,   40,   15
  260,19990327,    0,    0,   18
  260,19990328,    0,    0,   18
  260,19990329,    0,    0,   24
  260,19990330,   22,   17,   12
  260,19990331,    0,    0,   28
  260,19990401,    0,    0,   27
  260,19990402,    0,    0,   27
  260,19990403,   92,   91,    9
  260,19990404,    0,    0,    8
  260,19990405,   12,   11,    5
  260,19990406,    5,    8,    7
  260,19990407,   14,   35,   13
  260,19990408,    0,    0,    8
  260,19990409,    5,    1,    8
  260,19990410,   15,   12,    6
  260,19990411,    0,   -1,   20
  260,19990412,   89,   96,   12
  260,19990413,   53,  103,   16
  260,19990414,   26,   49,   18
  260,19990415,   12,    6,   14
  260,19990416,    0,   -1,   20
  260,19990417,   18,   41,   11
  260,19990418,    3,    4,   16
  260,19990419,    0,   -1,   17
  260,19990420,   26,   19,   25
  260,19990421,   50,  105,   26
  260,19990422,   23,   39,   16
  260,19990423,    0,    0,   30
  260,19990424,    0,   -1,   16
  260,19990425,    0,    0,   34
  260,19990426,    0,    0,   33
  260,19990427,    0,    0,   34
  260,19990428,    0,    0,   36
  260,19990429,    0,   -1,   33
  260,19990430,    0,    0,   39
  260,19990501,    0,    0,   23
  260,19990502,    0,    0,   35
  260,19990503,    0,    0,   39
  260,19990504,    0,    0,   30
  260,19990505,   81,   93,   11
  260,19990506,   54,   70,    6
  260,19990507,   19,   46,   31
  260,19990508,    0,   -1,   31
  260,19990509,    0,    0,   37
  260,19990510,   16,   62,   18
  260,19990511,   20,   26,   23
  260,19990512,    6,   13,   23
  260,19990513,   12,   27,   18
  260,19990514,   10,   33,   25
  260,19990515,   12,    8,   33
  260,19990516,    0,    0,   26
  260,19990517,    0,    0,   36
  260,19990518,    0,    0,   46
  260,19990519,    0,   -1,   41
  260,19990520,   34,   31,   27
  260,19990521,    7,   10,   39
  260,19990522,   20,   12,   29
  260,19990523,    0,    0,   20
  260,19990524,    0,   -1,   14
  260,19990525,    0,    0,   36
  260,19990526,    0,    0,   42
  260,19990527,    0,    0,   50
  260,19990528,    0,   -1,   36
  260,19990529,   17,   32,   44
  260,19990530,   26,   37,   18
  260,19990531,   20,   18,   39
  260,19990601,    0,    0,   36
  260,19990602,   17,   71,   24
  260,19990603,   18,   16,   31
  260,19990604,   21,   67,   17
  260,19990605,   87,  161,   18
  260,19990606,   19,   61,   27
  260,19990607,   33,  159,   22
  260,19990608,    4,    5,   29
  260,19990609,    5,    4,   33
  260,19990610,    0,   -1,   31
  260,19990611,   18,    7,   20
  260,19990612,    0,    0,   20
  260,19990613,    0,   -1,   28
  260,19990614,    0,    0,   42
  260,19990615,    0,    0,   46
  260,19990616,    0,    0,   42
  260,19990617,    0,   -1,   37
  260,19990618,    0,    0,   36
  260,19990619,    0,    0,   49
  260,19990620,   33,   40,   12
  260,19990621,   11,    6,   29
  260,19990622,    7,   17,   31
  260,19990623,    3,    1,   23
  260,19990624,   16,    8,   41
  260,19990625,    0,    0,   49
  260,19990626,    0,    0,   50
  260,19990627,   17,  101,   24
  260,19990628,   23,   16,   30
  260,19990629,   41,  150,   12
  260,19990630,    7,    2,   24
  260,19990701,   11,   12,   19
  260,19990702,    0,   -1,   22
  260,19990703,    3,   11,   41
  260,19990704,   26,   97,   26
  260,19990705,   56,  153,    8
  260,19990706,    0,    0,   37
  260,19990707,    2,    5,   28
  260,19990708,    0,    0,   35
  260,19990709,    0,    0,   51
  260,19990710,    0,    0,   51
  260,19990711,    0,    0,   52
  260,19990712,    0,    0,   40
  260,19990713,    0,    0,   33
  260,19990714,   15,   11,   33
  260,19990715,    0,   -1,   33
  260,19990716,    0,    0,   37
  260,19990717,    0,    0,   32
  260,19990718,    0,    0,   45
  260,19990719,    0,   -1,   34
  260,19990720,    5,    5,   27
  260,19990721,   21,   16,   21
  260,19990722,   51,   55,   13
  260,19990723,    0,   -1,   23
  260,19990724,    0,    0,   44
  260,19990725,    0,    0,   38
  260,19990726,    0,    0,   36
  260,19990727,    0,    0,   46
  260,19990728,    0,    0,   49
  260,19990729,    0,    0,   50
  260,19990730,    0,    0,   47
  260,19990731,    0,   -1,   43
  260,19990801,    0,    0,   43
  260,19990802,    0,    0,   48
  260,19990803,    0,    0,   32
  260,19990804,    0,    0,   36
  260,19990805,   14,   37,   25
  260,19990806,    0,    0,   43
  260,19990807,  100,  279,    3
  260,19990808,   17,   19,   13
  260,19990809,    5,    1,   29
  260,19990810,   74,  172,   14
  260,19990811,    0,   -1,   20
  260,19990812,    0,    0,   25
  260,19990813,    0,    0,   30
  260,19990814,   68,  112,   12
  260,19990815,    0,   -1,   25
  260,19990816,   25,   44,   19
  260,19990817,    9,    7,   16
  260,19990818,   29,   32,   22
  260,19990819,   65,  167,   16
  260,19990820,   21,   27,   20
  260,19990821,    5,    3,   20
  260,19990822,    0,    0,   19
  260,19990823,    0,    0,   33
  260,19990824,    0,   -1,   27
  260,19990825,    0,    0,   28
  260,19990826,    8,   39,   25
  260,19990827,    0,    0,   20
  260,19990828,    0,    0,   32
  260,19990829,    0,    0,   29
  260,19990830,    0,    0,   24
  260,19990831,    0,   -1,   17
  260,19990901,    0,   -1,    7
  260,19990902,    0,    0,   25
  260,19990903,    0,    0,   34
  260,19990904,    0,    0,   23
  260,19990905,    0,    0,   33
  260,19990906,    5,    9,   27
  260,19990907,    0,    0,   16
  260,19990908,    0,    0,   25
  260,19990909,    0,    0,   21
  260,19990910,    0,    0,   21
  260,19990911,    0,    0,   32
  260,19990912,    0,    0,   27
  260,19990913,    0,    0,   25
  260,19990914,    0,   -1,    6
  260,19990915,   53,  164,    8
  260,19990916,    0,   -1,   23
  260,19990917,    0,    0,   13
  260,19990918,    0,    0,   23
  260,19990919,    0,   -1,   18
  260,19990920,   15,    4,   11
  260,19990921,    5,    7,   14
  260,19990922,   13,   90,   10
  260,19990923,   16,   47,   19
  260,19990924,   27,   86,   18
  260,19990925,    0,   -1,   18
  260,19990926,   10,   14,   13
  260,19990927,   37,   38,    6
  260,19990928,    5,    4,    9
  260,19990929,   42,   76,   12
  260,19990930,   42,  140,    9
  260,19991001,    8,    5,   10
  260,19991002,   23,   28,    4
  260,19991003,   42,  157,    9
  260,19991004,   64,   82,    9
  260,19991005,    8,   10,   13
  260,19991006,    0,   -1,    9
  260,19991007,   11,    9,    5
  260,19991008,   48,   33,    3
  260,19991009,    6,    5,    6
  260,19991010,   51,   16,    5
  260,19991011,    9,    7,   10
  260,19991012,    0,    0,   14
  260,19991013,    0,    0,   14
  260,19991014,    0,   -1,    5
  260,19991015,    0,    0,    5
  260,19991016,    0,    0,   15
  260,19991017,    0,    0,   14
  260,19991018,    0,    0,   14
  260,19991019,    0,    0,   13
  260,19991020,    0,    0,   12
  260,19991021,   12,    7,    3
  260,19991022,   30,   16,    3
  260,19991023,    7,   17,   13
  260,19991024,    8,    3,    6
  260,19991025,   11,    5,    5
  260,19991026,    3,    1,    6
  260,19991027,    0,    0,    6
  260,19991028,    0,   -1,    5
  260,19991029,    0,    0,    4
  260,19991030,   13,   26,    9
  260,19991031,    0,   -1,    9
  260,19991101,    9,   12,    5
  260,19991102,    3,    1,    5
  260,19991103,    0,    0,    8
  260,19991104,    0,    0,    8
  260,19991105,   19,   15,    7
  260,19991106,  155,  156,    2
  260,19991107,   36,   54,    3
  260,19991108,   33,   22,    2
  260,19991109,   13,    7,    5
  260,19991110,    0,   -1,    8
  260,19991111,    0,    0,    7
  260,19991112,    0,    0,    7
  260,19991113,    9,    4,    5
  260,19991114,   17,    6,    3
  260,19991115,    0,    0,    6
  260,19991116,   32,   12,    3
  260,19991117,   48,   50,    4
  260,19991118,   67,   98,    3
  260,19991119,   15,   16,    4
  260,19991120,   21,   16,    3
  260,19991121,   27,    5,    3
  260,19991122,   48,   31,    1
  260,19991123,    6,    4,    4
  260,19991124,    0,    0,    1
  260,19991125,   36,   43,    1
  260,19991126,    0,   -1,    3
  260,19991127,   30,   44,    3
  260,19991128,    0,    0,    3
  260,19991129,    0,   -1,    3
  260,19991130,    0,   -1,    4
  260,19991201,    8,    8,    4
  260,19991202,    0,   -1,    4
  260,19991203,   26,   57,    0
  260,19991204,   26,   33,    4
  260,19991205,   11,   11,    4
  260,19991206,   35,   19,    0
  260,19991207,   75,  141,    1
  260,19991208,   20,   26,    1
  260,19991209,   20,   30,    4
  260,19991210,   49,   80,    2
  260,19991211,   78,  146,    0
  260,19991212,   74,   83,    1
  260,19991213,   73,  119,    4
  260,19991214,   39,   45,    2
  260,19991215,   33,   31,    3
  260,19991216,    7,    2,    2
  260,19991217,   87,   72,    0
  260,19991218,    0,    0,    3
  260,19991219,   22,   15,    3
  260,19991220,    0,   -1,    3
  260,19991221,    0,    0,    1
  260,19991222,   36,   23,    3
  260,19991223,   22,   28,    3
  260,19991224,   87,  156,    0
  260,19991225,   21,   26,    3
  260,19991226,   78,  148,    2
  260,19991227,   40,  111,    3
  260,19991228,    5,   10,    2
  260,19991229,   12,   10,    2
  260,19991230,   41,   25,    2
  260,19991231,    0,   -1,    0
  260,20000101,   20,   10,    1
  260,20000102,    0,   -1,    1
  260,20000103,   64,   45,    0
  260,20000104,   82,  109,    0
  260,20000105,    0,    0,    4
  260,20000106,   19,   19,    2
  260,20000107,    0,    0,    2
  260,20000108,   27,   17,    1
  260,20000109,    0,    0,    4
  260,20000110,    0,    0,    4
  260,20000111,    0,    0,    3
  260,20000112,    0,    0,    4
  260,20000113,    0,   -1,    3
  260,20000114,    0,   -1,    1
  260,20000115,    0,   -1,    4
  260,20000116,    9,    3,    1
  260,20000117,    1,    1,    1
  260,20000118,   10,    3,    3
  260,20000119,    3,    1,    2
  260,20000120,   31,   15,    1
  260,20000121,    3,    1,    3
  260,20000122,   52,   53,    3
  260,20000123,    0,   -1,    2
  260,20000124,    0,    0,    6
  260,20000125,    0,    0,    4
  260,20000126,    0,   -1,    5
  260,20000127,    0,   -1,    1
  260,20000128,   18,    3,    2
  260,20000129,   65,   95,    1
  260,20000130,    1,    1,    2
  260,20000131,   30,   36,    1
  260,20000201,   21,   14,    4
  260,20000202,   71,   74,    6
  260,20000203,    0,   -1,    5
  260,20000204,   33,   23,    2
  260,20000205,    0,   -1,    8
  260,20000206,   13,    6,    2
  260,20000207,   68,   69,    6
  260,20000208,   43,   63,    2
  260,20000209,    0,   -1,    4
  260,20000210,   61,   95,    2
  260,20000211,    0,    0,    9
  260,20000212,   34,   41,    3
  260,20000213,    0,   -1,    7
  260,20000214,   32,   25,    8
  260,20000215,   29,   18,    6
  260,20000216,   66,  145,    8
  260,20000217,   17,   10,    8
  260,20000218,   78,   72,    3
  260,20000219,   13,    9,    4
  260,20000220,    0,   -1,   11
  260,20000221,   14,    6,    6
  260,20000222,    0,    0,    4
  260,20000223,    0,   -1,    9
  260,20000224,   94,  119,    7
  260,20000225,   51,  112,   12
  260,20000226,    0,    0,   12
  260,20000227,    0,    0,   12
  260,20000228,   25,   12,    2
  260,20000229,   65,  111,    7
  260,20000301,   23,   32,    8
  260,20000302,  100,  162,    6
  260,20000303,   71,  140,    8
  260,20000304,   32,   39,    9
  260,20000305,    5,    7,    9
  260,20000306,    0,   -1,    5
  260,20000307,   37,   31,   10
  260,20000308,   50,  118,    3
  260,20000309,   29,   33,    6
  260,20000310,   26,   10,    8
  260,20000311,   39,   12,   11
  260,20000312,    0,    0,   14
  260,20000313,    0,   -1,    5
  260,20000314,   56,   44,    4
  260,20000315,    9,    2,   12
  260,20000316,    5,    2,    5
  260,20000317,    0,   -1,    6
  260,20000318,   44,   37,    9
  260,20000319,   10,    1,   15
  260,20000320,    0,    0,   11
  260,20000321,    0,    0,    6
  260,20000322,    0,    0,   20
  260,20000323,    0,    0,   19
  260,20000324,   38,   44,    4
  260,20000325,   14,   40,   11
  260,20000326,   36,   33,   12
  260,20000327,    8,    6,    7
  260,20000328,    0,   -1,    2
  260,20000329,    0,   -1,    7
  260,20000330,    0,   -1,    4
  260,20000331,    0,   -1,    5
  260,20000401,   23,    6,    7
  260,20000402,   21,   11,   18
  260,20000403,    0,   -1,   20
  260,20000404,    3,    1,   14
  260,20000405,    0,   -1,   12
  260,20000406,    0,    0,   20
  260,20000407,    0,    0,   25
  260,20000408,    0,    0,   16
  260,20000409,    0,    0,   26
  260,20000410,    0,    0,   28
  260,20000411,    0,   -1,   22
  260,20000412,   54,   67,   11
  260,20000413,   25,   23,    9
  260,20000414,    0,   -1,   18
  260,20000415,   38,   39,   10
  260,20000416,    2,    1,   23
  260,20000417,   31,   42,   20
  260,20000418,    0,    0,   26
  260,20000419,    0,   -1,   25
  260,20000420,    0,   -1,   18
  260,20000421,    7,    5,   23
  260,20000422,   60,   39,    9
  260,20000423,   76,   89,    5
  260,20000424,    0,    0,   23
  260,20000425,    0,    0,   26
  260,20000426,    5,    4,   29
  260,20000427,    8,    4,   20
  260,20000428,    0,    0,   34
  260,20000429,   20,   59,    8
  260,20000430,    7,    2,    8
  260,20000501,    0,   -1,   19
  260,20000502,    0,   -1,    6
  260,20000503,    0,   -1,   10
  260,20000504,    0,    0,   30
  260,20000505,    0,    0,   43
  260,20000506,    0,    0,   39
  260,20000507,    3,    6,   41
  260,20000508,    0,   -1,   36
  260,20000509,    0,   -1,   35
  260,20000510,    0,   -1,   32
  260,20000511,    0,    0,   43
  260,20000512,    0,    0,   44
  260,20000513,    0,    0,   44
  260,20000514,    0,    0,   49
  260,20000515,    0,    0,   47
  260,20000516,   33,  210,   39
  260,20000517,   14,   12,   25
  260,20000518,   23,   35,   24
  260,20000519,   33,   40,   12
  260,20000520,    2,    4,   28
  260,20000521,   70,   58,    9
  260,20000522,    5,    3,   15
  260,20000523,   44,   43,   18
  260,20000524,  106,   70,   26
  260,20000525,   43,   49,   19
  260,20000526,   29,   40,   26
  260,20000527,    6,    6,   28
  260,20000528,  128,  185,    8
  260,20000529,   28,   79,   27
  260,20000530,    7,    8,   23
  260,20000531,    0,    0,   40
  260,20000601,   23,    8,   18
  260,20000602,    0,    0,   43
  260,20000603,   55,  114,   35
  260,20000604,    3,    2,   34
  260,20000605,   69,   57,   10
  260,20000606,   11,  183,   18
  260,20000607,    2,    2,   28
  260,20000608,    0,    0,   49
  260,20000609,    0,    0,   50
  260,20000610,    0,    0,   37
  260,20000611,    0,    0,   31
  260,20000612,    0,    0,   28
  260,20000613,    0,    0,   21
  260,20000614,   41,   41,   22
  260,20000615,    1,    1,   34
  260,20000616,    0,    0,   42
  260,20000617,    0,    0,   49
  260,20000618,    0,    0,   53
  260,20000619,    0,    0,   57
  260,20000620,    0,    0,   55
  260,20000621,   23,   10,   30
  260,20000622,   21,   34,   20
  260,20000623,   53,   59,   18
  260,20000624,   50,   83,   22
  260,20000625,   13,    8,   18
  260,20000626,    0,   -1,   25
  260,20000627,    0,    0,   34
  260,20000628,    0,    0,   29
  260,20000629,    0,   -1,   40
  260,20000630,    0,    0,   42
  260,20000701,   30,   27,   11
  260,20000702,    0,   -1,   34
  260,20000703,   14,   36,   37
  260,20000704,   14,   67,   30
  260,20000705,   76,   75,   10
  260,20000706,    0,    0,   27
  260,20000707,    0,   -1,   24
  260,20000708,   16,   12,   13
  260,20000709,   75,   71,    6
  260,20000710,   39,   76,   24
  260,20000711,   25,   26,   15
  260,20000712,    0,    0,   41
  260,20000713,   81,   91,   10
  260,20000714,   44,   77,   21
  260,20000715,   48,   86,   19
  260,20000716,    0,   -1,   23
  260,20000717,    8,    3,   13
  260,20000718,    0,   -1,   24
  260,20000719,    2,    1,   30
  260,20000720,    0,    0,   40
  260,20000721,    0,   -1,   19
  260,20000722,    0,   -1,   16
  260,20000723,    0,    0,   36
  260,20000724,    0,   -1,   32
  260,20000725,    6,    3,   21
  260,20000726,    0,   -1,    8
  260,20000727,   70,   58,   25
  260,20000728,    0,   -1,   28
  260,20000729,   27,  277,   12
  260,20000730,    0,    0,   29
  260,20000731,    0,    0,   42
  260,20000801,   30,   39,   37
  260,20000802,    0,    0,   39
  260,20000803,   12,   72,   31
  260,20000804,    0,    0,   27
  260,20000805,    0,    0,   33
  260,20000806,    0,   -1,   26
  260,20000807,    0,   -1,   26
  260,20000808,   14,   12,   27
  260,20000809,    0,    0,   36
  260,20000810,   11,    6,   14
  260,20000811,    0,    0,   32
  260,20000812,    0,    0,   39
  260,20000813,    0,   -1,   35
  260,20000814,    8,   23,   27
  260,20000815,    0,   -1,   17
  260,20000816,    0,   -1,   32
  260,20000817,    3,    2,   32
  260,20000818,   15,    4,   29
  260,20000819,   17,   28,   22
  260,20000820,   29,  116,   27
  260,20000821,   19,   22,   27
  260,20000822,    0,    0,   25
  260,20000823,    0,    0,   35
  260,20000824,    0,    0,   37
  260,20000825,    0,    0,   16
  260,20000826,    0,    0,   34
  260,20000827,   54,   65,    8
  260,20000828,    8,   45,   16
  260,20000829,    0,   -1,   21
  260,20000830,    0,    0,   28
  260,20000831,    0,    0,   27
  260,20000901,   25,   44,   17
  260,20000902,   44,   62,   13
  260,20000903,   31,   43,   21
  260,20000904,    6,    3,   12
  260,20000905,    5,    2,   20
  260,20000906,   28,   28,    8
  260,20000907,    0,   -1,   17
  260,20000908,   22,    7,    4
  260,20000909,   24,   78,    5
  260,20000910,    0,    0,   15
  260,20000911,    0,    0,   30
  260,20000912,    0,   -1,   10
  260,20000913,    0,    0,   21
  260,20000914,    0,    0,   18
