# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# DR        : Duur van de neerslag (in 0.1 uur) / Precipitation duration (in 0.1 hour)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# EV24      : Referentiegewasverdamping (Makkink) (in 0.1 mm) / Potential evapotranspiration (Makkink) (in 0.1 mm)
# STN,YYYYMMDD,   DR,   RH, EV24
  260,19800101,   22,   58,    3
  260,19800102,    2,    6,    3
  260,19800103,   59,   13,    1
  260,19800104,   96,   91,    0
  260,19800105,   67,   42,    1
  260,19800106,   77,   62,    1
  260,19800107,    3,    3,    1
  260,19800108,    6,    8,    1
  260,19800109,    0,   -1,    1
  260,19800110,    0,    0,    1
  260,19800111,    0,   -1,    0
  260,19800112,    0,    0,    4
  260,19800113,    0,    0,    4
  260,19800114,    0,    0,    2
  260,19800115,    0,    0,    1
  260,19800116,    0,    0,    3
  260,19800117,    0,    0,    4
  260,19800118,    0,    0,    4
  260,19800119,    0,    0,    4
  260,19800120,   16,    3,    1
  260,19800121,   31,   56,    2
  260,19800122,   26,    9,    1
  260,19800123,   24,   10,    2
  260,19800124,    2,    3,    2
  260,19800125,    5,   20,    2
  260,19800126,    3,    7,    4
  260,19800127,    1,    5,    5
  260,19800128,   31,   34,    1
  260,19800129,    2,    1,    2
  260,19800130,    5,    6,    3
  260,19800131,   85,  239,    4
  260,19800201,    5,    5,    6
  260,19800202,   81,  109,    1
  260,19800203,   62,   94,    1
  260,19800204,   42,   53,    3
  260,19800205,   98,  157,    1
  260,19800206,   67,   47,    1
  260,19800207,   16,   12,    2
  260,19800208,    6,    5,    3
  260,19800209,    0,   -1,    7
  260,19800210,    4,    4,    4
  260,19800211,    3,    4,    3
  260,19800212,    0,    2,    2
  260,19800213,    0,    0,    5
  260,19800214,    0,    2,    5
  260,19800215,   64,   33,    3
  260,19800216,    0,   -1,    4
  260,19800217,    0,    0,    6
  260,19800218,    0,    0,    8
  260,19800219,    0,    0,   11
  260,19800220,    0,    0,   11
  260,19800221,    0,    0,   12
  260,19800222,    0,    0,   12
  260,19800223,   44,   18,    2
  260,19800224,    0,    0,    9
  260,19800225,    0,   -1,    6
  260,19800226,    0,   -1,    3
  260,19800227,    0,    0,    3
  260,19800228,    0,    0,    3
  260,19800229,    0,    0,    4
  260,19800301,    0,   -1,   11
  260,19800302,    1,    1,    4
  260,19800303,    3,    7,    9
  260,19800304,    2,    4,    3
  260,19800305,    0,    0,   11
  260,19800306,   83,   73,    2
  260,19800307,   58,   91,    3
  260,19800308,   25,   26,    6
  260,19800309,    0,   -1,    5
  260,19800310,   60,   28,    8
  260,19800311,   14,    4,    3
  260,19800312,  124,  160,    2
  260,19800313,   58,  122,    6
  260,19800314,    3,    5,    6
  260,19800315,    0,    0,    3
  260,19800316,    0,    0,    4
  260,19800317,    0,   -1,    8
  260,19800318,    0,    0,   11
  260,19800319,    0,   -1,    6
  260,19800320,    0,    0,   16
  260,19800321,    1,    1,    9
  260,19800322,    5,    5,    7
  260,19800323,    0,    0,   11
  260,19800324,    0,    0,   18
  260,19800325,    8,   13,   16
  260,19800326,    0,   -1,   12
  260,19800327,   48,   77,    6
  260,19800328,   16,   21,    6
  260,19800329,   79,   70,    3
  260,19800330,    0,    0,   13
  260,19800331,   30,   28,   15
  260,19800401,  114,  263,    6
  260,19800402,   32,   50,   14
  260,19800403,    7,   11,   11
  260,19800404,    0,   -1,   16
  260,19800405,    0,   -1,   23
  260,19800406,    0,    0,   19
  260,19800407,    1,    1,    7
  260,19800408,   11,   18,    9
  260,19800409,    5,    4,   13
  260,19800410,    1,    1,   16
  260,19800411,    0,    0,   17
  260,19800412,    0,    0,   30
  260,19800413,    0,    0,   32
  260,19800414,    0,    0,   32
  260,19800415,    0,    0,   32
  260,19800416,    0,    0,   31
  260,19800417,    0,    0,   28
  260,19800418,   91,   15,    5
  260,19800419,   15,   24,   15
  260,19800420,   31,   59,   17
  260,19800421,   12,   12,   17
  260,19800422,    0,    0,   10
  260,19800423,    0,   -1,   23
  260,19800424,    3,    1,   19
  260,19800425,   25,   15,    4
  260,19800426,   63,   37,   10
  260,19800427,    5,    8,   24
  260,19800428,    0,   -1,    4
  260,19800429,   20,   17,    9
  260,19800430,    0,    0,   30
  260,19800501,    0,    0,   31
  260,19800502,    0,    0,   34
  260,19800503,    0,    0,   32
  260,19800504,    0,    0,   34
  260,19800505,    0,    0,   35
  260,19800506,    4,    6,   22
  260,19800507,    0,   -1,   16
  260,19800508,    0,   -1,    9
  260,19800509,    0,    0,   33
  260,19800510,    0,    0,   40
  260,19800511,    0,    0,   43
  260,19800512,    0,    0,   44
  260,19800513,    0,    0,   43
  260,19800514,    0,    0,   44
  260,19800515,    0,    0,   41
  260,19800516,    0,    0,   34
  260,19800517,    0,    0,   33
  260,19800518,    0,   -1,   36
  260,19800519,    0,    0,   44
  260,19800520,    0,   -1,   30
  260,19800521,    0,    0,   40
  260,19800522,    0,    0,   39
  260,19800523,    0,   -1,   21
  260,19800524,    2,    3,   12
  260,19800525,    2,    3,   18
  260,19800526,    0,    0,   33
  260,19800527,    0,    0,   19
  260,19800528,   11,   15,   23
  260,19800529,   50,   17,   15
  260,19800530,    0,   -1,   35
  260,19800531,   62,   84,   18
  260,19800601,   20,   12,   28
  260,19800602,    0,    0,   43
  260,19800603,   35,   16,   11
  260,19800604,    0,    0,   29
  260,19800605,    0,    0,   47
  260,19800606,    0,    0,   41
  260,19800607,    8,   10,   28
  260,19800608,    0,    0,   31
  260,19800609,    0,    0,   32
  260,19800610,    5,    3,   20
  260,19800611,    9,   10,   29
  260,19800612,    0,    0,   43
  260,19800613,    0,   -1,   41
  260,19800614,    4,    8,   30
  260,19800615,    5,   47,   29
  260,19800616,   11,   28,   12
  260,19800617,   27,   82,   17
  260,19800618,    3,    4,   25
  260,19800619,   11,   32,    9
  260,19800620,   30,  136,   18
  260,19800621,    9,   29,   24
  260,19800622,   26,  213,   20
  260,19800623,   16,   38,   21
  260,19800624,   26,   41,   18
  260,19800625,   14,   31,   33
  260,19800626,    7,   70,   23
  260,19800627,    7,   11,   27
  260,19800628,   70,   58,   12
  260,19800629,   21,   33,   26
  260,19800630,   24,   12,   29
  260,19800701,   92,  145,   18
  260,19800702,   13,   50,   21
  260,19800703,    0,   -1,   18
  260,19800704,   15,    7,   15
  260,19800705,   19,    6,   23
  260,19800706,   24,  106,   34
  260,19800707,   47,  210,   14
  260,19800708,   25,   38,   11
  260,19800709,   41,  146,   12
  260,19800710,   25,  106,   13
  260,19800711,    3,    2,   12
  260,19800712,   33,   62,   22
  260,19800713,   46,  136,   23
  260,19800714,   80,  178,   12
  260,19800715,    0,    0,   33
  260,19800716,    7,    8,   20
  260,19800717,    1,    1,   20
  260,19800718,   28,   37,   16
  260,19800719,   98,  100,    6
  260,19800720,   70,   85,    7
  260,19800721,   21,   28,    9
  260,19800722,    0,    0,   35
  260,19800723,    0,    0,   44
  260,19800724,    0,    0,   36
  260,19800725,    0,    0,   43
  260,19800726,    3,    2,   42
  260,19800727,    0,    0,   27
  260,19800728,    0,    0,   36
  260,19800729,    0,    0,   40
  260,19800730,   15,   14,   13
  260,19800731,    0,    0,   36
  260,19800801,    4,    2,   29
  260,19800802,    0,    0,   39
  260,19800803,    0,   -1,   32
  260,19800804,   18,   10,   22
  260,19800805,   23,   13,   26
  260,19800806,    0,    0,   24
  260,19800807,    0,   -1,   18
  260,19800808,    3,    2,   24
  260,19800809,    0,   -1,   22
  260,19800810,    0,    0,   27
  260,19800811,   49,   56,   20
  260,19800812,   31,   96,   19
  260,19800813,    2,    1,   20
  260,19800814,   21,   55,   17
  260,19800815,   12,  127,   33
  260,19800816,    0,   -1,   15
  260,19800817,    0,    0,   31
  260,19800818,    0,   -1,   18
  260,19800819,    0,   -1,   23
  260,19800820,    0,   -1,   22
  260,19800821,    8,   35,   28
  260,19800822,   34,   32,   19
  260,19800823,   14,   16,   15
  260,19800824,   26,   18,    9
  260,19800825,    0,    0,   29
  260,19800826,    0,    0,   33
  260,19800827,    0,    0,   30
  260,19800828,    0,   -1,    9
  260,19800829,   51,   33,   14
  260,19800830,   86,  119,   14
  260,19800831,   71,   26,   11
  260,19800901,    0,    0,   29
  260,19800902,    0,   -1,   29
  260,19800903,    0,    0,   31
  260,19800904,    0,   -1,   15
  260,19800905,   25,   41,   13
  260,19800906,    3,    2,   25
  260,19800907,    0,   -1,   31
  260,19800908,   21,   20,   25
  260,19800909,    5,    4,   22
  260,19800910,   25,   27,    4
  260,19800911,   23,   95,   23
  260,19800912,   18,   13,   13
  260,19800913,   36,   56,   18
  260,19800914,   58,  107,    9
  260,19800915,    0,   -1,   13
  260,19800916,    0,   -1,   19
  260,19800917,   20,   16,   19
  260,19800918,    0,    0,   23
  260,19800919,    0,   -1,   15
  260,19800920,    0,    0,   24
  260,19800921,    0,    0,   12
  260,19800922,    2,    4,    9
  260,19800923,    0,    1,   17
  260,19800924,    7,   11,    5
  260,19800925,    0,    1,   12
  260,19800926,    0,   -1,   20
  260,19800927,    2,    2,   14
  260,19800928,    0,    0,   17
  260,19800929,    5,    4,   12
  260,19800930,    6,    4,   17
  260,19801001,   21,   19,   15
  260,19801002,    0,    0,   11
  260,19801003,    0,    0,   15
  260,19801004,    5,    6,    8
  260,19801005,    1,    1,    9
  260,19801006,   45,   74,    5
  260,19801007,   72,  196,   13
  260,19801008,   49,   54,   10
  260,19801009,   10,   25,    9
  260,19801010,    0,   -1,   13
  260,19801011,    0,   -1,    4
  260,19801012,    0,    0,   15
  260,19801013,    0,    0,   13
  260,19801014,    0,    0,    9
  260,19801015,    0,    0,    8
  260,19801016,   32,   19,    6
  260,19801017,   39,   12,    3
  260,19801018,   18,   27,    8
  260,19801019,   64,   98,    7
  260,19801020,    3,    2,    7
  260,19801021,    0,    0,    7
  260,19801022,   13,    8,    5
  260,19801023,   23,   35,    8
  260,19801024,   13,   22,    9
  260,19801025,   25,   52,    7
  260,19801026,   39,   26,    6
  260,19801027,   25,   16,    4
  260,19801028,   47,  108,    6
  260,19801029,   13,   45,    4
  260,19801030,    4,    4,    9
  260,19801031,    0,    0,    9
  260,19801101,    0,    0,    8
  260,19801102,    0,    0,    8
  260,19801103,    0,    0,    6
  260,19801104,   10,    1,    3
  260,19801105,    0,    0,    6
  260,19801106,   55,   10,    1
  260,19801107,  151,   88,    3
  260,19801108,    0,    0,    6
  260,19801109,    0,   -1,    7
  260,19801110,    0,   -1,    4
  260,19801111,   44,   72,    2
  260,19801112,   19,   32,    5
  260,19801113,    5,   12,    3
  260,19801114,   88,   65,    2
  260,19801115,  179,  155,    1
  260,19801116,   16,   13,    2
  260,19801117,   48,   21,    3
  260,19801118,    2,   12,    3
  260,19801119,   54,   36,    2
  260,19801120,    0,    0,    6
  260,19801121,    0,    0,    3
  260,19801122,   48,   73,    1
  260,19801123,    2,    2,    1
  260,19801124,    6,    4,    2
  260,19801125,    2,    2,    3
  260,19801126,    3,    9,    3
  260,19801127,   25,   53,    1
  260,19801128,   89,  161,    3
  260,19801129,    9,    6,    3
  260,19801130,    0,    0,    4
  260,19801201,    0,    0,    4
  260,19801202,   22,   38,    1
  260,19801203,    3,    6,    4
  260,19801204,   60,   57,    3
  260,19801205,   58,   91,    0
  260,19801206,   18,   26,    3
  260,19801207,   21,   57,    3
  260,19801208,    0,   -1,    3
  260,19801209,    0,    0,    3
  260,19801210,    0,   -1,    2
  260,19801211,   48,   33,    0
  260,19801212,    0,   -1,    1
  260,19801213,   22,   20,    0
  260,19801214,   59,   36,    1
  260,19801215,   14,   60,    4
  260,19801216,   13,   26,    4
  260,19801217,   84,  135,    2
  260,19801218,   55,   90,    2
  260,19801219,    7,    6,    1
  260,19801220,   56,   75,    1
  260,19801221,   25,   44,    1
  260,19801222,    3,    3,    1
  260,19801223,   15,   25,    1
  260,19801224,    0,   -1,    1
  260,19801225,   23,   23,    3
  260,19801226,    7,   11,    4
  260,19801227,    8,   12,    4
  260,19801228,   17,    6,    2
  260,19801229,   10,    1,    0
  260,19801230,    0,   -1,    1
  260,19801231,    0,   -1,    1
  260,19810101,   26,   57,    3
  260,19810102,  155,  201,    0
  260,19810103,   29,   75,    2
  260,19810104,   27,   37,    3
  260,19810105,   12,    6,    4
  260,19810106,   42,   49,    3
  260,19810107,    0,   -1,    4
  260,19810108,    9,    7,    1
  260,19810109,  133,  110,    1
  260,19810110,   30,   15,    3
  260,19810111,    0,    0,    5
  260,19810112,   70,  100,    1
  260,19810113,   11,   13,    4
  260,19810114,  141,  201,    0
  260,19810115,   49,   78,    3
  260,19810116,   61,   51,    3
  260,19810117,   32,   11,    3
  260,19810118,    0,   -1,    4
  260,19810119,   48,   54,    2
  260,19810120,    9,   12,    3
  260,19810121,    1,    1,    2
  260,19810122,   44,    8,    1
  260,19810123,   10,    1,    1
  260,19810124,   13,   18,    1
  260,19810125,    0,    0,    2
  260,19810126,   26,   25,    6
  260,19810127,   20,   11,    1
  260,19810128,    0,   -1,    2
  260,19810129,    0,   -1,    2
  260,19810130,    0,   -1,    1
  260,19810131,    0,    1,    5
  260,19810201,    0,   -1,    2
  260,19810202,    0,   -1,    7
  260,19810203,   81,  159,    5
  260,19810204,   33,   17,    3
  260,19810205,   31,   16,    3
  260,19810206,   19,   16,    2
  260,19810207,    0,   -1,    3
  260,19810208,    7,    6,    2
  260,19810209,    0,   -1,    2
  260,19810210,  102,   56,    3
  260,19810211,   11,    6,    6
  260,19810212,   10,    1,    5
  260,19810213,    0,    0,    8
  260,19810214,    0,    0,    7
  260,19810215,    0,    0,    7
  260,19810216,    0,    0,    6
  260,19810217,    0,   -1,    3
  260,19810218,    0,   -1,    2
  260,19810219,    0,   -1,    2
  260,19810220,   50,   12,    4
  260,19810221,    0,    0,    8
  260,19810222,    0,    0,    8
  260,19810223,    0,    0,    7
  260,19810224,   31,    8,    3
  260,19810225,    0,    3,    8
  260,19810226,    0,   -1,    6
  260,19810227,    0,    0,   12
  260,19810228,   77,   86,    4
  260,19810301,   10,    1,    9
  260,19810302,   21,    5,    4
  260,19810303,   25,   16,    2
  260,19810304,    0,   -1,    6
  260,19810305,   11,    9,    5
  260,19810306,    9,    8,    4
  260,19810307,   69,   49,    2
  260,19810308,   55,   53,    3
  260,19810309,  213,  261,    2
  260,19810310,  136,  151,    2
  260,19810311,  127,  263,    2
  260,19810312,   51,   79,    4
  260,19810313,   25,   89,    7
  260,19810314,  115,   87,    3
  260,19810315,   64,   33,    3
  260,19810316,   40,   34,    8
  260,19810317,    4,    3,   11
  260,19810318,   32,    8,    7
  260,19810319,    0,   -1,    7
  260,19810320,    0,    0,   16
  260,19810321,    2,    2,   15
  260,19810322,   20,   19,    5
  260,19810323,   39,   60,    4
  260,19810324,   55,   25,    9
  260,19810325,   57,   59,    7
  260,19810326,   16,   15,    9
  260,19810327,    0,    0,   25
  260,19810328,    0,    0,   14
  260,19810329,   31,    7,   16
  260,19810330,   14,    7,    9
  260,19810331,    0,    1,    8
  260,19810401,    0,   -1,    4
  260,19810402,    1,    1,    4
  260,19810403,    0,   -1,    5
  260,19810404,    1,    1,    3
  260,19810405,    0,   -1,   11
  260,19810406,    0,    0,   15
  260,19810407,    0,   -1,   15
  260,19810408,    0,    0,   17
  260,19810409,    0,    0,   24
  260,19810410,    0,    0,   30
  260,19810411,    0,    0,   26
  260,19810412,    3,    3,   14
  260,19810413,    0,    0,   20
  260,19810414,    0,    0,   31
  260,19810415,    0,    0,   32
  260,19810416,    0,    0,   30
  260,19810417,    0,    0,   26
  260,19810418,    0,   -1,   18
  260,19810419,   17,   23,   11
  260,19810420,    0,   -1,   25
  260,19810421,    0,   -1,    9
  260,19810422,    5,    3,   18
  260,19810423,    1,    2,   21
  260,19810424,    0,    0,   25
  260,19810425,    1,    1,   11
  260,19810426,    5,    3,   11
  260,19810427,    0,   -1,   23
  260,19810428,  118,   43,    9
  260,19810429,   26,    6,   12
  260,19810430,  164,   75,    4
  260,19810501,    1,    1,   24
  260,19810502,    0,   -1,   23
  260,19810503,   17,   23,   17
  260,19810504,   62,   85,   10
  260,19810505,   34,   91,   10
  260,19810506,   20,    7,   10
  260,19810507,    0,    0,   33
  260,19810508,   20,   54,   13
  260,19810509,    7,   42,   31
  260,19810510,    0,    0,   42
  260,19810511,    0,    0,   42
  260,19810512,    2,   19,   38
  260,19810513,    3,    4,   30
  260,19810514,   14,    6,   13
  260,19810515,    0,   -1,   33
  260,19810516,   10,   25,   18
  260,19810517,   20,   51,   27
  260,19810518,    0,   -1,   35
  260,19810519,    2,    3,   24
  260,19810520,    0,    0,   41
  260,19810521,   30,   98,   36
  260,19810522,   45,  177,   23
  260,19810523,   52,   46,   17
  260,19810524,   30,   77,   23
  260,19810525,   15,   43,   17
  260,19810526,    3,    4,   25
  260,19810527,   17,   11,   25
  260,19810528,   31,   25,   21
  260,19810529,    0,   -1,   32
  260,19810530,    0,   -1,   33
  260,19810531,   32,   64,   37
  260,19810601,    0,    1,   41
  260,19810602,    1,    2,   37
  260,19810603,    3,    4,   33
  260,19810604,    0,   -1,   40
  260,19810605,   60,   67,   29
  260,19810606,    2,    3,   32
  260,19810607,    1,    2,   28
  260,19810608,   16,   32,   18
  260,19810609,    0,   -1,   23
  260,19810610,    0,    0,   30
  260,19810611,   59,   66,   11
  260,19810612,    0,   -1,   23
  260,19810613,    0,    0,   40
  260,19810614,    0,   -1,   20
  260,19810615,    1,    1,   22
  260,19810616,    3,   10,   28
  260,19810617,   34,   48,   19
  260,19810618,    0,   -1,   14
  260,19810619,    0,   -1,   30
  260,19810620,    8,    2,   12
  260,19810621,    2,    1,   19
  260,19810622,    0,    0,   30
  260,19810623,    0,    0,   32
  260,19810624,    0,    0,   36
  260,19810625,    0,   -1,   19
  260,19810626,   99,  101,    3
  260,19810627,    4,    2,   15
  260,19810628,  192,  171,    4
  260,19810629,  101,   84,    8
  260,19810630,   16,   13,   10
  260,19810701,    0,    0,   20
  260,19810702,   56,  168,   13
  260,19810703,   21,    9,   27
  260,19810704,    3,    8,   26
  260,19810705,    0,   -1,   32
  260,19810706,    0,    0,   30
  260,19810707,    0,    0,   36
  260,19810708,    0,    0,   49
  260,19810709,   21,   45,   38
  260,19810710,   11,   70,   24
  260,19810711,    0,   -1,   28
  260,19810712,    0,    0,   22
  260,19810713,    4,    8,   26
  260,19810714,    0,   -1,   22
  260,19810715,    0,   -1,   28
  260,19810716,   40,  187,   12
  260,19810717,    1,    1,   37
  260,19810718,    2,    2,   28
  260,19810719,    0,   -1,   35
  260,19810720,    8,   17,   20
  260,19810721,   27,   29,   14
  260,19810722,    0,   -1,   22
  260,19810723,   22,   81,   31
  260,19810724,   80,  164,   10
  260,19810725,   66,  243,   14
  260,19810726,    3,    1,   18
  260,19810727,    0,    0,   42
  260,19810728,    0,    0,   36
  260,19810729,    0,    0,   30
  260,19810730,    0,    0,   31
  260,19810731,   11,   61,   31
  260,19810801,    7,   20,   11
  260,19810802,    0,    0,   31
  260,19810803,    0,   -1,   42
  260,19810804,    0,    1,   44
  260,19810805,    0,    0,   40
  260,19810806,    0,    0,   38
  260,19810807,    0,    0,   33
  260,19810808,    0,   -1,    9
  260,19810809,    0,   -1,   15
  260,19810810,   49,   14,    7
  260,19810811,   22,   12,   10
  260,19810812,    0,    0,   36
  260,19810813,    0,    0,   28
  260,19810814,    0,    0,   36
  260,19810815,    0,    0,   28
  260,19810816,    0,    0,   30
  260,19810817,    0,   -1,   30
  260,19810818,    0,   -1,   29
  260,19810819,   22,   49,   17
  260,19810820,   59,   99,   20
  260,19810821,    9,   13,   22
  260,19810822,   17,   27,   18
  260,19810823,    2,    2,   23
  260,19810824,    0,   -1,   17
  260,19810825,    0,    0,   27
  260,19810826,    0,   -1,   26
  260,19810827,    0,    0,   23
  260,19810828,    0,    0,   19
  260,19810829,    0,   -1,   16
  260,19810830,    0,    0,   30
  260,19810831,    0,   -1,   20
  260,19810901,    0,   -1,   27
  260,19810902,    0,    0,   30
  260,19810903,    0,    0,   28
  260,19810904,    0,    0,   31
  260,19810905,    0,   -1,   31
  260,19810906,    0,   -1,   29
  260,19810907,    0,    0,   25
  260,19810908,   12,   33,   20
  260,19810909,    0,   -1,    8
  260,19810910,    0,   -1,   27
  260,19810911,   14,   31,   11
  260,19810912,   13,   49,   21
  260,19810913,   24,   35,   23
  260,19810914,    4,   14,   20
  260,19810915,   36,   62,    6
  260,19810916,   11,   75,   16
  260,19810917,    0,   -1,   11
  260,19810918,   35,   36,   11
  260,19810919,   34,   49,   16
  260,19810920,  126,   93,    7
  260,19810921,   10,   11,   16
  260,19810922,    3,    1,   14
  260,19810923,   10,   19,   18
  260,19810924,    0,   -1,   23
  260,19810925,    0,   -1,    6
  260,19810926,   24,    5,    9
  260,19810927,    2,    8,   17
  260,19810928,    0,   -1,   17
  260,19810929,    0,    0,   20
  260,19810930,    0,    0,   15
  260,19811001,    0,    0,   21
  260,19811002,   21,   56,    9
  260,19811003,   15,   27,   12
  260,19811004,   68,  184,    3
  260,19811005,    4,    2,   18
  260,19811006,   27,  213,    4
  260,19811007,    5,    4,   15
  260,19811008,   30,    8,    7
  260,19811009,   32,   61,    6
  260,19811010,   78,   61,   10
  260,19811011,   52,  117,   10
  260,19811012,   78,  189,    5
  260,19811013,   72,  147,    5
  260,19811014,    1,    2,    9
  260,19811015,    0,   -1,    4
  260,19811016,    0,   -1,    5
  260,19811017,   87,   79,    6
  260,19811018,    5,   13,    1
  260,19811019,   65,   39,    4
  260,19811020,  144,  186,    2
  260,19811021,   11,   29,    7
  260,19811022,   70,  227,    5
  260,19811023,    0,    0,   11
  260,19811024,    4,    7,    4
  260,19811025,   39,   55,    4
  260,19811026,    0,    1,    5
  260,19811027,    3,    4,    4
  260,19811028,   25,   34,    9
  260,19811029,   48,   83,    6
  260,19811030,   26,   35,    9
  260,19811031,   20,   22,    6
  260,19811101,    6,    7,    2
  260,19811102,    0,   -1,    2
  260,19811103,    0,   -1,    3
  260,19811104,   38,   26,    5
  260,19811105,    2,    1,    7
  260,19811106,    0,   -1,    7
  260,19811107,    0,   -1,    8
  260,19811108,    0,    0,    8
  260,19811109,    0,   -1,    3
  260,19811110,   51,   24,    2
  260,19811111,   72,   37,    1
  260,19811112,    0,   -1,    3
  260,19811113,   14,   33,    5
  260,19811114,    4,    4,    5
  260,19811115,    0,    0,    7
  260,19811116,    0,   -1,    3
  260,19811117,   37,   54,    1
  260,19811118,   73,   86,    4
  260,19811119,   30,   15,    7
  260,19811120,   18,   17,    2
  260,19811121,   24,   15,    2
  260,19811122,    0,   -1,    2
  260,19811123,   11,   28,    3
  260,19811124,   10,   22,    3
  260,19811125,   32,   56,    2
  260,19811126,    7,    4,    2
  260,19811127,   57,   65,    1
  260,19811128,   33,   54,    2
  260,19811129,   25,   45,    4
  260,19811130,   89,  128,    1
  260,19811201,    7,    6,    3
  260,19811202,    9,    4,    3
  260,19811203,   11,    6,    3
  260,19811204,  104,  190,    1
  260,19811205,   15,   25,    2
  260,19811206,   59,   87,    2
  260,19811207,   33,   51,    2
  260,19811208,   56,   49,    1
  260,19811209,   48,   96,    3
  260,19811210,   14,   16,    3
  260,19811211,   46,   35,    1
  260,19811212,    6,   13,    3
  260,19811213,    0,    0,    3
  260,19811214,  101,   93,    1
  260,19811215,    0,    0,    3
  260,19811216,    0,    0,    4
  260,19811217,    0,   -1,    2
  260,19811218,    0,   -1,    1
  260,19811219,    2,    2,    3
  260,19811220,    0,    0,    2
  260,19811221,   43,   30,    2
  260,19811222,   16,   23,    1
  260,19811223,    0,    1,    1
  260,19811224,    0,    0,    2
  260,19811225,    6,    8,    3
  260,19811226,    0,    0,    2
  260,19811227,    0,    0,    2
  260,19811228,    0,   -1,    2
  260,19811229,   55,   57,    1
  260,19811230,   30,   25,    3
  260,19811231,   38,   56,    1
  260,19820101,   31,   16,    1
  260,19820102,   82,   35,    1
  260,19820103,   15,   21,    4
  260,19820104,   37,   45,    2
  260,19820105,   84,  107,    1
  260,19820106,    4,    2,    4
  260,19820107,    0,    0,    4
  260,19820108,    0,    0,    2
  260,19820109,    0,   -1,    1
  260,19820110,    0,    0,    3
  260,19820111,    0,    0,    2
  260,19820112,    0,    0,    4
  260,19820113,    0,    0,    4
  260,19820114,    0,    0,    4
  260,19820115,    0,    0,    4
  260,19820116,    0,    0,    5
  260,19820117,    0,    0,    5
  260,19820118,    0,    0,    5
  260,19820119,    0,   -1,    3
  260,19820120,    5,    1,    5
  260,19820121,   13,    5,    2
  260,19820122,   19,   16,    1
  260,19820123,    0,    0,    2
  260,19820124,    0,    0,    2
  260,19820125,  102,   38,    1
  260,19820126,   82,   64,    2
  260,19820127,   44,   28,    3
  260,19820128,    0,   -1,    2
  260,19820129,   88,   37,    2
  260,19820130,   30,   30,    4
  260,19820131,   27,    8,    8
  260,19820201,    0,    0,    7
  260,19820202,    0,    0,    8
  260,19820203,    0,    0,    7
  260,19820204,    0,    0,    7
  260,19820205,    0,    0,    7
  260,19820206,   50,   34,    3
  260,19820207,  113,   44,    1
  260,19820208,   39,    8,    5
  260,19820209,    0,    0,    4
  260,19820210,    0,    0,    5
  260,19820211,   14,   14,    9
  260,19820212,   14,    7,    7
  260,19820213,   30,   16,    9
  260,19820214,   23,    8,    8
  260,19820215,    0,   -1,    3
  260,19820216,    0,   -1,    1
  260,19820217,    0,   -1,    1
  260,19820218,    0,    0,    5
  260,19820219,    0,    0,    6
  260,19820220,    0,    0,    9
  260,19820221,    0,    0,   11
  260,19820222,    0,    0,   12
  260,19820223,    0,    0,    9
  260,19820224,    0,    0,    2
  260,19820225,    0,    0,    7
  260,19820226,    0,    0,    8
  260,19820227,    0,   -1,    3
  260,19820228,   38,   17,    2
  260,19820301,   35,   49,    8
  260,19820302,   10,    1,   13
  260,19820303,  115,  171,    3
  260,19820304,   43,   31,    4
  260,19820305,    1,    1,   13
  260,19820306,    0,    0,   13
  260,19820307,    0,    0,   14
  260,19820308,    0,    0,   13
  260,19820309,    0,   -1,    7
  260,19820310,  125,  149,    2
  260,19820311,    3,    1,    9
  260,19820312,   49,   50,    5
  260,19820313,   18,   24,   12
  260,19820314,    0,    0,    6
  260,19820315,    0,    0,   16
  260,19820316,   39,   66,   11
  260,19820317,   15,   40,   12
  260,19820318,    4,    9,   11
  260,19820319,    7,    7,   12
  260,19820320,   18,    2,   15
  260,19820321,    0,    0,    9
  260,19820322,    0,   -1,    9
  260,19820323,    0,    0,   11
  260,19820324,    0,    0,   15
  260,19820325,    0,    0,   19
  260,19820326,    0,    0,   22
  260,19820327,    0,    0,   22
  260,19820328,    0,    0,   11
  260,19820329,   44,   32,    3
  260,19820330,    0,   -1,    7
  260,19820331,    0,    0,   25
  260,19820401,    0,    0,   24
