LOCATION,X COORD,Y COORD
EVAP,Volkel_evap,177000,408000  

DATE,VALUE (m-ref)
3-6-2012 0:00,0.0041
4-6-2012 0:00,0.0005
5-6-2012 0:00,0.0006
6-6-2012 0:00,0.0033
7-6-2012 0:00,0.0018
8-6-2012 0:00,0.0029
9-6-2012 0:00,0.004
10-6-2012 0:00,0.0025
11-6-2012 0:00,0.0043
12-6-2012 0:00,0.002
13-6-2012 0:00,0.002
14-6-2012 0:00,0.002
15-6-2012 0:00,0.0042
16-6-2012 0:00,0.001
17-6-2012 0:00,0.002
18-6-2012 0:00,0.0038
19-6-2012 0:00,0.003
20-6-2012 0:00,0.0031
21-6-2012 0:00,0.0028
22-6-2012 0:00,0.0029
23-6-2012 0:00,0.0028
24-6-2012 0:00,0.0036
25-6-2012 0:00,0.0011
26-6-2012 0:00,0.003
27-6-2012 0:00,0.0044
28-6-2012 0:00,0.0015
29-6-2012 0:00,0.0042
30-6-2012 0:00,0.0019
1-7-2012 0:00,0.005
2-7-2012 0:00,0.0033
3-7-2012 0:00,0.004
4-7-2012 0:00,0.0038
5-7-2012 0:00,0.004
6-7-2012 0:00,0.0038
7-7-2012 0:00,0.0028
8-7-2012 0:00,0.0042
9-7-2012 0:00,0.0017
10-7-2012 0:00,0.0017
11-7-2012 0:00,0.0015
12-7-2012 0:00,0.0021
13-7-2012 0:00,0.0035
14-7-2012 0:00,0.0019
15-7-2012 0:00,0.0015
16-7-2012 0:00,0.0029
17-7-2012 0:00,0.0015
18-7-2012 0:00,0.0022
19-7-2012 0:00,0.0034
20-7-2012 0:00,0.003
21-7-2012 0:00,0.003
22-7-2012 0:00,0.0027
23-7-2012 0:00,0.0044
24-7-2012 0:00,0.0048
25-7-2012 0:00,0.0051
26-7-2012 0:00,0.0049
27-7-2012 0:00,0.0048
28-7-2012 0:00,0.0039
29-7-2012 0:00,0.0028
30-7-2012 0:00,0.0036
31-7-2012 0:00,0.0029
1-8-2012 0:00,0.0015
2-8-2012 0:00,0.0046
3-8-2012 0:00,0.0028
4-8-2012 0:00,0.0034
5-8-2012 0:00,0.0034
6-8-2012 0:00,0.0031
7-8-2012 0:00,0.0024
8-8-2012 0:00,0.003
9-8-2012 0:00,0.0029
10-8-2012 0:00,0.0032
11-8-2012 0:00,0.0038
12-8-2012 0:00,0.0034
13-8-2012 0:00,0.0042
14-8-2012 0:00,0.0023
15-8-2012 0:00,0.0026
16-8-2012 0:00,0.0036
17-8-2012 0:00,0.0037
18-8-2012 0:00,0.0039
19-8-2012 0:00,0.0045
20-8-2012 0:00,0.0041
21-8-2012 0:00,0.0029
22-8-2012 0:00,0.0025
23-8-2012 0:00,0.0031
24-8-2012 0:00,0.0033
25-8-2012 0:00,0.003
26-8-2012 0:00,0.0024
27-8-2012 0:00,0.0014
28-8-2012 0:00,0.0035
29-8-2012 0:00,0.002
30-8-2012 0:00,0.0034
31-8-2012 0:00,0.0028
1-9-2012 0:00,0.0014
2-9-2012 0:00,0.0027
3-9-2012 0:00,0.0025
4-9-2012 0:00,0.0022
5-9-2012 0:00,0.0032
6-9-2012 0:00,0.0024
7-9-2012 0:00,0.0018
8-9-2012 0:00,0.0031
9-9-2012 0:00,0.0031
10-9-2012 0:00,0.0033
11-9-2012 0:00,0.0025
12-9-2012 0:00,0.0009
13-9-2012 0:00,0.002
14-9-2012 0:00,0.0014
15-9-2012 0:00,0.0007
16-9-2012 0:00,0.0018
17-9-2012 0:00,0.0024
18-9-2012 0:00,0.0017
19-9-2012 0:00,0.0012
20-9-2012 0:00,0.0021
21-9-2012 0:00,0.0014
22-9-2012 0:00,0.0013
23-9-2012 0:00,0.0021
24-9-2012 0:00,0.0008
25-9-2012 0:00,0.0011
26-9-2012 0:00,0.0012
27-9-2012 0:00,0.0009
28-9-2012 0:00,0.0013
29-9-2012 0:00,0.0014
30-9-2012 0:00,0.0016
1-10-2012 0:00,0.0021
2-10-2012 0:00,0.0019
3-10-2012 0:00,0.0009
4-10-2012 0:00,0.0006
5-10-2012 0:00,0.0013
6-10-2012 0:00,0.0006
7-10-2012 0:00,0.0009
8-10-2012 0:00,0.0015
