Titel: ART_DIVER
Gebruikersnaam: 
Periode aangevraagd:
Datum: 2023/11/05 19:10:29
Referentie: cm NAP

LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,KABELLENGTE,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
HBpb001-1,001,HBpb001-1,169904.96,433163.6,714,,778,475,383,283,2021/09/23,

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (cm NAP),BIJZONDERHEID
HBpb001-1,001,2021/11/13 12:55:00,455,
HBpb001-1,001,2021/11/13 13:55:00,454,
HBpb001-1,001,2021/11/13 14:55:00,454,
HBpb001-1,001,2021/11/13 15:55:00,454,
HBpb001-1,001,2021/11/13 16:55:00,454,
HBpb001-1,001,2021/11/13 17:55:00,454,
HBpb001-1,001,2021/11/13 18:55:00,454,
HBpb001-1,001,2021/11/13 19:55:00,454,
HBpb001-1,001,2021/11/13 20:55:00,454,
HBpb001-1,001,2021/11/13 21:55:00,453,
HBpb001-1,001,2021/11/13 22:55:00,453,
HBpb001-1,001,2021/11/13 23:55:00,453,
HBpb001-1,001,2021/11/14 00:55:00,453,
HBpb001-1,001,2021/11/14 01:55:00,453,
HBpb001-1,001,2021/11/14 02:55:00,453,
HBpb001-1,001,2021/11/14 03:55:00,453,
HBpb001-1,001,2021/11/14 04:55:00,453,
HBpb001-1,001,2021/11/14 05:55:00,453,
HBpb001-1,001,2021/11/14 06:55:00,453,
HBpb001-1,001,2021/11/14 07:55:00,453,
HBpb001-1,001,2021/11/14 08:55:00,453,
HBpb001-1,001,2021/11/14 09:55:00,453,
HBpb001-1,001,2021/11/14 10:55:00,453,
HBpb001-1,001,2021/11/14 11:55:00,453,
HBpb001-1,001,2021/11/14 12:55:00,452,
HBpb001-1,001,2021/11/14 13:55:00,453,
HBpb001-1,001,2021/11/14 14:55:00,452,
HBpb001-1,001,2021/11/14 15:55:00,452,
HBpb001-1,001,2021/11/14 16:55:00,452,
HBpb001-1,001,2021/11/14 17:55:00,452,
HBpb001-1,001,2021/11/14 18:55:00,452,
HBpb001-1,001,2021/11/14 19:55:00,452,
HBpb001-1,001,2021/11/14 20:55:00,452,
HBpb001-1,001,2021/11/14 21:55:00,452,
HBpb001-1,001,2021/11/14 22:55:00,452,
HBpb001-1,001,2021/11/14 23:55:00,452,
HBpb001-1,001,2021/11/15 00:55:00,452,
HBpb001-1,001,2021/11/15 01:55:00,452,
HBpb001-1,001,2021/11/15 02:55:00,452,
HBpb001-1,001,2021/11/15 03:55:00,452,
HBpb001-1,001,2021/11/15 04:55:00,452,
HBpb001-1,001,2021/11/15 05:55:00,452,
HBpb001-1,001,2021/11/15 06:55:00,452,
HBpb001-1,001,2021/11/15 07:55:00,452,
HBpb001-1,001,2021/11/15 08:55:00,452,
HBpb001-1,001,2021/11/15 09:55:00,451,
HBpb001-1,001,2021/11/15 10:55:00,451,
HBpb001-1,001,2021/11/15 11:55:00,451,
HBpb001-1,001,2021/11/15 12:55:00,451,
HBpb001-1,001,2021/11/15 13:55:00,451,
HBpb001-1,001,2021/11/15 14:55:00,451,
HBpb001-1,001,2021/11/15 15:55:00,451,
HBpb001-1,001,2021/11/15 16:55:00,451,
HBpb001-1,001,2021/11/15 17:55:00,451,
HBpb001-1,001,2021/11/15 18:55:00,451,
HBpb001-1,001,2021/11/15 19:55:00,451,
HBpb001-1,001,2021/11/15 20:55:00,451,
HBpb001-1,001,2021/11/15 21:55:00,450,
HBpb001-1,001,2021/11/15 22:55:00,451,
HBpb001-1,001,2021/11/15 23:55:00,451,
HBpb001-1,001,2021/11/16 00:55:00,450,
HBpb001-1,001,2021/11/16 01:55:00,450,
HBpb001-1,001,2021/11/16 02:55:00,451,
HBpb001-1,001,2021/11/16 03:55:00,451,
HBpb001-1,001,2021/11/16 04:55:00,450,
HBpb001-1,001,2021/11/16 05:55:00,450,
HBpb001-1,001,2021/11/16 06:55:00,450,
HBpb001-1,001,2021/11/16 07:55:00,450,
HBpb001-1,001,2021/11/16 08:55:00,450,
HBpb001-1,001,2021/11/16 09:55:00,450,
HBpb001-1,001,2021/11/16 10:55:00,450,
HBpb001-1,001,2021/11/16 11:55:00,450,
HBpb001-1,001,2021/11/16 12:55:00,450,
HBpb001-1,001,2021/11/16 13:55:00,450,
HBpb001-1,001,2021/11/16 14:55:00,450,
HBpb001-1,001,2021/11/16 15:55:00,450,
HBpb001-1,001,2021/11/16 16:55:00,450,
HBpb001-1,001,2021/11/16 17:55:00,449,
HBpb001-1,001,2021/11/16 18:55:00,449,
HBpb001-1,001,2021/11/16 19:55:00,449,
HBpb001-1,001,2021/11/16 20:55:00,450,
HBpb001-1,001,2021/11/16 21:55:00,449,
HBpb001-1,001,2021/11/16 22:55:00,449,
HBpb001-1,001,2021/11/16 23:55:00,449,
HBpb001-1,001,2021/11/17 00:55:00,449,
HBpb001-1,001,2021/11/17 01:55:00,449,
HBpb001-1,001,2021/11/17 02:55:00,450,
HBpb001-1,001,2021/11/17 03:55:00,449,
HBpb001-1,001,2021/11/17 04:55:00,450,
HBpb001-1,001,2021/11/17 05:55:00,449,
HBpb001-1,001,2021/11/17 06:55:00,449,
HBpb001-1,001,2021/11/17 07:55:00,449,
HBpb001-1,001,2021/11/17 08:55:00,449,
HBpb001-1,001,2021/11/17 11:55:00,449,
HBpb001-1,001,2021/11/17 12:55:00,449,
HBpb001-1,001,2021/11/17 13:55:00,449,
HBpb001-1,001,2021/11/17 14:55:00,449,
HBpb001-1,001,2021/11/17 15:55:00,449,
HBpb001-1,001,2021/11/17 16:55:00,448,
HBpb001-1,001,2021/11/17 17:55:00,448,
HBpb001-1,001,2021/11/17 18:55:00,448,
HBpb001-1,001,2021/11/17 19:55:00,448,
HBpb001-1,001,2021/11/17 20:55:00,448,
HBpb001-1,001,2021/11/17 21:55:00,448,
HBpb001-1,001,2021/11/17 22:55:00,448,
HBpb001-1,001,2021/11/17 23:55:00,448,
HBpb001-1,001,2021/11/18 01:55:00,448,
HBpb001-1,001,2021/11/18 02:55:00,448,
HBpb001-1,001,2021/11/18 03:55:00,448,
HBpb001-1,001,2021/11/18 04:55:00,448,
HBpb001-1,001,2021/11/18 05:55:00,448,
HBpb001-1,001,2021/11/18 07:55:00,448,
HBpb001-1,001,2021/11/18 08:55:00,448,
HBpb001-1,001,2021/11/18 09:55:00,447,
HBpb001-1,001,2021/11/18 10:55:00,447,
HBpb001-1,001,2021/11/18 11:55:00,447,
HBpb001-1,001,2021/11/18 12:55:00,448,
HBpb001-1,001,2021/11/18 13:55:00,447,
HBpb001-1,001,2021/11/18 14:55:00,447,
HBpb001-1,001,2021/11/18 15:55:00,447,
HBpb001-1,001,2021/11/18 16:55:00,447,
HBpb001-1,001,2021/11/18 17:55:00,447,
HBpb001-1,001,2021/11/18 18:55:00,447,
HBpb001-1,001,2021/11/18 19:55:00,447,
HBpb001-1,001,2021/11/18 20:55:00,447,
HBpb001-1,001,2021/11/18 21:55:00,447,
HBpb001-1,001,2021/11/18 22:55:00,447,
HBpb001-1,001,2021/11/18 23:55:00,447,
HBpb001-1,001,2021/11/19 00:55:00,447,
HBpb001-1,001,2021/11/19 01:55:00,447,
HBpb001-1,001,2021/11/19 02:55:00,447,
HBpb001-1,001,2021/11/19 03:55:00,447,
HBpb001-1,001,2021/11/19 04:55:00,447,
HBpb001-1,001,2021/11/19 05:55:00,447,
HBpb001-1,001,2021/11/19 06:55:00,447,
HBpb001-1,001,2021/11/19 07:55:00,447,
HBpb001-1,001,2021/11/19 08:55:00,446,
HBpb001-1,001,2021/11/19 09:55:00,447,
HBpb001-1,001,2021/11/19 10:55:00,446,
HBpb001-1,001,2021/11/19 11:55:00,447,
HBpb001-1,001,2021/11/19 12:55:00,446,
HBpb001-1,001,2021/11/19 13:55:00,446,
HBpb001-1,001,2021/11/19 14:55:00,446,
HBpb001-1,001,2021/11/19 15:55:00,446,
HBpb001-1,001,2021/11/19 17:55:00,446,
HBpb001-1,001,2021/11/19 18:55:00,446,
HBpb001-1,001,2021/11/19 19:55:00,446,
HBpb001-1,001,2021/11/19 20:55:00,446,
HBpb001-1,001,2021/11/19 21:55:00,446,
HBpb001-1,001,2021/11/19 22:55:00,446,
HBpb001-1,001,2021/11/19 23:55:00,446,
HBpb001-1,001,2021/11/20 00:55:00,446,
HBpb001-1,001,2021/11/20 01:55:00,446,
HBpb001-1,001,2021/11/20 02:55:00,446,
HBpb001-1,001,2021/11/20 03:55:00,446,
HBpb001-1,001,2021/11/20 04:55:00,446,
HBpb001-1,001,2021/11/20 05:55:00,446,
HBpb001-1,001,2021/11/20 06:55:00,446,
HBpb001-1,001,2021/11/20 07:55:00,446,
HBpb001-1,001,2021/11/20 08:55:00,446,
HBpb001-1,001,2021/11/20 09:55:00,446,
HBpb001-1,001,2021/11/20 10:55:00,446,
HBpb001-1,001,2021/11/20 11:55:00,446,
HBpb001-1,001,2021/11/20 12:55:00,446,
HBpb001-1,001,2021/11/20 13:55:00,446,
HBpb001-1,001,2021/11/20 14:55:00,446,
HBpb001-1,001,2021/11/20 15:55:00,445,
HBpb001-1,001,2021/11/20 16:55:00,445,
HBpb001-1,001,2021/11/20 17:55:00,445,
HBpb001-1,001,2021/11/20 18:55:00,446,
HBpb001-1,001,2021/11/20 19:55:00,446,
HBpb001-1,001,2021/11/20 20:55:00,445,
HBpb001-1,001,2021/11/20 21:55:00,445,
HBpb001-1,001,2021/11/20 22:55:00,445,
HBpb001-1,001,2021/11/20 23:55:00,445,
HBpb001-1,001,2021/11/21 00:55:00,446,
HBpb001-1,001,2021/11/21 01:55:00,445,
HBpb001-1,001,2021/11/21 02:55:00,445,
HBpb001-1,001,2021/11/21 03:55:00,445,
HBpb001-1,001,2021/11/21 04:55:00,446,
HBpb001-1,001,2021/11/21 05:55:00,445,
HBpb001-1,001,2021/11/21 06:55:00,446,
HBpb001-1,001,2021/11/21 07:55:00,445,
HBpb001-1,001,2021/11/21 08:55:00,445,
HBpb001-1,001,2021/11/21 09:55:00,445,
HBpb001-1,001,2021/11/21 10:55:00,445,
HBpb001-1,001,2021/11/21 11:55:00,445,
HBpb001-1,001,2021/11/21 12:55:00,445,
HBpb001-1,001,2021/11/21 13:55:00,445,
HBpb001-1,001,2021/11/21 14:55:00,445,
HBpb001-1,001,2021/11/21 15:55:00,445,
HBpb001-1,001,2021/11/21 16:55:00,444,
HBpb001-1,001,2021/11/21 17:55:00,445,
HBpb001-1,001,2021/11/21 18:55:00,444,
HBpb001-1,001,2021/11/21 19:55:00,444,
HBpb001-1,001,2021/11/21 20:55:00,444,
HBpb001-1,001,2021/11/21 21:55:00,444,
HBpb001-1,001,2021/11/21 22:55:00,444,
HBpb001-1,001,2021/11/21 23:55:00,444,
HBpb001-1,001,2021/11/22 00:55:00,443,
HBpb001-1,001,2021/11/22 01:55:00,444,
HBpb001-1,001,2021/11/22 02:55:00,443,
HBpb001-1,001,2021/11/22 03:55:00,443,
HBpb001-1,001,2021/11/22 04:55:00,443,
HBpb001-1,001,2021/11/22 05:55:00,443,
HBpb001-1,001,2021/11/22 06:55:00,443,
HBpb001-1,001,2021/11/22 07:55:00,443,
HBpb001-1,001,2021/11/22 08:55:00,443,
HBpb001-1,001,2021/11/22 09:55:00,443,
HBpb001-1,001,2021/11/22 10:55:00,443,
HBpb001-1,001,2021/11/22 11:55:00,443,
HBpb001-1,001,2021/11/22 12:55:00,443,
HBpb001-1,001,2021/11/22 13:55:00,443,
HBpb001-1,001,2021/11/22 14:55:00,443,
HBpb001-1,001,2021/11/22 15:55:00,442,
HBpb001-1,001,2021/11/22 16:55:00,442,
HBpb001-1,001,2021/11/22 17:55:00,442,
HBpb001-1,001,2021/11/22 18:55:00,443,
HBpb001-1,001,2021/11/22 19:55:00,442,
HBpb001-1,001,2021/11/22 20:55:00,442,
HBpb001-1,001,2021/11/22 21:55:00,442,
HBpb001-1,001,2021/11/22 22:55:00,442,
HBpb001-1,001,2021/11/22 23:55:00,442,
HBpb001-1,001,2021/11/23 00:55:00,442,
HBpb001-1,001,2021/11/23 01:55:00,442,
HBpb001-1,001,2021/11/23 02:55:00,442,
HBpb001-1,001,2021/11/23 03:55:00,442,
HBpb001-1,001,2021/11/23 04:55:00,442,
HBpb001-1,001,2021/11/23 05:55:00,442,
HBpb001-1,001,2021/11/23 06:55:00,442,
HBpb001-1,001,2021/11/23 07:55:00,442,
HBpb001-1,001,2021/11/23 08:55:00,442,
HBpb001-1,001,2021/11/23 09:55:00,442,
HBpb001-1,001,2021/11/23 10:55:00,442,
HBpb001-1,001,2021/11/23 11:55:00,442,
HBpb001-1,001,2021/11/23 12:55:00,442,
HBpb001-1,001,2021/11/23 13:55:00,442,
HBpb001-1,001,2021/11/23 14:55:00,442,
HBpb001-1,001,2021/11/23 15:55:00,442,
HBpb001-1,001,2021/11/23 16:55:00,442,
HBpb001-1,001,2021/11/23 17:55:00,442,
HBpb001-1,001,2021/11/23 18:55:00,441,
HBpb001-1,001,2021/11/23 19:55:00,441,
HBpb001-1,001,2021/11/23 20:55:00,442,
HBpb001-1,001,2021/11/23 21:55:00,442,
HBpb001-1,001,2021/11/23 22:55:00,441,
HBpb001-1,001,2021/11/23 23:55:00,441,
HBpb001-1,001,2021/11/24 00:55:00,441,
HBpb001-1,001,2021/11/24 01:55:00,441,
HBpb001-1,001,2021/11/24 02:55:00,441,
HBpb001-1,001,2021/11/24 03:55:00,442,
HBpb001-1,001,2021/11/24 04:55:00,442,
HBpb001-1,001,2021/11/24 05:55:00,442,
HBpb001-1,001,2021/11/24 06:55:00,442,
HBpb001-1,001,2021/11/24 07:55:00,442,
HBpb001-1,001,2021/11/24 08:55:00,441,
HBpb001-1,001,2021/11/24 09:55:00,441,
HBpb001-1,001,2021/11/24 10:55:00,441,
HBpb001-1,001,2021/11/24 11:55:00,441,
HBpb001-1,001,2021/11/24 12:55:00,441,
HBpb001-1,001,2021/11/24 13:55:00,441,
HBpb001-1,001,2021/11/24 14:55:00,441,
HBpb001-1,001,2021/11/24 15:55:00,441,
HBpb001-1,001,2021/11/24 16:55:00,441,
HBpb001-1,001,2021/11/24 17:55:00,441,
HBpb001-1,001,2021/11/24 18:55:00,441,
HBpb001-1,001,2021/11/24 19:55:00,441,
HBpb001-1,001,2021/11/24 20:55:00,441,
HBpb001-1,001,2021/11/24 21:55:00,441,
HBpb001-1,001,2021/11/24 22:55:00,441,
HBpb001-1,001,2021/11/24 23:55:00,441,
HBpb001-1,001,2021/11/25 00:55:00,441,
HBpb001-1,001,2021/11/25 01:55:00,441,
HBpb001-1,001,2021/11/25 02:55:00,441,
HBpb001-1,001,2021/11/25 03:55:00,441,
HBpb001-1,001,2021/11/25 04:55:00,441,
HBpb001-1,001,2021/11/25 05:55:00,441,
HBpb001-1,001,2021/11/25 06:55:00,441,
HBpb001-1,001,2021/11/25 07:55:00,440,
HBpb001-1,001,2021/11/25 08:55:00,441,
HBpb001-1,001,2021/11/25 09:55:00,440,
HBpb001-1,001,2021/11/25 10:55:00,440,
HBpb001-1,001,2021/11/25 11:55:00,440,
HBpb001-1,001,2021/11/25 12:55:00,440,
HBpb001-1,001,2021/11/25 13:55:00,440,
HBpb001-1,001,2021/11/25 14:55:00,440,
HBpb001-1,001,2021/11/25 15:55:00,440,
HBpb001-1,001,2021/11/25 16:55:00,440,
HBpb001-1,001,2021/11/25 17:55:00,440,
HBpb001-1,001,2021/11/25 18:55:00,440,
HBpb001-1,001,2021/11/25 19:55:00,440,
HBpb001-1,001,2021/11/25 20:55:00,440,
HBpb001-1,001,2021/11/25 21:55:00,440,
HBpb001-1,001,2021/11/25 22:55:00,440,
HBpb001-1,001,2021/11/25 23:55:00,440,
HBpb001-1,001,2021/11/26 00:55:00,440,
HBpb001-1,001,2021/11/26 01:55:00,440,
HBpb001-1,001,2021/11/26 02:55:00,440,
HBpb001-1,001,2021/11/26 03:55:00,440,
HBpb001-1,001,2021/11/26 04:55:00,440,
HBpb001-1,001,2021/11/26 05:55:00,440,
HBpb001-1,001,2021/11/26 06:55:00,440,
HBpb001-1,001,2021/11/26 07:55:00,440,
HBpb001-1,001,2021/11/26 08:55:00,440,
HBpb001-1,001,2021/11/26 09:55:00,440,
HBpb001-1,001,2021/11/26 10:55:00,440,
HBpb001-1,001,2021/11/26 11:55:00,440,
HBpb001-1,001,2021/11/26 12:55:00,440,
HBpb001-1,001,2021/11/26 13:55:00,440,
HBpb001-1,001,2021/11/26 14:55:00,440,
HBpb001-1,001,2021/11/26 15:55:00,440,
HBpb001-1,001,2021/11/26 16:55:00,440,
HBpb001-1,001,2021/11/26 17:55:00,440,
HBpb001-1,001,2021/11/26 18:55:00,440,
HBpb001-1,001,2021/11/26 19:55:00,440,
HBpb001-1,001,2021/11/26 20:55:00,440,
HBpb001-1,001,2021/11/26 21:55:00,440,
HBpb001-1,001,2021/11/26 22:55:00,440,
HBpb001-1,001,2021/11/26 23:55:00,440,
HBpb001-1,001,2021/11/27 00:55:00,439,
HBpb001-1,001,2021/11/27 01:55:00,440,
HBpb001-1,001,2021/11/27 02:55:00,440,
HBpb001-1,001,2021/11/27 03:55:00,440,
HBpb001-1,001,2021/11/27 04:55:00,440,
HBpb001-1,001,2021/11/27 05:55:00,439,
HBpb001-1,001,2021/11/27 06:55:00,440,
HBpb001-1,001,2021/11/27 07:55:00,440,
HBpb001-1,001,2021/11/27 08:55:00,440,
HBpb001-1,001,2021/11/27 09:55:00,441,
HBpb001-1,001,2021/11/27 10:55:00,441,
HBpb001-1,001,2021/11/27 11:55:00,442,
HBpb001-1,001,2021/11/27 12:55:00,442,
HBpb001-1,001,2021/11/27 13:55:00,443,
HBpb001-1,001,2021/11/27 14:55:00,443,
HBpb001-1,001,2021/11/27 15:55:00,443,
HBpb001-1,001,2021/11/27 16:55:00,443,
HBpb001-1,001,2021/11/27 17:55:00,444,
HBpb001-1,001,2021/11/27 18:55:00,444,
HBpb001-1,001,2021/11/27 19:55:00,445,
HBpb001-1,001,2021/11/27 20:55:00,445,
HBpb001-1,001,2021/11/27 21:55:00,445,
HBpb001-1,001,2021/11/27 22:55:00,445,
HBpb001-1,001,2021/11/27 23:55:00,445,
HBpb001-1,001,2021/11/28 00:55:00,445,
HBpb001-1,001,2021/11/28 01:55:00,446,
HBpb001-1,001,2021/11/28 02:55:00,446,
HBpb001-1,001,2021/11/28 03:55:00,446,
HBpb001-1,001,2021/11/28 04:55:00,446,
HBpb001-1,001,2021/11/28 05:55:00,446,
HBpb001-1,001,2021/11/28 06:55:00,446,
HBpb001-1,001,2021/11/28 07:55:00,446,
HBpb001-1,001,2021/11/28 08:55:00,446,
HBpb001-1,001,2021/11/28 09:55:00,446,
HBpb001-1,001,2021/11/28 10:55:00,447,
HBpb001-1,001,2021/11/28 11:55:00,447,
HBpb001-1,001,2021/11/28 12:55:00,446,
HBpb001-1,001,2021/11/28 13:55:00,447,
HBpb001-1,001,2021/11/28 14:55:00,447,
HBpb001-1,001,2021/11/28 15:55:00,447,
HBpb001-1,001,2021/11/28 16:55:00,447,
HBpb001-1,001,2021/11/28 17:55:00,447,
HBpb001-1,001,2021/11/28 18:55:00,447,
HBpb001-1,001,2021/11/28 19:55:00,447,
HBpb001-1,001,2021/11/28 20:55:00,447,
HBpb001-1,001,2021/11/28 21:55:00,447,
HBpb001-1,001,2021/11/28 22:55:00,447,
HBpb001-1,001,2021/11/28 23:55:00,447,
HBpb001-1,001,2021/11/29 00:55:00,447,
HBpb001-1,001,2021/11/29 01:55:00,447,
HBpb001-1,001,2021/11/29 02:55:00,447,
HBpb001-1,001,2021/11/29 03:55:00,447,
HBpb001-1,001,2021/11/29 04:55:00,447,
HBpb001-1,001,2021/11/29 05:55:00,447,
HBpb001-1,001,2021/11/29 06:55:00,447,
HBpb001-1,001,2021/11/29 07:55:00,448,
HBpb001-1,001,2021/11/29 08:55:00,448,
HBpb001-1,001,2021/11/29 09:55:00,448,
HBpb001-1,001,2021/11/29 10:55:00,448,
HBpb001-1,001,2021/11/29 11:55:00,448,
HBpb001-1,001,2021/11/29 12:55:00,447,
HBpb001-1,001,2021/11/29 13:55:00,447,
HBpb001-1,001,2021/11/29 14:55:00,447,
HBpb001-1,001,2021/11/29 15:55:00,447,
HBpb001-1,001,2021/11/29 16:55:00,447,
HBpb001-1,001,2021/11/29 17:55:00,447,
HBpb001-1,001,2021/11/29 18:55:00,447,
HBpb001-1,001,2021/11/29 19:55:00,447,
HBpb001-1,001,2021/11/29 20:55:00,447,
HBpb001-1,001,2021/11/29 21:55:00,447,
HBpb001-1,001,2021/11/29 22:55:00,448,
HBpb001-1,001,2021/11/29 23:55:00,447,
HBpb001-1,001,2021/11/30 00:55:00,448,
HBpb001-1,001,2021/11/30 01:55:00,448,
HBpb001-1,001,2021/11/30 02:55:00,448,
HBpb001-1,001,2021/11/30 03:55:00,448,
HBpb001-1,001,2021/11/30 04:55:00,448,
HBpb001-1,001,2021/11/30 05:55:00,448,
HBpb001-1,001,2021/11/30 06:55:00,448,
HBpb001-1,001,2021/11/30 07:55:00,448,
HBpb001-1,001,2021/11/30 08:55:00,448,
HBpb001-1,001,2021/11/30 09:55:00,448,
HBpb001-1,001,2021/11/30 10:55:00,448,
HBpb001-1,001,2021/11/30 11:55:00,449,
HBpb001-1,001,2021/11/30 12:55:00,448,
HBpb001-1,001,2021/11/30 13:55:00,448,
HBpb001-1,001,2021/11/30 14:55:00,448,
HBpb001-1,001,2021/11/30 15:55:00,448,
HBpb001-1,001,2021/11/30 16:55:00,448,
HBpb001-1,001,2021/11/30 17:55:00,448,
HBpb001-1,001,2021/11/30 18:55:00,448,
HBpb001-1,001,2021/11/30 19:55:00,449,
HBpb001-1,001,2021/11/30 20:55:00,449,
HBpb001-1,001,2021/11/30 21:55:00,449,
HBpb001-1,001,2021/11/30 22:55:00,449,
HBpb001-1,001,2021/11/30 23:55:00,449,
HBpb001-1,001,2021/12/01 00:55:00,450,
HBpb001-1,001,2021/12/01 01:55:00,450,
HBpb001-1,001,2021/12/01 02:55:00,450,
HBpb001-1,001,2021/12/01 03:55:00,451,
HBpb001-1,001,2021/12/01 04:55:00,451,
HBpb001-1,001,2021/12/01 05:55:00,451,
HBpb001-1,001,2021/12/01 06:55:00,451,
HBpb001-1,001,2021/12/01 07:55:00,451,
HBpb001-1,001,2021/12/01 08:55:00,451,
HBpb001-1,001,2021/12/01 09:55:00,451,
HBpb001-1,001,2021/12/01 10:55:00,451,
HBpb001-1,001,2021/12/01 11:55:00,452,
HBpb001-1,001,2021/12/01 12:55:00,452,
HBpb001-1,001,2021/12/01 13:55:00,452,
HBpb001-1,001,2021/12/01 14:55:00,452,
HBpb001-1,001,2021/12/01 15:55:00,452,
HBpb001-1,001,2021/12/01 16:55:00,452,
HBpb001-1,001,2021/12/01 17:55:00,452,
HBpb001-1,001,2021/12/01 18:55:00,452,
HBpb001-1,001,2021/12/01 19:55:00,452,
HBpb001-1,001,2021/12/01 20:55:00,452,
HBpb001-1,001,2021/12/01 21:55:00,452,
HBpb001-1,001,2021/12/01 22:55:00,452,
HBpb001-1,001,2021/12/01 23:55:00,452,
HBpb001-1,001,2021/12/02 00:55:00,452,
HBpb001-1,001,2021/12/02 01:55:00,452,
HBpb001-1,001,2021/12/02 02:55:00,453,
HBpb001-1,001,2021/12/02 03:55:00,453,
HBpb001-1,001,2021/12/02 04:55:00,453,
HBpb001-1,001,2021/12/02 05:55:00,453,
HBpb001-1,001,2021/12/02 06:55:00,453,
HBpb001-1,001,2021/12/02 07:55:00,453,
HBpb001-1,001,2021/12/02 08:55:00,453,
HBpb001-1,001,2021/12/02 09:55:00,453,
HBpb001-1,001,2021/12/02 10:55:00,454,
HBpb001-1,001,2021/12/02 11:55:00,454,
HBpb001-1,001,2021/12/02 12:55:00,453,
HBpb001-1,001,2021/12/02 13:55:00,454,
HBpb001-1,001,2021/12/02 14:55:00,454,
HBpb001-1,001,2021/12/02 15:55:00,454,
HBpb001-1,001,2021/12/02 16:55:00,453,
HBpb001-1,001,2021/12/02 17:55:00,454,
HBpb001-1,001,2021/12/02 18:55:00,454,
HBpb001-1,001,2021/12/02 19:55:00,454,
HBpb001-1,001,2021/12/02 20:55:00,454,
HBpb001-1,001,2021/12/02 21:55:00,454,
HBpb001-1,001,2021/12/02 22:55:00,454,
HBpb001-1,001,2021/12/02 23:55:00,454,
HBpb001-1,001,2021/12/03 00:55:00,455,
HBpb001-1,001,2021/12/03 01:55:00,455,
HBpb001-1,001,2021/12/03 02:55:00,454,
HBpb001-1,001,2021/12/03 03:55:00,455,
HBpb001-1,001,2021/12/03 04:55:00,455,
HBpb001-1,001,2021/12/03 05:55:00,455,
HBpb001-1,001,2021/12/03 06:55:00,455,
HBpb001-1,001,2021/12/03 07:55:00,456,
HBpb001-1,001,2021/12/03 08:55:00,456,
HBpb001-1,001,2021/12/03 09:55:00,456,
HBpb001-1,001,2021/12/03 10:55:00,456,
HBpb001-1,001,2021/12/03 11:55:00,456,
HBpb001-1,001,2021/12/03 12:55:00,456,
HBpb001-1,001,2021/12/03 13:55:00,456,
HBpb001-1,001,2021/12/03 14:55:00,456,
HBpb001-1,001,2021/12/03 15:55:00,456,
HBpb001-1,001,2021/12/03 16:55:00,456,
HBpb001-1,001,2021/12/03 17:55:00,457,
HBpb001-1,001,2021/12/03 18:55:00,457,
HBpb001-1,001,2021/12/03 19:55:00,457,
HBpb001-1,001,2021/12/03 20:55:00,457,
HBpb001-1,001,2021/12/03 21:55:00,457,
HBpb001-1,001,2021/12/03 22:55:00,457,
HBpb001-1,001,2021/12/03 23:55:00,457,
HBpb001-1,001,2021/12/04 00:55:00,457,
HBpb001-1,001,2021/12/04 01:55:00,457,
HBpb001-1,001,2021/12/04 02:55:00,458,
HBpb001-1,001,2021/12/04 03:55:00,458,
HBpb001-1,001,2021/12/04 04:55:00,458,
HBpb001-1,001,2021/12/04 05:55:00,458,
HBpb001-1,001,2021/12/04 06:55:00,458,
HBpb001-1,001,2021/12/04 07:55:00,458,
HBpb001-1,001,2021/12/04 08:55:00,458,
HBpb001-1,001,2021/12/04 09:55:00,458,
HBpb001-1,001,2021/12/04 10:55:00,458,
HBpb001-1,001,2021/12/04 11:55:00,459,
HBpb001-1,001,2021/12/04 12:55:00,459,
HBpb001-1,001,2021/12/04 13:55:00,459,
HBpb001-1,001,2021/12/04 14:55:00,458,
HBpb001-1,001,2021/12/04 15:55:00,459,
HBpb001-1,001,2021/12/04 16:55:00,459,
HBpb001-1,001,2021/12/04 17:55:00,459,
HBpb001-1,001,2021/12/04 18:55:00,459,
HBpb001-1,001,2021/12/04 19:55:00,459,
HBpb001-1,001,2021/12/04 20:55:00,459,
HBpb001-1,001,2021/12/04 21:55:00,459,
HBpb001-1,001,2021/12/04 22:55:00,459,
HBpb001-1,001,2021/12/04 23:55:00,460,
HBpb001-1,001,2021/12/05 00:55:00,460,
HBpb001-1,001,2021/12/05 01:55:00,460,
HBpb001-1,001,2021/12/05 02:55:00,460,
HBpb001-1,001,2021/12/05 03:55:00,460,
HBpb001-1,001,2021/12/05 04:55:00,460,
HBpb001-1,001,2021/12/05 05:55:00,461,
HBpb001-1,001,2021/12/05 06:55:00,461,
HBpb001-1,001,2021/12/05 07:55:00,461,
HBpb001-1,001,2021/12/05 08:55:00,461,
HBpb001-1,001,2021/12/05 09:55:00,461,
HBpb001-1,001,2021/12/05 10:55:00,461,
HBpb001-1,001,2021/12/05 11:54:00,461,
HBpb001-1,001,2021/12/05 12:54:00,461,
HBpb001-1,001,2021/12/05 13:54:00,461,
HBpb001-1,001,2021/12/05 14:54:00,461,
HBpb001-1,001,2021/12/05 15:54:00,461,
